sex,location,year,unemployment
F,PL,2008,8
F,PT,2008,8.9
F,RO,2008,4.7
F,RS,2008,
F,SE,2008,6.6
F,SI,2008,4.8
F,SK,2008,10.9
F,TR,2008,10
F,UK,2008,5.1
M,AT,2008,3.9
M,BE,2008,6.5
M,BG,2008,5.5
M,CH,2008,2.8
M,CY,2008,3.2
M,CZ,2008,3.5
M,DE,2008,7.4
M,DK,2008,3.3
M,EE,2008,5.8
M,EL,2008,5.1
M,ES,2008,10.1
M,FI,2008,6.1
M,FR,2008,7.1
M,HR,2008,7.1
M,HU,2008,7.7
M,IE,2008,7.6
M,IS,2008,3.2
M,IT,2008,5.5
M,LT,2008,6
M,LU,2008,4.3
M,LV,2008,8.4
M,ME,2008,
M,MK,2008,33.5
M,MT,2008,5.6
M,NL,2008,3
M,NO,2008,2.7
M,PL,2008,6.4
M,PT,2008,6.6
M,RO,2008,6.7
M,RS,2008,
M,SE,2008,5.9
M,SI,2008,4
M,SK,2008,8.4
M,TR,2008,9.7
M,UK,2008,6.1
T,AT,2008,4.1
T,BE,2008,7
T,BG,2008,5.6
T,CH,2008,3.4
T,CY,2008,3.7
T,CZ,2008,4.4
T,DE,2008,7.5
T,DK,2008,3.7
T,EE,2008,5.5
T,EL,2008,7.8
T,ES,2008,11.3
T,FI,2008,6.4
T,FR,2008,7.5
T,HR,2008,8.6
T,HU,2008,7.8
T,IE,2008,6.8
T,IS,2008,2.9
T,IT,2008,6.7
T,LT,2008,5.8
T,LU,2008,5.1
T,LV,2008,7.7
T,ME,2008,
T,MK,2008,33.8
T,MT,2008,6
T,NL,2008,3.7
T,NO,2008,2.5
T,PL,2008,7.1
T,PT,2008,7.7
T,RO,2008,5.8
T,RS,2008,
T,SE,2008,6.2
T,SI,2008,4.4
T,SK,2008,9.5
T,TR,2008,9.8
T,UK,2008,5.6
F,AT,2007,5.3
F,BE,2007,8.5
F,BG,2007,7.3
F,CH,2007,4.5
F,CY,2007,4.6
F,CZ,2007,6.7
F,DE,2007,8.8
F,DK,2007,4.2
F,EE,2007,3.8
F,EL,2007,12.9
F,ES,2007,10.7
F,FI,2007,7.2
F,FR,2007,8.5
F,HR,2007,11.4
F,HU,2007,7.7
F,IE,2007,4.9
F,IS,2007,2.3
F,IT,2007,7.8
F,LT,2007,4.3
F,LU,2007,4.7
F,LV,2007,5.6
F,ME,2007,
F,MK,2007,35.6
F,MT,2007,7.9
F,NL,2007,5.2
F,NO,2007,2.4
F,PL,2007,10.4
F,PT,2007,9.7
F,RO,2007,5.4
F,RS,2007,
F,SE,2007,6.5
F,SI,2007,5.9
F,SK,2007,12.7
F,TR,2007,9.2
F,UK,2007,5
M,AT,2007,4.5
M,BE,2007,6.7
M,BG,2007,6.5
M,CH,2007,2.9
M,CY,2007,3.4
M,CZ,2007,4.2
M,DE,2007,8.6
M,DK,2007,3.4
M,EE,2007,5.4
M,EL,2007,5.3
M,ES,2007,6.4
M,FI,2007,6.5
M,FR,2007,7.6
M,HR,2007,8.8
M,HU,2007,7.1
M,IE,2007,5
M,IS,2007,2.2
M,IT,2007,4.9
M,LT,2007,4.2
M,LU,2007,3.6
M,LV,2007,6.5
M,ME,2007,
M,MK,2007,34.6
M,MT,2007,5.8
M,NL,2007,3.3
M,NO,2007,2.6
M,PL,2007,9
M,PT,2007,6.7
M,RO,2007,7.2
M,RS,2007,
M,SE,2007,5.9
M,SI,2007,4
M,SK,2007,9.9
M,TR,2007,8.8
M,UK,2007,5.5
T,AT,2007,4.9
T,BE,2007,7.5
T,BG,2007,6.9
T,CH,2007,3.7
T,CY,2007,3.9
T,CZ,2007,5.3
T,DE,2007,8.7
T,DK,2007,3.8
T,EE,2007,4.6
T,EL,2007,8.4
T,ES,2007,8.2
T,FI,2007,6.9
T,FR,2007,8
T,HR,2007,9.9
T,HU,2007,7.4
T,IE,2007,5
T,IS,2007,2.3
T,IT,2007,6.1
T,LT,2007,4.3
T,LU,2007,4.1
T,LV,2007,6.1
T,ME,2007,
T,MK,2007,35
T,MT,2007,6.5
T,NL,2007,4.2
T,NO,2007,2.5
T,PL,2007,9.6
T,PT,2007,8.1
T,RO,2007,6.4
T,RS,2007,
T,SE,2007,6.2
T,SI,2007,4.9
T,SK,2007,11.1
T,TR,2007,8.9
T,UK,2007,5.3
F,AT,2006,5.6
F,BE,2006,9.3
F,BG,2006,9.3
F,CH,2006,4.7
F,CY,2006,5.4
F,CZ,2006,8.9
F,DE,2006,10.2
F,DK,2006,4.5
F,EE,2006,5.6
F,EL,2006,13.8
F,ES,2006,11.4
F,FI,2006,8.1
F,FR,2006,9.6
F,HR,2006,12.8
F,HU,2006,7.9
F,IE,2006,4.2
F,IS,2006,3.1
F,IT,2006,8.8
F,LT,2006,5.6
F,LU,2006,6.2
F,LV,2006,6.7
F,ME,2006,
F,MK,2006,37.2
F,MT,2006,8.3
F,NL,2006,6.2
F,NO,2006,3.3
F,PL,2006,14.9
F,PT,2006,9
F,RO,2006,6.1
F,RS,2006,
F,SE,2006,7.3
F,SI,2006,7.2
F,SK,2006,14.7
F,TR,2006,9.1
F,UK,2006,5
M,AT,2006,5
M,BE,2006,7.4
M,BG,2006,8.7
M,CH,2006,3.4
M,CY,2006,3.9
M,CZ,2006,5.8
M,DE,2006,10.3
M,DK,2006,3.3
M,EE,2006,6.2
M,EL,2006,5.7
M,ES,2006,6.4
M,FI,2006,7.4
M,FR,2006,8.3
M,HR,2006,9.9
M,HU,2006,7.1
M,IE,2006,4.6
M,IS,2006,2.6
M,IT,2006,5.4
M,LT,2006,6
M,LU,2006,3.6
M,LV,2006,7.3
M,ME,2006,
M,MK,2006,35.3
M,MT,2006,6.1
M,NL,2006,4.1
M,NO,2006,3.4
M,PL,2006,13
M,PT,2006,6.6
M,RO,2006,8.2
M,RS,2006,
M,SE,2006,6.9
M,SI,2006,4.9
M,SK,2006,12.3
M,TR,2006,8.6
M,UK,2006,5.7
T,AT,2006,5.3
T,BE,2006,8.3
T,BG,2006,9
T,CH,2006,4
T,CY,2006,4.6
T,CZ,2006,7.2
T,DE,2006,10.3
T,DK,2006,3.9
T,EE,2006,5.9
T,EL,2006,9
T,ES,2006,8.5
T,FI,2006,7.7
T,FR,2006,8.9
T,HR,2006,11.2
T,HU,2006,7.5
T,IE,2006,4.4
T,IS,2006,2.8
T,IT,2006,6.8
T,LT,2006,5.8
T,LU,2006,4.7
T,LV,2006,7
T,ME,2006,
T,MK,2006,36.1
T,MT,2006,6.8
T,NL,2006,5
T,NO,2006,3.4
T,PL,2006,13.9
T,PT,2006,7.8
T,RO,2006,7.3
T,RS,2006,
T,SE,2006,7.1
T,SI,2006,6
T,SK,2006,13.4
T,TR,2006,8.8
T,UK,2006,5.4
F,AT,2005,5.9
F,BE,2005,9.5
F,BG,2005,9.8
F,CH,2005,5.1
F,CY,2005,6.5
F,CZ,2005,9.8
F,DE,2005,10.9
F,DK,2005,5.3
F,EE,2005,6.9
F,EL,2005,15.4
F,ES,2005,12
F,FI,2005,8.6
F,FR,2005,9.7
F,HR,2005,13.9
F,HU,2005,7.4
F,IE,2005,4
F,IS,2005,2.5
F,IT,2005,10.1
F,LT,2005,8.5
F,LU,2005,5.8
F,LV,2005,10
F,ME,2005,
F,MK,2005,
F,MT,2005,8.4
F,NL,2005,6.9
F,NO,2005,4.2
F,PL,2005,19.2
F,PT,2005,8.8
F,RO,2005,6.4
F,RS,2005,
F,SE,2005,7.7
F,SI,2005,7.1
F,SK,2005,17.2
F,TR,2005,
F,UK,2005,4.3
M,AT,2005,5.4
M,BE,2005,7.6
M,BG,2005,10.3
M,CH,2005,3.9
M,CY,2005,4.4
M,CZ,2005,6.5
M,DE,2005,11.4
M,DK,2005,4.4
M,EE,2005,9.2
M,EL,2005,6.2
M,ES,2005,7.1
M,FI,2005,8.2
M,FR,2005,8.2
M,HR,2005,11.6
M,HU,2005,7
M,IE,2005,4.6
M,IS,2005,2.6
M,IT,2005,6.2
M,LT,2005,8.1
M,LU,2005,3.5
M,LV,2005,10.1
M,ME,2005,
M,MK,2005,
M,MT,2005,6.3
M,NL,2005,5
M,NO,2005,4.5
M,PL,2005,16.6
M,PT,2005,6.8
M,RO,2005,7.8
M,RS,2005,
M,SE,2005,7.9
M,SI,2005,6.1
M,SK,2005,15.5
M,TR,2005,
M,UK,2005,5.2
T,AT,2005,5.6
T,BE,2005,8.5
T,BG,2005,10.1
T,CH,2005,4.5
T,CY,2005,5.3
T,CZ,2005,7.9
T,DE,2005,11.2
T,DK,2005,4.8
T,EE,2005,8
T,EL,2005,10
T,ES,2005,9.2
T,FI,2005,8.4
T,FR,2005,8.9
T,HR,2005,12.7
T,HU,2005,7.2
T,IE,2005,4.4
T,IS,2005,2.5
T,IT,2005,7.7
T,LT,2005,8.3
T,LU,2005,4.5
T,LV,2005,10
T,ME,2005,
T,MK,2005,
T,MT,2005,6.9
T,NL,2005,5.9
T,NO,2005,4.4
T,PL,2005,17.8
T,PT,2005,7.7
T,RO,2005,7.2
T,RS,2005,
T,SE,2005,7.8
T,SI,2005,6.5
T,SK,2005,16.3
T,TR,2005,
T,UK,2005,4.8
F,AT,2004,5.9
F,BE,2004,8.3
F,BG,2004,11.6
F,CH,2004,4.8
F,CY,2004,5.4
F,CZ,2004,9.7
F,DE,2004,10.1
F,DK,2004,5.4
F,EE,2004,8.8
F,EL,2004,16
F,ES,2004,15
F,FI,2004,10.6
F,FR,2004,10.4
F,HR,2004,15.4
F,HU,2004,5.9
F,IE,2004,3.8
F,IS,2004,2.8
F,IT,2004,10.2
F,LT,2004,11.1
F,LU,2004,7.1
F,LV,2004,12.3
F,ME,2004,
F,MK,2004,
F,MT,2004,8.3
F,NL,2004,5
F,NO,2004,3.9
F,PL,2004,19.8
F,PT,2004,7.3
F,RO,2004,6.2
F,RS,2004,
F,SE,2004,6.2
F,SI,2004,6.4
F,SK,2004,19.6
F,TR,2004,
F,UK,2004,4.2
M,AT,2004,5.8
M,BE,2004,6.6
M,BG,2004,12.4
M,CH,2004,4
M,CY,2004,3.5
M,CZ,2004,7.1
M,DE,2004,11.3
M,DK,2004,5
M,EE,2004,11.6
M,EL,2004,6.4
M,ES,2004,8.3
M,FI,2004,10.2
M,FR,2004,8.5
M,HR,2004,12.4
M,HU,2004,5.8
M,IE,2004,5
M,IS,2004,5.1
M,IT,2004,6.3
M,LT,2004,10.3
M,LU,2004,3.7
M,LV,2004,11.2
M,ME,2004,
M,MK,2004,
M,MT,2004,6.9
M,NL,2004,4.3
M,NO,2004,4.6
M,PL,2004,18.5
M,PT,2004,5.7
M,RO,2004,9
M,RS,2004,
M,SE,2004,7.2
M,SI,2004,5.7
M,SK,2004,17.7
M,TR,2004,
M,UK,2004,4.9
T,AT,2004,5.8
T,BE,2004,7.4
T,BG,2004,12.1
T,CH,2004,4.3
T,CY,2004,4.4
T,CZ,2004,8.2
T,DE,2004,10.7
T,DK,2004,5.2
T,EE,2004,10.2
T,EL,2004,10.3
T,ES,2004,11.1
T,FI,2004,10.4
T,FR,2004,9.4
T,HR,2004,13.7
T,HU,2004,5.8
T,IE,2004,4.5
T,IS,2004,4
T,IT,2004,7.9
T,LT,2004,10.7
T,LU,2004,5.1
T,LV,2004,11.7
T,ME,2004,
T,MK,2004,
T,MT,2004,7.3
T,NL,2004,4.7
T,NO,2004,4.3
T,PL,2004,19.1
T,PT,2004,6.4
T,RO,2004,7.7
T,RS,2004,
T,SE,2004,6.7
T,SI,2004,6
T,SK,2004,18.6
T,TR,2004,
T,UK,2004,4.6
F,AT,2003,4.3
F,BE,2003,8
F,BG,2003,13.2
F,CH,2003,4.5
F,CY,2003,4.6
F,CZ,2003,9.6
F,DE,2003,9.3
F,DK,2003,5.8
F,EE,2003,10.4
F,EL,2003,14.5
F,ES,2003,15.7
F,FI,2003,9.9
F,FR,2003,9.6
F,HR,2003,15.7
F,HU,2003,5.4
F,IE,2003,4
F,IS,2003,4
F,IT,2003,12
F,LT,2003,13.2
F,LU,2003,4.7
F,LV,2003,12
F,ME,2003,
F,MK,2003,
F,MT,2003,9.9
F,NL,2003,3.8
F,NO,2003,4
F,PL,2003,20
F,PT,2003,7.4
F,RO,2003,6.4
F,RS,2003,
F,SE,2003,5
F,SI,2003,7
F,SK,2003,17.3
F,TR,2003,
F,UK,2003,4.1
M,AT,2003,5.1
M,BE,2003,7.5
M,BG,2003,14.3
M,CH,2003,3.8
M,CY,2003,3.8
M,CZ,2003,5.9
M,DE,2003,10.2
M,DK,2003,5.1
M,EE,2003,12.1
M,EL,2003,6
M,ES,2003,8.3
M,FI,2003,11
M,FR,2003,8
M,HR,2003,12.6
M,HU,2003,6.1
M,IE,2003,4.8
M,IS,2003,4
M,IT,2003,6.9
M,LT,2003,12.6
M,LU,2003,3
M,LV,2003,12.1
M,ME,2003,
M,MK,2003,
M,MT,2003,6.4
M,NL,2003,3.4
M,NO,2003,4.5
M,PL,2003,18.9
M,PT,2003,5.3
M,RO,2003,7.4
M,RS,2003,
M,SE,2003,6.1
M,SI,2003,6
M,SK,2003,17
M,TR,2003,
M,UK,2003,5.4
T,AT,2003,4.8
T,BE,2003,7.7
T,BG,2003,13.8
T,CH,2003,4.1
T,CY,2003,4.2
T,CZ,2003,7.6
T,DE,2003,9.8
T,DK,2003,5.4
T,EE,2003,11.3
T,EL,2003,9.4
T,ES,2003,11.3
T,FI,2003,10.5
T,FR,2003,8.8
T,HR,2003,14
T,HU,2003,5.8
T,IE,2003,4.5
T,IS,2003,4
T,IT,2003,8.9
T,LT,2003,12.9
T,LU,2003,3.7
T,LV,2003,12.1
T,ME,2003,
T,MK,2003,
T,MT,2003,7.5
T,NL,2003,3.6
T,NO,2003,4.2
T,PL,2003,19.4
T,PT,2003,6.2
T,RO,2003,6.9
T,RS,2003,
T,SE,2003,5.6
T,SI,2003,6.5
T,SK,2003,17.1
T,TR,2003,
T,UK,2003,4.8
F,AT,2002,4.5
F,BE,2002,7.8
F,BG,2002,17.4
F,CH,2002,3.1
F,CY,2002,4.2
F,CZ,2002,8.6
F,DE,2002,8.2
F,DK,2002,4.3
F,EE,2002,8.7
F,EL,2002,15.4
F,ES,2002,16
F,FI,2002,10.2
F,FR,2002,10.3
F,HR,2002,17.3
F,HU,2002,5.1
F,IE,2002,3.8
F,IS,2002,2.6
F,IT,2002,12.6
F,LT,2002,12.8
F,LU,2002,3.6
F,LV,2002,12.8
F,ME,2002,
F,MK,2002,
F,MT,2002,8.3
F,NL,2002,2.9
F,NO,2002,4.1
F,PL,2002,20.7
F,PT,2002,5.4
F,RO,2002,7.8
F,RS,2002,
F,SE,2002,4.6
F,SI,2002,6.3
F,SK,2002,18.8
F,TR,2002,
F,UK,2002,4.4
M,AT,2002,5.1
M,BE,2002,6.3
M,BG,2002,18.8
M,CH,2002,2.8
M,CY,2002,2.6
M,CZ,2002,5.8
M,DE,2002,8.7
M,DK,2002,4.2
M,EE,2002,11.3
M,EL,2002,6.4
M,ES,2002,7.9
M,FI,2002,10.7
M,FR,2002,8.2
M,HR,2002,13.2
M,HU,2002,6
M,IE,2002,4.6
M,IS,2002,3.3
M,IT,2002,7
M,LT,2002,13.2
M,LU,2002,1.9
M,LV,2002,14.9
M,ME,2002,
M,MK,2002,
M,MT,2002,6.3
M,NL,2002,2.3
M,NO,2002,4
M,PL,2002,19.3
M,PT,2002,3.9
M,RO,2002,8.7
M,RS,2002,
M,SE,2002,5.3
M,SI,2002,5.7
M,SK,2002,18.7
M,TR,2002,
M,UK,2002,5.6
T,AT,2002,4.9
T,BE,2002,6.9
T,BG,2002,18.1
T,CH,2002,2.9
T,CY,2002,3.3
T,CZ,2002,7
T,DE,2002,8.5
T,DK,2002,4.3
T,EE,2002,10
T,EL,2002,10
T,ES,2002,11.2
T,FI,2002,10.4
T,FR,2002,9.2
T,HR,2002,15.1
T,HU,2002,5.6
T,IE,2002,4.2
T,IS,2002,3
T,IT,2002,9.2
T,LT,2002,13
T,LU,2002,2.6
T,LV,2002,13.8
T,ME,2002,
T,MK,2002,
T,MT,2002,6.9
T,NL,2002,2.6
T,NO,2002,4
T,PL,2002,20
T,PT,2002,4.6
T,RO,2002,8.3
T,RS,2002,
T,SE,2002,5
T,SI,2002,6
T,SK,2002,18.7
T,TR,2002,
T,UK,2002,5
F,AT,2001,4.1
F,BE,2001,6.9
F,BG,2001,18.9
F,CH,2001,3.5
F,CY,2001,5.7
F,CZ,2001,9.6
F,DE,2001,7.8
F,DK,2001,4.8
F,EE,2001,13.2
F,EL,2001,15.9
F,ES,2001,15
F,FI,2001,10.8
F,FR,2001,11
F,HR,2001,
F,HU,2001,4.9
F,IE,2001,3.6
F,IS,2001,2.2
F,IT,2001,13.1
F,LT,2001,14.1
F,LU,2001,2.2
F,LV,2001,12.5
F,ME,2001,
F,MK,2001,
F,MT,2001,8.1
F,NL,2001,2.5
F,NO,2001,3.6
F,PL,2001,20.1
F,PT,2001,5
F,RO,2001,6.2
F,RS,2001,
F,SE,2001,4.4
F,SI,2001,6
F,SK,2001,18.6
F,TR,2001,
F,UK,2001,4.1
M,AT,2001,3.9
M,BE,2001,5.6
M,BG,2001,20.9
M,CH,2001,1.7
M,CY,2001,2.6
M,CZ,2001,6.7
M,DE,2001,7.8
M,DK,2001,3.6
M,EE,2001,13
M,EL,2001,6.9
M,ES,2001,7.3
M,FI,2001,9.9
M,FR,2001,7.5
M,HR,2001,
M,HU,2001,6.3
M,IE,2001,3.8
M,IS,2001,1.6
M,IT,2001,7.4
M,LT,2001,19.6
M,LU,2001,1.6
M,LV,2001,15.1
M,ME,2001,
M,MK,2001,
M,MT,2001,6.7
M,NL,2001,1.8
M,NO,2001,3.8
M,PL,2001,17
M,PT,2001,2.9
M,RO,2001,7.2
M,RS,2001,
M,SE,2001,5
M,SI,2001,5.4
M,SK,2001,20.1
M,TR,2001,
M,UK,2001,5.2
T,AT,2001,4
T,BE,2001,6.2
T,BG,2001,19.9
T,CH,2001,2.5
T,CY,2001,4
T,CZ,2001,8
T,DE,2001,7.8
T,DK,2001,4.2
T,EE,2001,13.1
T,EL,2001,10.5
T,ES,2001,10.4
T,FI,2001,10.3
T,FR,2001,9.1
T,HR,2001,
T,HU,2001,5.7
T,IE,2001,3.7
T,IS,2001,1.9
T,IT,2001,9.6
T,LT,2001,16.9
T,LU,2001,1.8
T,LV,2001,13.9
T,ME,2001,
T,MK,2001,
T,MT,2001,7.1
T,NL,2001,2.1
T,NO,2001,3.7
T,PL,2001,18.4
T,PT,2001,3.9
T,RO,2001,6.7
T,RS,2001,
T,SE,2001,4.7
T,SI,2001,5.7
T,SK,2001,19.4
T,TR,2001,
T,UK,2001,4.7
F,AT,2000,4.6
F,BE,2000,8.3
F,BG,2000,15.8
F,CH,2000,3.1
F,CY,2000,7.3
F,CZ,2000,10.5
F,DE,2000,8.3
F,DK,2000,5
F,EE,2000,11.6
F,EL,2000,17
F,ES,2000,20.3
F,FI,2000,12
F,FR,2000,12.2
F,HR,2000,
F,HU,2000,5.8
F,IE,2000,4.3
F,IS,2000,2.6
F,IT,2000,14.9
F,LT,2000,13.7
F,LU,2000,3.1
F,LV,2000,13.4
F,ME,2000,
F,MK,2000,
F,MT,2000,6.5
F,NL,2000,3.5
F,NO,2000,3.3
F,PL,2000,18.4
F,PT,2000,4.8
F,RO,2000,6.6
F,RS,2000,
F,SE,2000,5
F,SI,2000,7.1
F,SK,2000,18.6
F,TR,2000,
F,UK,2000,4.9
M,AT,2000,4.8
M,BE,2000,5.3
M,BG,2000,16.6
M,CH,2000,2.3
M,CY,2000,3.2
M,CZ,2000,7.3
M,DE,2000,7.7
M,DK,2000,4
M,EE,2000,15
M,EL,2000,7.4
M,ES,2000,9.5
M,FI,2000,10.3
M,FR,2000,8.5
M,HR,2000,
M,HU,2000,7.2
M,IE,2000,4.4
M,IS,2000,1.3
M,IT,2000,8.3
M,LT,2000,18.3
M,LU,2000,1.8
M,LV,2000,15
M,ME,2000,
M,MK,2000,
M,MT,2000,6.2
M,NL,2000,2.2
M,NO,2000,3.6
M,PL,2000,14.6
M,PT,2000,3.1
M,RO,2000,7.7
M,RS,2000,
M,SE,2000,5.9
M,SI,2000,6.8
M,SK,2000,19.4
M,TR,2000,
M,UK,2000,6.2
T,AT,2000,4.7
T,BE,2000,6.6
T,BG,2000,16.2
T,CH,2000,2.7
T,CY,2000,5
T,CZ,2000,8.8
T,DE,2000,7.9
T,DK,2000,4.5
T,EE,2000,13.4
T,EL,2000,11.3
T,ES,2000,13.8
T,FI,2000,11.1
T,FR,2000,10.2
T,HR,2000,
T,HU,2000,6.6
T,IE,2000,4.3
T,IS,2000,1.9
T,IT,2000,10.9
T,LT,2000,16
T,LU,2000,2.3
T,LV,2000,14.2
T,ME,2000,
T,MK,2000,
T,MT,2000,6.3
T,NL,2000,2.7
T,NO,2000,3.5
T,PL,2000,16.4
T,PT,2000,3.9
T,RO,2000,7.1
T,RS,2000,
T,SE,2000,5.5
T,SI,2000,6.9
T,SK,2000,19.1
T,TR,2000,
T,UK,2000,5.6
F,AT,1999,4.8
F,BE,1999,10.2
F,BG,1999,
F,CH,1999,3.6
F,CY,1999,
F,CZ,1999,10.1
F,DE,1999,9.2
F,DK,1999,5.9
F,EE,1999,10.2
F,EL,1999,18.2
F,ES,1999,22.8
F,FI,1999,12.4
F,FR,1999,13.9
F,HR,1999,
F,HU,1999,6.2
F,IE,1999,5.6
F,IS,1999,2.8
F,IT,1999,16.3
F,LT,1999,12.1
F,LU,1999,3.3
F,LV,1999,13.4
F,ME,1999,
F,MK,1999,
F,MT,1999,
F,NL,1999,4.9
F,NO,1999,3.2
F,PL,1999,13.2
F,PT,1999,5.1
F,RO,1999,5.7
F,RS,1999,
F,SE,1999,6.9
F,SI,1999,7.5
F,SK,1999,15.9
F,TR,1999,
F,UK,1999,5.2
M,AT,1999,4.7
M,BE,1999,7.5
M,BG,1999,
M,CH,1999,2.8
M,CY,1999,
M,CZ,1999,7.2
M,DE,1999,8.6
M,DK,1999,4.5
M,EE,1999,12.9
M,EL,1999,7.7
M,ES,1999,10.8
M,FI,1999,11
M,FR,1999,10.4
M,HR,1999,
M,HU,1999,7.5
M,IE,1999,6
M,IS,1999,1.6
M,IT,1999,8.9
M,LT,1999,14.7
M,LU,1999,1.8
M,LV,1999,14.2
M,ME,1999,
M,MK,1999,
M,MT,1999,
M,NL,1999,2.7
M,NO,1999,3.3
M,PL,1999,11.6
M,PT,1999,4.2
M,RO,1999,7
M,RS,1999,
M,SE,1999,8.3
M,SI,1999,7.2
M,SK,1999,16
M,TR,1999,
M,UK,1999,6.8
T,AT,1999,4.7
T,BE,1999,8.7
T,BG,1999,
T,CH,1999,3.1
T,CY,1999,
T,CZ,1999,8.5
T,DE,1999,8.9
T,DK,1999,5.1
T,EE,1999,11.6
T,EL,1999,11.9
T,ES,1999,15.5
T,FI,1999,11.7
T,FR,1999,12
T,HR,1999,
T,HU,1999,6.9
T,IE,1999,5.8
T,IS,1999,2.2
T,IT,1999,11.7
T,LT,1999,13.4
T,LU,1999,2.4
T,LV,1999,13.8
T,ME,1999,
T,MK,1999,
T,MT,1999,
T,NL,1999,3.6
T,NO,1999,3.2
T,PL,1999,12.3
T,PT,1999,4.6
T,RO,1999,6.4
T,RS,1999,
T,SE,1999,7.6
T,SI,1999,7.4
T,SK,1999,15.9
T,TR,1999,
T,UK,1999,6.1
