index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
1864,FF,2008-06-25,94.6,,,Randy Johnson,120903,116615,strikeout,swinging_strike,,,,,12,Manny Ramirez strikes out swinging.,R,R,L,BOS,ARI,S,2.0,,1,2,2008,1.2196383333333332,1.153883333333333,0.275,3.823,,,,0,6,Bot,,,,,,,080625_204448,-7.911,-137.532,-1.651,18.099,37.796,-19.681,3.275,1.581,,,,,,,234924,116615,,,,,,,,,,,,0.0,,0.0,0.0,,42,4,4-Seam Fastball,1,0,1,0,0,1,1,0,,
1896,FF,2008-08-01,94.5,,,Randy Johnson,407556,116615,,foul,,,,,3,,R,R,L,LAD,ARI,S,,,1,2,2008,1.1401741666666667,1.7287933333333332,0.339,3.271,,,425766.0,1,5,Bot,,,,,,,080801_205629,-7.182,-137.372,-5.292,17.256,33.45,-11.935,3.38,1.5,,,,,,,235388,116615,,,,,,,,,,,,,,,,,36,6,4-Seam Fastball,0,0,0,0,0,0,0,0,,
1898,FF,2008-08-01,94.5,,,Randy Johnson,407556,116615,,foul,,,,,2,,R,R,L,LAD,ARI,S,,,1,0,2008,1.2382866666666668,1.83529,-0.141,3.38,,,,1,3,Bot,,,,,,,080801_201843,-9.132,-137.302,-4.713,18.408,35.867,-10.74,3.38,1.5,,,,,,,235388,116615,,,,,,,,,,,,,,,,,19,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
1904,FF,2008-06-20,94.5,,,Randy Johnson,408045,116615,,called_strike,,,,,1,,R,L,L,MIN,ARI,S,,,0,1,2008,1.0094966666666667,1.41131,-0.673,3.108,,,,2,1,Bot,,,,,,,080620_192610,-8.418,-137.292,-4.675,15.188,38.384,-16.424,3.44,1.72,,,,,,,234859,116615,,,,,,,,,,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
1916,FF,2008-08-12,94.5,,,Randy Johnson,425547,116615,,called_strike,,,,,1,,R,L,L,COL,ARI,S,,,0,1,2008,1.00894,1.02517,-0.726,2.92,,,,2,4,Bot,,,,,,,080812_201153,-9.936,-137.146,-5.278,15.559,30.835,-21.155,3.4,1.53,,,,,,,235536,116615,,,,,,,,,,,,,,,,,33,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,
1924,FF,2008-06-25,94.5,,,Randy Johnson,150061,116615,,ball,,,,,12,,R,R,L,BOS,ARI,B,,,1,2,2008,1.2030775,1.0392166666666665,1.142,4.434,,,,0,5,Bot,,,,,,,080625_202907,-5.602,-137.493,-0.1,17.683,40.591,-21.291,3.152,1.655,,,,,,,234924,116615,,,,,,,,,,,,,,,,,35,4,4-Seam Fastball,1,0,1,0,0,1,1,0,,
1934,FT,2008-08-06,94.5,,,Randy Johnson,114909,116615,,foul,,,,,5,,R,R,L,ARI,PIT,S,,,0,2,2008,1.3998591666666669,1.62115,-0.107,2.667,,,,0,1,Top,,,,,,,080806_124040,-8.945,-137.163,-6.692,20.819,32.0,-13.322,3.586,1.713,,,,,,,235470,116615,,,,,,,,,,,,,,,,,1,3,2-Seam Fastball,0,0,0,0,0,0,0,0,,
1940,FF,2008-05-06,94.5,,,Randy Johnson,400120,116615,,called_strike,,,,,11,,R,R,L,ARI,PHI,S,,,0,0,2008,0.583925,1.5232533333333331,-0.84,2.66,,,150268.0,2,2,Top,,,,,,,080506_190410,-7.444,-137.282,-6.116,9.562,36.975,-14.892,3.19,1.47,,,,,,,234252,116615,,,,,,,,,,,,,,,,,13,1,4-Seam Fastball,1,0,0,1,0,1,0,1,,
1950,FT,2008-05-13,94.5,,,Randy Johnson,407812,116615,,ball,,,,,13,,R,R,L,ARI,COL,B,,,0,2,2008,1.239121666666667,1.15589,-1.504,2.414,,,425549.0,2,3,Top,,,,,,,080513_192856,-9.8,-137.158,-5.563,18.359,36.102,-19.655,3.24,1.71,,,,,,,234345,116615,,,,,,,,,,,,,,,,,26,4,2-Seam Fastball,6,1,1,6,1,6,1,6,,
1962,FF,2008-04-25,94.5,,,Randy Johnson,450260,116615,,swinging_strike,,,,,5,,R,R,L,SD,ARI,S,,,2,1,2008,1.1092791666666668,1.9850733333333332,0.052,2.568,,,,1,4,Bot,,,,,,,080425_200229,-6.656,-137.301,-7.805,16.365,40.949,-9.212,3.6,1.56,,,,,,,234099,116615,,,,,,,,,,,,,,,,,33,4,4-Seam Fastball,0,5,0,5,5,0,0,5,,
1963,FF,2008-04-25,94.5,,,Randy Johnson,112316,116615,,foul,,,,,2,,R,R,L,SD,ARI,S,,,0,0,2008,0.9923791666666668,1.7009866666666669,0.019,3.348,425867.0,408311.0,450825.0,2,4,Bot,,,,,,,080425_201223,-6.885,-137.439,-4.574,14.854,40.99,-12.814,4.02,1.77,,,,,,,234099,116615,,,,,,,,,,,,,,,,,38,1,4-Seam Fastball,1,5,1,5,5,1,1,5,,
1965,FF,2008-04-25,94.5,,,Randy Johnson,450825,116615,,ball,,,,,11,,R,R,L,SD,ARI,B,,,0,0,2008,1.1229175,2.02277,-0.561,3.656,450260.0,425867.0,408311.0,2,4,Bot,,,,,,,080425_201035,-8.779,-137.205,-4.756,16.651,38.774,-8.579,3.38,1.5,,,,,,,234099,116615,,,,,,,,,,,,,,,,,37,1,4-Seam Fastball,0,5,0,5,5,0,0,5,,
1980,FF,2008-05-06,94.4,,,Randy Johnson,400284,116615,,called_strike,,,,,11,,R,L,L,ARI,PHI,S,,,1,1,2008,0.6425141666666666,1.6214366666666669,-0.859,2.56,,,,2,1,Top,,,,,,,080506_184243,-7.495,-137.089,-6.445,10.349,36.023,-13.609,3.41,1.66,,,,,,,234252,116615,,,,,,,,,,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
1987,FT,2008-08-17,94.4,,,Randy Johnson,150398,116615,field_out,hit_into_play,,,,,2,Geoff Blum flies out to left fielder Adam Dunn in foul territory.,R,R,L,HOU,ARI,X,7.0,fly_ball,0,1,2008,1.2381475,1.0941133333333333,-0.219,3.553,,204020.0,421064.0,2,5,Bot,65.26,147.59,,,,,080817_144330,-9.398,-137.119,-2.844,18.383,35.36,-20.436,3.644,1.822,,,,,,,235610,116615,,,,,,,,,,,,0.0,,0.0,0.0,,40,2,2-Seam Fastball,3,0,3,0,0,3,3,0,,
2021,FT,2008-07-21,94.4,,,Randy Johnson,136660,116615,field_out,hit_into_play,,,,,8,Mark DeRosa flies out to center fielder Chris Young.,R,R,L,ARI,CHC,X,8.0,fly_ball,2,2,2008,1.4140541666666668,1.3552666666666668,-0.226,1.784,,,,2,7,Top,128.51,63.25,,,,,080721_201844,-9.632,-136.997,-7.272,20.818,33.865,-16.977,3.588,1.787,,,,,,,235241,116615,,,,,,,,,,,,0.0,,0.0,0.0,,44,5,2-Seam Fastball,1,0,0,1,0,1,0,1,,
2023,FF,2008-05-18,94.4,,,Randy Johnson,430605,116615,double,hit_into_play_no_out,,,,,11,Ryan Raburn doubles (3) on a line drive to left fielder Eric Byrnes.,R,R,L,ARI,DET,X,,line_drive,2,2,2008,0.9388,1.5365833333333332,-1.023,2.445,,,,2,2,Top,50.2,106.43,,,,,080518_132427,-8.187,-137.083,-6.421,14.352,35.348,-14.673,3.264,1.432,,,,,,,234417,116615,,,,,,,,,,,,1.25,,1.0,1.0,,10,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2035,FT,2008-08-27,94.4,,,Randy Johnson,425506,116615,field_out,hit_into_play,,,,,3,"Jody Gerut grounds out, second baseman Chris Burke to first baseman Chad Tracy.",R,L,L,SD,ARI,X,4.0,ground_ball,2,2,2008,1.2434358333333333,1.0175733333333332,0.669,3.231,,,,1,2,Bot,145.58,149.6,,,,,080827_130148,-6.529,-137.302,-3.072,18.596,34.059,-21.351,3.882,1.523,,,,,,,235742,116615,,,,,,,,,,,,0.0,,0.0,0.0,,11,6,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2038,FT,2008-06-25,94.4,,,Randy Johnson,456030,116615,,blocked_ball,,,,,13,,R,R,L,BOS,ARI,B,,,1,1,2008,1.5337375,1.5856033333333333,-2.114,1.395,150061.0,,,1,5,Bot,,,,,,,080625_203439,-13.75,-136.515,-9.106,21.637,41.484,-14.604,3.293,1.561,,,,,,,234924,116615,,,,,,,,,,,,,,,,,37,3,2-Seam Fastball,1,0,1,0,0,1,1,0,,
2040,FT,2008-07-21,94.4,,,Randy Johnson,136660,116615,,ball,,,,,13,,R,R,L,ARI,CHC,B,,,1,2,2008,1.4041733333333333,1.3436566666666667,-1.44,2.385,,,,2,7,Top,,,,,,,080721_201821,-12.492,-136.819,-5.859,20.655,33.45,-17.151,3.588,1.787,,,,,,,235241,116615,,,,,,,,,,,,,,,,,44,4,2-Seam Fastball,1,0,0,1,0,1,0,1,,
2042,FF,2008-06-25,94.4,,,Randy Johnson,150061,116615,,ball,,,,,11,,R,R,L,BOS,ARI,B,,,0,1,2008,1.2597183333333333,1.5866066666666667,-0.172,4.182,424825.0,,,2,2,Bot,,,,,,,080625_193630,-8.638,-137.249,-2.551,18.626,36.662,-14.058,3.152,1.655,,,,,,,234924,116615,,,,,,,,,,,,,,,,,15,2,4-Seam Fastball,1,0,1,0,0,1,1,0,,
2056,FF,2008-06-25,94.4,,,Randy Johnson,150061,116615,,ball,,,,,12,,R,R,L,BOS,ARI,B,,,2,2,2008,1.0566741666666668,1.1118866666666665,0.557,4.819,424825.0,,,2,2,Bot,,,,,,,080625_193801,-7.172,-137.33,0.862,15.815,38.572,-20.3,3.152,1.655,,,,,,,234924,116615,,,,,,,,,,,,,,,,,15,6,4-Seam Fastball,1,0,1,0,0,1,1,0,,
2064,FF,2008-08-01,94.4,,,Randy Johnson,407556,116615,,foul,,,,,2,,R,R,L,LAD,ARI,S,,,2,1,2008,0.901225,1.913263333333333,0.206,3.008,,,,1,3,Bot,,,,,,,080801_201930,-6.846,-137.24,-5.724,13.733,38.373,-9.947,3.38,1.5,,,,,,,235388,116615,,,,,,,,,,,,,,,,,19,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2067,FT,2008-08-27,94.3,,,Randy Johnson,425506,116615,,ball,,,,,13,,R,L,L,SD,ARI,B,,,1,2,2008,1.2673725,1.19373,-1.742,2.475,,,,1,2,Bot,,,,,,,080827_130108,-11.916,-136.734,-5.381,18.593,36.312,-19.262,3.882,1.523,,,,,,,235742,116615,,,,,,,,,,,,,,,,,11,4,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2075,FF,2008-08-27,94.3,,,Randy Johnson,453527,116615,,foul,,,,,4,,R,R,L,SD,ARI,S,,,2,1,2008,1.0861775,1.2279866666666663,-0.295,2.645,,,,1,7,Bot,,,,,,,080827_145105,-8.603,-136.939,-5.274,16.278,35.614,-18.741,3.519,1.266,,,,,,,235742,116615,,,,,,,,,,,,,,,,,57,4,4-Seam Fastball,3,4,3,4,4,3,3,4,,
2088,FF,2008-08-12,94.3,,,Randy Johnson,407812,116615,,foul,,,,,11,,R,R,L,COL,ARI,S,,,3,2,2008,0.8601708333333332,1.0949733333333331,-0.277,3.576,,,,0,6,Bot,,,,,,,080812_205336,-8.638,-137.017,-3.721,13.528,30.227,-20.228,3.34,1.71,,,,,,,235536,116615,,,,,,,,,,,,,,,,,51,8,4-Seam Fastball,2,4,2,4,4,2,2,4,,
2090,FT,2008-08-06,94.3,,,Randy Johnson,456665,116615,,ball,,,,,11,,R,R,L,ARI,PIT,B,,,1,2,2008,1.5180116666666668,1.49215,-1.128,2.621,,,,2,2,Top,,,,,,,080806_125807,-11.733,-136.68,-5.942,22.36,30.647,-15.078,3.329,1.674,,,,,,,235470,116615,,,,,,,,,,,,,,,,,9,4,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2098,FT,2008-08-17,94.3,,,Randy Johnson,204020,116615,,ball,,,,,11,,R,R,L,HOU,ARI,B,,,0,1,2008,1.24942,0.84285,-1.639,3.18,,117928.0,123173.0,1,1,Bot,,,,,,,080817_133702,-12.845,-136.726,-3.524,18.635,32.074,-23.668,3.613,1.67,,,,,,,235610,116615,,,,,,,,,,,,,,,,,7,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2102,FF,2008-08-27,94.3,,,Randy Johnson,425506,116615,single,hit_into_play_no_out,,,,,5,Jody Gerut singles on a line drive to right fielder Adam Dunn.,R,L,L,SD,ARI,X,,line_drive,1,1,2008,1.1758008333333332,1.3005133333333332,-0.027,2.843,,,,2,4,Bot,181.73,83.33,,,,,080827_134050,-8.257,-137.033,-4.463,17.542,35.002,-17.745,3.882,1.523,,,,,,,235742,116615,,,,,,,,,,,,0.9,,1.0,0.0,,28,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2104,FF,2008-06-25,94.3,,,Randy Johnson,120903,116615,,ball,,,,,12,,R,R,L,BOS,ARI,B,,,1,2,2008,0.8217608333333332,1.5878966666666667,1.777,2.592,,,456030.0,1,3,Bot,,,,,,,080625_195831,-2.993,-137.118,-6.361,12.681,37.692,-14.146,3.275,1.581,,,,,,,234924,116615,,,,,,,,,,,,,,,,,23,4,4-Seam Fastball,1,0,1,0,0,1,1,0,,
2112,FT,2008-06-25,94.3,,,Randy Johnson,456030,116615,,called_strike,,,,,7,,R,R,L,BOS,ARI,S,,,0,0,2008,1.3929008333333333,1.52354,-0.501,1.934,,150061.0,,1,5,Bot,,,,,,,080625_203303,-9.768,-136.724,-7.941,20.059,39.029,-15.174,3.293,1.561,,,,,,,234924,116615,,,,,,,,,,,,,,,,,37,1,2-Seam Fastball,1,0,1,0,0,1,1,0,,
2119,FF,2008-04-25,94.3,,,Randy Johnson,450260,116615,,foul,,,,,6,,R,R,L,SD,ARI,S,,,2,2,2008,0.812715,1.7189033333333332,0.82,2.892,,,,1,4,Bot,,,,,,,080425_200250,-4.185,-137.103,-5.92,12.247,44.419,-12.94,3.6,1.56,,,,,,,234099,116615,,,,,,,,,,,,,,,,,33,5,4-Seam Fastball,0,5,0,5,5,0,0,5,,
2121,FT,2008-04-25,94.3,,,Randy Johnson,150116,116615,,ball,,,,,1,,R,L,L,SD,ARI,B,,,0,1,2008,1.3057825,1.7395433333333332,-0.307,3.32,,,,1,3,Bot,,,,,,,080425_194508,-8.221,-136.963,-5.074,18.823,41.39,-12.504,3.825,1.583,,,,,,,234099,116615,,,,,,,,,,,,,,,,,24,2,2-Seam Fastball,0,5,0,5,5,0,0,5,,
2122,FT,2008-06-25,94.3,,,Randy Johnson,408211,116615,,foul,,,,,2,,R,R,L,BOS,ARI,S,,,1,2,2008,1.3249875,1.3314733333333333,-0.144,2.883,136780.0,424825.0,,0,2,Bot,,,,,,,080625_193309,-9.079,-136.929,-4.82,19.307,37.944,-17.522,3.051,1.575,,,,,,,234924,116615,,,,,,,,,,,,,,,,,13,4,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2123,FT,2008-04-25,94.3,,,Randy Johnson,430668,116615,,foul,,,,,8,,R,R,L,SD,ARI,S,,,1,1,2008,1.4986675,1.87829,-0.033,1.875,,,114789.0,2,3,Bot,,,,,,,080425_194859,-7.637,-136.799,-8.826,21.287,41.439,-10.802,3.46,1.47,,,,,,,234099,116615,,,,,,,,,,,,,,,,,26,3,2-Seam Fastball,0,5,0,5,5,0,0,5,,
2141,FT,2008-07-06,94.3,,,Randy Johnson,425904,116615,,ball,,,,,11,,R,R,L,ARI,SD,B,,,1,2,2008,1.3425225,1.3582766666666668,-1.21,3.59,,,,2,2,Top,,,,,,,080706_133926,-11.624,-136.819,-3.954,20.082,29.834,-16.763,3.197,1.627,,,,,,,235089,116615,,,,,,,,,,,,,,,,,11,4,2-Seam Fastball,0,1,1,0,1,0,1,0,,
2143,FT,2008-07-21,94.3,,,Randy Johnson,117601,116615,field_out,hit_into_play,,,,,6,Derrek Lee flies out to center fielder Chris Young.,R,R,L,ARI,CHC,X,8.0,fly_ball,3,2,2008,1.3759225,1.3959733333333333,0.377,2.656,,,407862.0,2,6,Top,147.59,69.28,,,,,080721_200250,-8.003,-136.97,-6.013,20.417,32.175,-16.357,3.664,1.86,,,,,,,235241,116615,,,,,,,,,,,,0.0,,0.0,0.0,,37,6,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2149,FF,2008-04-25,94.3,,,Randy Johnson,430668,116615,strikeout,swinging_strike,,,,,12,Scott Hairston strikes out swinging.,R,R,L,SD,ARI,S,2.0,,1,2,2008,1.2416266666666669,1.5754266666666668,1.14,3.78,,,114789.0,2,3,Bot,,,,,,,080425_194925,-4.991,-137.26,-3.262,18.069,41.419,-14.507,3.46,1.47,,,,,,,234099,116615,,,,,,,,,,,,0.0,,0.0,0.0,,26,4,4-Seam Fastball,0,5,0,5,5,0,0,5,,
2158,FT,2008-06-25,94.3,,,Randy Johnson,408211,116615,strikeout,swinging_strike,,,,,12,Kevin Cash strikes out swinging.,R,R,L,BOS,ARI,S,2.0,,0,2,2008,1.3791233333333333,1.2787266666666663,0.78,3.805,,,,1,4,Bot,,,,,,,080625_201344,-6.679,-137.229,-2.329,20.103,38.238,-18.148,3.051,1.575,,,,,,,234924,116615,,,,,,,,,,,,0.0,,0.0,0.0,,29,3,2-Seam Fastball,1,0,1,0,0,1,1,0,,
2197,FF,2008-08-12,94.2,,,Randy Johnson,453064,116615,field_out,hit_into_play,,,,,11,Troy Tulowitzki flies out to left fielder Conor Jackson.,R,R,L,COL,ARI,X,7.0,fly_ball,0,0,2008,0.9481241666666664,1.10859,-0.595,3.35,,425549.0,434622.0,2,5,Bot,81.33,65.26,,,,,080812_203135,-9.725,-136.838,-4.219,14.728,29.447,-20.049,3.166,1.527,,,,,,,235536,116615,,,,,,,,,,,,0.0,,0.0,0.0,,43,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,
2220,FF,2008-06-25,94.2,,,Randy Johnson,424825,116615,,swinging_strike,,,,,5,,R,R,L,BOS,ARI,S,,,0,1,2008,1.0658591666666668,1.4174733333333331,0.021,2.373,,,136780.0,0,2,Bot,,,,,,,080625_193101,-8.007,-136.806,-6.931,16.035,34.496,-16.25,3.056,1.461,,,,,,,234924,116615,,,,,,,,,,,,,,,,,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2221,FF,2008-05-06,94.2,,,Randy Johnson,150029,116615,field_out,hit_into_play,,,,,1,Jayson Werth pops out to shortstop Stephen Drew.,R,R,L,ARI,PHI,X,6.0,popup,2,2,2008,0.4560308333333333,1.4614766666666668,-0.748,3.094,,,,1,2,Top,115.46,137.55,,,,,080506_190111,-6.566,-136.91,-4.643,7.856,35.009,-15.678,3.57,1.737,,,,,,,234252,116615,,,,,,,,,,,,0.0,,0.0,0.0,,11,5,4-Seam Fastball,1,0,0,1,0,1,0,1,,
2230,FF,2008-08-27,94.2,,,Randy Johnson,452989,116615,,ball,,,,,12,,R,R,L,SD,ARI,B,,,0,2,2008,0.9560566666666668,1.0300433333333332,0.437,4.214,,,,2,2,Bot,,,,,,,080827_130254,-6.777,-137.076,-0.172,14.558,35.829,-21.298,3.684,1.718,,,,,,,235742,116615,,,,,,,,,,,,,,,,,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2231,FF,2008-06-03,94.2,,,Randy Johnson,429666,116615,,ball,,,,,11,,R,R,L,MIL,ARI,B,,,1,2,2008,1.1418441666666668,1.36358,-1.499,2.628,,430611.0,,2,2,Bot,,,,,,,080603_193345,-11.879,-136.558,-5.483,16.85,36.684,-17.133,3.171,1.67,,,,,,,234633,116615,,,,,,,,,,,,,,,,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2233,FF,2008-05-06,94.2,,,Randy Johnson,400120,116615,,called_strike,,,,,11,,R,R,L,ARI,PHI,S,,,0,1,2008,0.5136458333333332,1.69769,-1.13,2.425,,,150268.0,2,2,Top,,,,,,,080506_190425,-7.475,-136.766,-7.1,8.562,36.509,-12.756,3.19,1.47,,,,,,,234252,116615,,,,,,,,,,,,,,,,,13,2,4-Seam Fastball,1,0,0,1,0,1,0,1,,
2259,FT,2008-04-25,94.2,,,Randy Johnson,114789,116615,,foul,,,,,5,,R,L,L,SD,ARI,S,,,2,0,2008,1.289639166666667,1.5469033333333333,0.215,2.655,,,,2,3,Bot,,,,,,,080425_194649,-6.761,-136.959,-6.21,18.459,43.542,-15.095,3.36,1.57,,,,,,,234099,116615,,,,,,,,,,,,,,,,,25,3,2-Seam Fastball,0,5,0,5,5,0,0,5,,
2272,FF,2008-06-03,94.1,,,Randy Johnson,407849,116615,,ball,,,,,11,,R,R,L,MIL,ARI,B,,,0,1,2008,1.123335,1.6437966666666668,-1.518,2.919,,,,2,4,Bot,,,,,,,080603_201041,-11.309,-136.504,-5.629,16.501,38.143,-13.644,3.38,1.5,,,,,,,234633,116615,,,,,,,,,,,,,,,,,31,2,4-Seam Fastball,0,1,0,1,1,0,0,1,,
2274,FF,2008-05-06,94.1,,,Randy Johnson,150100,116615,,foul,,,,,1,,R,R,L,ARI,PHI,S,,,0,0,2008,0.7093141666666666,1.4623366666666668,-0.602,3.332,,,,2,3,Top,,,,,,,080506_192358,-6.614,-136.756,-4.278,11.229,34.894,-15.702,3.42,1.769,,,,,,,234252,116615,,,,,,,,,,,,,,,,,23,1,4-Seam Fastball,1,2,2,1,2,1,2,1,,
2276,FF,2008-05-06,94.1,,,Randy Johnson,150268,116615,,swinging_strike,,,,,12,,R,R,L,ARI,PHI,S,,,0,1,2008,1.0904916666666669,1.5744233333333333,0.567,3.774,,,150029.0,0,4,Top,,,,,,,080506_193507,-4.334,-136.887,-3.911,16.382,34.593,-14.189,3.256,1.5,,,,,,,234252,116615,,,,,,,,,,,,,,,,,28,2,4-Seam Fastball,1,2,2,1,2,1,2,1,,
2277,FT,2008-08-01,94.1,,,Randy Johnson,407556,116615,,called_strike,,,,,1,,R,R,L,LAD,ARI,S,,,0,1,2008,1.3017466666666668,1.5215333333333332,-0.508,2.939,,,425766.0,1,5,Bot,,,,,,,080801_205411,-9.585,-136.667,-5.269,19.115,35.087,-14.969,3.38,1.5,,,,,,,235388,116615,,,,,,,,,,,,,,,,,36,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2285,FF,2008-08-12,94.1,,,Randy Johnson,434622,116615,,foul,,,,,3,,R,R,L,COL,ARI,S,,,0,0,2008,0.9552216666666667,1.3187166666666668,0.43,3.714,,456655.0,,2,2,Bot,,,,,,,080812_194037,-7.58,-136.774,-4.133,14.741,30.752,-17.346,4.33,1.83,,,,,,,235536,116615,,,,,,,,,,,,,,,,,18,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,
2291,FF,2008-08-01,94.1,,,Randy Johnson,232694,116615,,ball,,,,,13,,R,R,L,LAD,ARI,B,,,2,2,2008,1.1835941666666667,1.7805366666666669,-1.741,1.773,,461314.0,,0,6,Bot,,,,,,,080801_212009,-12.064,-136.19,-9.04,17.398,35.096,-11.776,3.38,1.5,,,,,,,235388,116615,,,,,,,,,,,,,,,,,43,5,4-Seam Fastball,1,0,1,0,0,1,1,0,,
2297,FT,2008-08-27,94.1,,,Randy Johnson,425904,116615,field_out,hit_into_play,,,,,4,Luis Rodriguez flies out to left fielder Conor Jackson.,R,R,L,SD,ARI,X,7.0,fly_ball,1,0,2008,1.3977716666666669,1.5576533333333331,-0.823,2.456,,,,1,1,Bot,26.1,103.41,,,,,080827_124658,-10.602,-136.481,-6.133,20.191,37.012,-14.679,3.505,1.457,,,,,,,235742,116615,,,,,,,,,,,,0.0,,0.0,0.0,,5,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2307,FF,2008-08-27,94.1,,,Randy Johnson,425904,116615,strikeout,swinging_strike,,,,,11,Luis Rodriguez strikes out swinging.,R,R,L,SD,ARI,S,2.0,,0,2,2008,0.9773491666666668,1.0256,-0.485,3.86,,460026.0,430668.0,2,3,Bot,,,,,,,080827_132338,-9.083,-136.787,-1.717,14.835,34.654,-21.36,3.562,1.554,,,,,,,235742,116615,,,,,,,,,,,,0.0,,0.0,0.0,,21,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2310,FF,2008-04-25,94.1,,,Randy Johnson,430668,116615,,ball,,,,,11,,R,R,L,SD,ARI,B,,,0,1,2008,1.1638325,1.9081033333333333,-0.852,3.373,,,,1,1,Bot,,,,,,,080425_191556,-8.727,-136.617,-5.781,17.055,38.323,-10.238,3.46,1.47,,,,,,,234099,116615,,,,,,,,,,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
2323,FF,2008-06-20,94.1,,,Randy Johnson,430321,116615,,ball,,,,,11,,R,R,L,MIN,ARI,B,,,1,1,2008,1.2643108333333333,1.6149866666666668,-1.406,2.666,,408045.0,407155.0,2,8,Bot,,,,,,,080620_211826,-10.784,-136.484,-6.867,18.263,39.451,-14.106,3.38,1.399,,,,,,,234859,116615,,,,,,,,,,,,,,,,,67,3,4-Seam Fastball,7,2,7,2,2,7,7,2,,
2334,FT,2008-07-27,94.1,,,Randy Johnson,425489,116615,field_out,hit_into_play,,,,,11,Jose Castillo flies out to right fielder Chris Burke.,R,R,L,SF,ARI,X,9.0,fly_ball,3,2,2008,1.6317108333333332,1.1750966666666665,-0.891,2.965,,,110383.0,1,2,Bot,164.66,112.45,,,,,080727_134304,-11.053,-136.449,-5.479,24.111,27.135,-19.143,3.38,1.5,,,,,,,235320,116615,,,,,,,,,,,,0.0,,0.0,0.0,,15,7,2-Seam Fastball,0,0,0,0,0,0,0,0,,
2336,FT,2008-06-03,94.1,,,Randy Johnson,430001,116615,strikeout,called_strike,,,,,11,Rickie Weeks called out on strikes.,R,R,L,MIL,ARI,S,2.0,,2,2,2008,1.3233175,1.3625766666666668,-0.985,2.638,,,425528.0,2,5,Bot,,,,,,,080603_202615,-10.762,-136.514,-5.422,19.329,35.44,-17.089,3.27,1.55,,,,,,,234633,116615,,,,,,,,,,,,0.0,,0.0,0.0,,38,5,2-Seam Fastball,0,1,0,1,1,0,0,1,,
2342,FF,2008-06-25,94.1,,,Randy Johnson,424825,116615,double,hit_into_play_no_out,,,,,11,Coco Crisp doubles (12) on a fly ball to left fielder Eric Byrnes.    Mike Lowell to 3rd.,R,R,L,BOS,ARI,X,,fly_ball,0,0,2008,1.1938925,1.47495,-0.874,2.951,,,136780.0,1,6,Bot,77.31,90.36,,,,,080625_204621,-10.248,-136.586,-4.872,17.293,40.632,-15.93,3.056,1.461,,,,,,,234924,116615,,,,,,,,,,,,1.25,,1.0,1.0,,44,1,4-Seam Fastball,1,0,1,0,0,1,1,0,,
