sex,location,year,unemployment,country
M,DEC,2017,5.3,DE
M,DED,2017,4.5,DE
M,DEE,2017,7.5,DE
M,DEF,2017,4.3,DE
M,DEG,2017,4.6,DE
M,DK0,2017,5.6,DK
M,EE0,2017,6.2,EE
M,EL3,2017,18.9,EL
M,EL4,2017,15,EL
M,EL5,2017,18.7,EL
M,EL6,2017,16.7,EL
M,ES1,2017,14.4,ES
M,ES2,2017,9.6,ES
M,ES3,2017,12.8,ES
M,ES4,2017,15.9,ES
M,ES5,2017,13.9,ES
M,ES6,2017,21.7,ES
M,ES7,2017,21.2,ES
M,FI1,2017,8.9,FI
M,FI2,2017,,FI
M,FR1,2017,8.7,FR
M,FRB,2017,8.7,FR
M,FRC,2017,9.4,FR
M,FRD,2017,10.2,FR
M,FRE,2017,12.6,FR
M,FRF,2017,10.4,FR
M,FRG,2017,7.1,FR
M,FRH,2017,7,FR
M,FRI,2017,9.2,FR
M,FRJ,2017,9.3,FR
M,FRK,2017,7.3,FR
M,FRL,2017,10.8,FR
M,FRM,2017,6.2,FR
M,FRY,2017,20.7,FR
M,HR0,2017,10.6,HR
M,HU1,2017,2.5,HU
M,HU2,2017,3.1,HU
M,HU3,2017,5.4,HU
M,IE0,2017,7.1,IE
M,IS0,2017,2.8,IS
M,ITC,2017,6.4,IT
M,ITF,2017,17.2,IT
M,ITG,2017,19.5,IT
M,ITH,2017,5.2,IT
M,ITI,2017,9.2,IT
M,LT0,2017,8.6,LT
M,LU0,2017,5.6,LU
M,LV0,2017,9.8,LV
M,ME0,2017,15.4,ME
M,MK0,2017,22.8,MK
M,MT0,2017,3.8,MT
M,NL1,2017,5.5,NL
M,NL2,2017,4.4,NL
M,NL3,2017,4.5,NL
M,NL4,2017,4,NL
M,NO0,2017,4.6,NO
M,PL2,2017,4.3,PL
M,PL4,2017,3.7,PL
M,PL5,2017,3.9,PL
M,PL6,2017,5.2,PL
M,PL7,2017,5.6,PL
M,PL8,2017,6.9,PL
M,PL9,2017,4.9,PL
M,PT1,2017,8.5,PT
M,PT2,2017,9.7,PT
M,PT3,2017,10.5,PT
M,RO1,2017,4.4,RO
M,RO2,2017,5,RO
M,RO3,2017,6.4,RO
M,RO4,2017,7.1,RO
M,RS1,2017,12.6,RS
M,RS2,2017,13.4,RS
M,SE1,2017,6.8,SE
M,SE2,2017,7.1,SE
M,SE3,2017,7,SE
M,SI0,2017,5.8,SI
M,SK0,2017,7.9,SK
M,TR1,2017,11.5,TR
M,TR2,2017,5.2,TR
M,TR3,2017,8,TR
M,TR4,2017,8.7,TR
M,TR5,2017,8.3,TR
M,TR6,2017,9.6,TR
M,TR7,2017,8.8,TR
M,TR8,2017,5.6,TR
M,TR9,2017,3.3,TR
M,TRA,2017,5.6,TR
M,TRB,2017,9.4,TR
M,TRC,2017,16.5,TR
M,UKC,2017,6.2,UK
M,UKD,2017,4.4,UK
M,UKE,2017,5.3,UK
M,UKF,2017,4,UK
M,UKG,2017,5.4,UK
M,UKH,2017,4.1,UK
M,UKI,2017,4.9,UK
M,UKJ,2017,3.1,UK
M,UKK,2017,3.3,UK
M,UKL,2017,4.8,UK
M,UKM,2017,4.6,UK
M,UKN,2017,5.8,UK
T,AT1,2017,7.5,AT
T,AT2,2017,4.6,AT
T,AT3,2017,3.6,AT
T,BE1,2017,14.9,BE
T,BE2,2017,4.4,BE
T,BE3,2017,9.7,BE
T,BG3,2017,8.5,BG
T,BG4,2017,4.1,BG
T,CH0,2017,4.8,CH
T,CY0,2017,11.1,CY
T,CZ0,2017,2.9,CZ
T,DE1,2017,2.9,DE
T,DE2,2017,2.3,DE
T,DE3,2017,7,DE
T,DE4,2017,4.5,DE
T,DE5,2017,4.3,DE
T,DE6,2017,4.2,DE
T,DE7,2017,3.3,DE
T,DE8,2017,5.2,DE
T,DE9,2017,3.8,DE
T,DEA,2017,4.1,DE
T,DEB,2017,3.3,DE
T,DEC,2017,4.5,DE
T,DED,2017,4.4,DE
T,DEE,2017,6.9,DE
T,DEF,2017,3.6,DE
T,DEG,2017,4.4,DE
T,DK0,2017,5.8,DK
T,EE0,2017,5.8,EE
T,EL3,2017,21.6,EL
T,EL4,2017,18,EL
T,EL5,2017,23,EL
T,EL6,2017,21.2,EL
T,ES1,2017,14.9,ES
T,ES2,2017,11.3,ES
T,ES3,2017,13.4,ES
T,ES4,2017,18.9,ES
T,ES5,2017,15,ES
T,ES6,2017,24.4,ES
T,ES7,2017,23.5,ES
T,FI1,2017,8.7,FI
T,FI2,2017,,FI
T,FR1,2017,8.7,FR
T,FRB,2017,8.5,FR
T,FRC,2017,9.1,FR
T,FRD,2017,9.9,FR
T,FRE,2017,11.9,FR
T,FRF,2017,10,FR
T,FRG,2017,7.1,FR
T,FRH,2017,7.3,FR
T,FRI,2017,9.3,FR
T,FRJ,2017,9.6,FR
T,FRK,2017,7.4,FR
T,FRL,2017,10.3,FR
T,FRM,2017,9.8,FR
T,FRY,2017,21.9,FR
T,HR0,2017,11.2,HR
T,HU1,2017,2.7,HU
T,HU2,2017,3.5,HU
T,HU3,2017,5.9,HU
T,IE0,2017,6.7,IE
T,IS0,2017,2.7,IS
T,ITC,2017,7.4,IT
T,ITF,2017,19,IT
T,ITG,2017,20.3,IT
T,ITH,2017,6.3,IT
T,ITI,2017,10,IT
T,LT0,2017,7.1,LT
T,LU0,2017,5.5,LU
T,LV0,2017,8.7,LV
T,ME0,2017,16.1,ME
T,MK0,2017,22.4,MK
T,MT0,2017,4,MT
T,NL1,2017,6,NL
T,NL2,2017,4.8,NL
T,NL3,2017,4.9,NL
T,NL4,2017,4.3,NL
T,NO0,2017,4.2,NO
T,PL2,2017,4,PL
T,PL4,2017,3.6,PL
T,PL5,2017,4.6,PL
T,PL6,2017,5.4,PL
T,PL7,2017,5.4,PL
T,PL8,2017,7.1,PL
T,PL9,2017,4.8,PL
T,PT1,2017,8.9,PT
T,PT2,2017,9,PT
T,PT3,2017,10.6,PT
T,RO1,2017,3.9,RO
T,RO2,2017,4.3,RO
T,RO3,2017,5.7,RO
T,RO4,2017,6.2,RO
T,RS1,2017,12.8,RS
T,RS2,2017,14.5,RS
T,SE1,2017,6.8,SE
T,SE2,2017,6.7,SE
T,SE3,2017,6.5,SE
T,SI0,2017,6.6,SI
T,SK0,2017,8.1,SK
T,TR1,2017,13.8,TR
T,TR2,2017,7.2,TR
T,TR3,2017,9.8,TR
T,TR4,2017,10.3,TR
T,TR5,2017,9.8,TR
T,TR6,2017,11.3,TR
T,TR7,2017,11.5,TR
T,TR8,2017,6.5,TR
T,TR9,2017,3.5,TR
T,TRA,2017,5.4,TR
T,TRB,2017,9.8,TR
T,TRC,2017,16.8,TR
T,UKC,2017,5.6,UK
T,UKD,2017,4.1,UK
T,UKE,2017,4.8,UK
T,UKF,2017,4,UK
T,UKG,2017,5.5,UK
T,UKH,2017,3.9,UK
T,UKI,2017,5.3,UK
T,UKJ,2017,3.2,UK
T,UKK,2017,3.6,UK
T,UKL,2017,4.5,UK
T,UKM,2017,4.1,UK
T,UKN,2017,4.6,UK
F,AT1,2016,7.2,AT
F,AT2,2016,5.4,AT
F,AT3,2016,3.7,AT
F,BE1,2016,16,BE
F,BE2,2016,4.7,BE
F,BE3,2016,10.3,BE
F,BG3,2016,9.2,BG
F,BG4,2016,5,BG
F,CH0,2016,5,CH
F,CY0,2016,13.4,CY
F,CZ0,2016,4.7,CZ
F,DE1,2016,3,DE
F,DE2,2016,2.5,DE
F,DE3,2016,7,DE
F,DE4,2016,3.6,DE
F,DE5,2016,4.6,DE
F,DE6,2016,3.6,DE
F,DE7,2016,3.7,DE
F,DE8,2016,5.8,DE
F,DE9,2016,3.4,DE
F,DEA,2016,3.8,DE
F,DEB,2016,3.3,DE
F,DEC,2016,4.1,DE
F,DED,2016,4.7,DE
F,DEE,2016,7.2,DE
F,DEF,2016,3.5,DE
F,DEG,2016,5,DE
F,DK0,2016,6.4,DK
F,EE0,2016,6.1,EE
F,EL3,2016,26.3,EL
F,EL4,2016,25.7,EL
F,EL5,2016,29.4,EL
F,EL6,2016,30.7,EL
F,ES1,2016,17.2,ES
F,ES2,2016,14.9,ES
F,ES3,2016,16.5,ES
F,ES4,2016,24.4,ES
F,ES5,2016,18.7,ES
F,ES6,2016,30.9,ES
F,ES7,2016,28,ES
F,FI1,2016,8.6,FI
F,FI2,2016,,FI
F,FR1,2016,8.9,FR
F,FRB,2016,10.3,FR
F,FRC,2016,8.2,FR
F,FRD,2016,9.8,FR
F,FRE,2016,12.2,FR
F,FRF,2016,10.4,FR
F,FRG,2016,9,FR
F,FRH,2016,9.5,FR
F,FRI,2016,9.3,FR
F,FRJ,2016,9.8,FR
F,FRK,2016,7.9,FR
F,FRL,2016,10.4,FR
F,FRM,2016,9.8,FR
F,FRY,2016,22.9,FR
F,HR0,2016,13.8,HR
F,HU1,2016,3.6,HU
F,HU2,2016,3.9,HU
F,HU3,2016,7.3,HU
F,IE0,2016,7.6,IE
F,IS0,2016,3,IS
F,ITC,2016,9.3,IT
F,ITF,2016,22.1,IT
F,ITG,2016,22.1,IT
F,ITH,2016,8,IT
F,ITI,2016,11.3,IT
F,LT0,2016,6.7,LT
F,LU0,2016,6.6,LU
F,LV0,2016,8.4,LV
F,ME0,2016,17.1,ME
F,MK0,2016,22.8,MK
F,MT0,2016,5.2,MT
F,NL1,2016,7.2,NL
F,NL2,2016,6.7,NL
F,NL3,2016,6.5,NL
F,NL4,2016,6.1,NL
F,NO0,2016,3.9,NO
F,PL2,2016,5.6,PL
F,PL4,2016,5.8,PL
F,PL5,2016,5.6,PL
F,PL6,2016,7.3,PL
F,PL7,2016,6.6,PL
F,PL8,2016,8.1,PL
F,PL9,2016,5.1,PL
F,PT1,2016,11.3,PT
F,PT2,2016,9.8,PT
F,PT3,2016,11.9,PT
F,RO1,2016,3.8,RO
F,RO2,2016,4.1,RO
F,RO3,2016,6.5,RO
F,RO4,2016,5.6,RO
F,RS1,2016,15.7,RS
F,RS2,2016,16.8,RS
F,SE1,2016,7,SE
F,SE2,2016,6.4,SE
F,SE3,2016,6.2,SE
F,SI0,2016,8.6,SI
F,SK0,2016,10.8,SK
F,TR1,2016,17.2,TR
F,TR2,2016,11,TR
F,TR3,2016,12.8,TR
F,TR4,2016,13.3,TR
F,TR5,2016,14.5,TR
F,TR6,2016,15.8,TR
F,TR7,2016,15,TR
F,TR8,2016,9.3,TR
F,TR9,2016,4.4,TR
F,TRA,2016,4.3,TR
F,TRB,2016,8.5,TR
F,TRC,2016,18.6,TR
F,UKC,2016,6.5,UK
F,UKD,2016,4.4,UK
F,UKE,2016,5.1,UK
F,UKF,2016,4.6,UK
F,UKG,2016,5.8,UK
F,UKH,2016,4.1,UK
F,UKI,2016,6.1,UK
F,UKJ,2016,3.7,UK
F,UKK,2016,3.7,UK
F,UKL,2016,3.7,UK
F,UKM,2016,4.5,UK
F,UKN,2016,4.4,UK
M,AT1,2016,9.2,AT
M,AT2,2016,5.1,AT
M,AT3,2016,4.1,AT
M,BE1,2016,17.4,BE
M,BE2,2016,5,BE
M,BE3,2016,10.7,BE
M,BG3,2016,9.3,BG
M,BG4,2016,6.9,BG
M,CH0,2016,4.9,CH
M,CY0,2016,12.7,CY
M,CZ0,2016,3.4,CZ
M,DE1,2016,3.1,DE
M,DE2,2016,2.6,DE
M,DE3,2016,8.5,DE
M,DE4,2016,5.5,DE
M,DE5,2016,6,DE
M,DE6,2016,4.5,DE
M,DE7,2016,4.1,DE
M,DE8,2016,6.7,DE
M,DE9,2016,4.6,DE
M,DEA,2016,5.1,DE
M,DEB,2016,3.9,DE
M,DEC,2016,5.5,DE
M,DED,2016,5.3,DE
M,DEE,2016,7.5,DE
M,DEF,2016,4.5,DE
M,DEG,2016,5.2,DE
M,DK0,2016,5.6,DK
M,EE0,2016,7.4,EE
M,EL3,2016,20.2,EL
M,EL4,2016,16.3,EL
M,EL5,2016,21,EL
M,EL6,2016,19.7,EL
M,ES1,2016,16.8,ES
M,ES2,2016,11.9,ES
M,ES3,2016,15,ES
M,ES4,2016,18.2,ES
M,ES5,2016,16.1,ES
M,ES6,2016,24.8,ES
M,ES7,2016,24.4,ES
M,FI1,2016,9.1,FI
M,FI2,2016,,FI
M,FR1,2016,9.6,FR
M,FRB,2016,9.6,FR
M,FRC,2016,9.7,FR
M,FRD,2016,10.6,FR
M,FRE,2016,13.3,FR
M,FRF,2016,12.2,FR
M,FRG,2016,8.8,FR
M,FRH,2016,7.8,FR
M,FRI,2016,9.5,FR
M,FRJ,2016,10.3,FR
M,FRK,2016,7.9,FR
M,FRL,2016,10.7,FR
M,FRM,2016,6.8,FR
M,FRY,2016,20.9,FR
M,HR0,2016,12.5,HR
M,HU1,2016,4,HU
M,HU2,2016,3.7,HU
M,HU3,2016,7.1,HU
M,IE0,2016,9.1,IE
M,IS0,2016,2.9,IS
M,ITC,2016,7.3,IT
M,ITF,2016,17.3,IT
M,ITG,2016,19.9,IT
M,ITH,2016,5.8,IT
M,ITI,2016,9.8,IT
M,LT0,2016,9.1,LT
M,LU0,2016,6,LU
M,LV0,2016,10.9,LV
M,ME0,2016,18.3,ME
M,MK0,2016,24.4,MK
M,MT0,2016,4.4,MT
M,NL1,2016,7.1,NL
M,NL2,2016,5.6,NL
M,NL3,2016,5.6,NL
M,NL4,2016,4.8,NL
M,NO0,2016,5.4,NO
M,PL2,2016,5.1,PL
M,PL4,2016,5,PL
M,PL5,2016,5.1,PL
M,PL6,2016,6.8,PL
M,PL7,2016,6.7,PL
M,PL8,2016,8.6,PL
M,PL9,2016,5.9,PL
M,PT1,2016,11,PT
M,PT2,2016,12.4,PT
M,PT3,2016,14.1,PT
M,RO1,2016,5.3,RO
M,RO2,2016,5.3,RO
M,RO3,2016,7.5,RO
M,RO4,2016,9,RO
M,RS1,2016,15.3,RS
M,RS2,2016,14.3,RS
M,SE1,2016,6.9,SE
M,SE2,2016,7.7,SE
M,SE3,2016,7.4,SE
M,SI0,2016,7.5,SI
M,SK0,2016,8.8,SK
M,TR1,2016,11.7,TR
M,TR2,2016,5.3,TR
M,TR3,2016,7.4,TR
M,TR4,2016,8.2,TR
M,TR5,2016,7.9,TR
M,TR6,2016,10,TR
M,TR7,2016,8.5,TR
M,TR8,2016,6.8,TR
M,TR9,2016,4.6,TR
M,TRA,2016,5.2,TR
M,TRB,2016,9.2,TR
M,TRC,2016,18.5,TR
M,UKC,2016,7.5,UK
M,UKD,2016,5.5,UK
M,UKE,2016,6.1,UK
M,UKF,2016,4.4,UK
M,UKG,2016,5.5,UK
M,UKH,2016,3.8,UK
M,UKI,2016,5.2,UK
M,UKJ,2016,3.4,UK
M,UKK,2016,3.9,UK
M,UKL,2016,5.1,UK
M,UKM,2016,5.7,UK
M,UKN,2016,6.8,UK
T,AT1,2016,8.2,AT
T,AT2,2016,5.2,AT
T,AT3,2016,3.9,AT
T,BE1,2016,16.8,BE
T,BE2,2016,4.8,BE
T,BE3,2016,10.5,BE
T,BG3,2016,9.3,BG
T,BG4,2016,6,BG
T,CH0,2016,5,CH
T,CY0,2016,13,CY
T,CZ0,2016,4,CZ
T,DE1,2016,3.1,DE
T,DE2,2016,2.6,DE
T,DE3,2016,7.8,DE
T,DE4,2016,4.6,DE
T,DE5,2016,5.4,DE
T,DE6,2016,4.1,DE
T,DE7,2016,3.9,DE
T,DE8,2016,6.3,DE
T,DE9,2016,4,DE
T,DEA,2016,4.5,DE
T,DEB,2016,3.6,DE
T,DEC,2016,4.9,DE
T,DED,2016,5,DE
T,DEE,2016,7.4,DE
T,DEF,2016,4,DE
T,DEG,2016,5.1,DE
T,DK0,2016,6,DK
T,EE0,2016,6.8,EE
T,EL3,2016,23,EL
T,EL4,2016,20.4,EL
T,EL5,2016,24.8,EL
T,EL6,2016,24.5,EL
T,ES1,2016,17,ES
T,ES2,2016,13.3,ES
T,ES3,2016,15.7,ES
T,ES4,2016,20.9,ES
T,ES5,2016,17.3,ES
T,ES6,2016,27.5,ES
T,ES7,2016,26.1,ES
T,FI1,2016,8.8,FI
T,FI2,2016,,FI
T,FR1,2016,9.2,FR
T,FRB,2016,9.9,FR
T,FRC,2016,9,FR
T,FRD,2016,10.2,FR
T,FRE,2016,12.7,FR
T,FRF,2016,11.3,FR
T,FRG,2016,8.9,FR
T,FRH,2016,8.6,FR
T,FRI,2016,9.4,FR
T,FRJ,2016,10.1,FR
T,FRK,2016,7.9,FR
T,FRL,2016,10.6,FR
T,FRM,2016,8.3,FR
T,FRY,2016,21.9,FR
T,HR0,2016,13.1,HR
T,HU1,2016,3.8,HU
T,HU2,2016,3.8,HU
T,HU3,2016,7.2,HU
T,IE0,2016,8.4,IE
T,IS0,2016,3,IS
T,ITC,2016,8.2,IT
T,ITF,2016,19.1,IT
T,ITG,2016,20.8,IT
T,ITH,2016,6.8,IT
T,ITI,2016,10.5,IT
T,LT0,2016,7.9,LT
T,LU0,2016,6.3,LU
T,LV0,2016,9.6,LV
T,ME0,2016,17.8,ME
T,MK0,2016,23.7,MK
T,MT0,2016,4.7,MT
T,NL1,2016,7.1,NL
T,NL2,2016,6.1,NL
T,NL3,2016,6,NL
T,NL4,2016,5.4,NL
T,NO0,2016,4.7,NO
T,PL2,2016,5.3,PL
T,PL4,2016,5.4,PL
T,PL5,2016,5.3,PL
T,PL6,2016,7,PL
T,PL7,2016,6.6,PL
T,PL8,2016,8.3,PL
T,PL9,2016,5.5,PL
T,PT1,2016,11.2,PT
T,PT2,2016,11.2,PT
T,PT3,2016,13,PT
T,RO1,2016,4.7,RO
T,RO2,2016,4.8,RO
T,RO3,2016,7,RO
T,RO4,2016,7.6,RO
T,RS1,2016,15.4,RS
T,RS2,2016,15.4,RS
T,SE1,2016,7,SE
T,SE2,2016,7.1,SE
T,SE3,2016,6.9,SE
T,SI0,2016,8,SI
T,SK0,2016,9.7,SK
T,TR1,2016,13.5,TR
T,TR2,2016,7.2,TR
T,TR3,2016,9.3,TR
T,TR4,2016,9.8,TR
T,TR5,2016,9.9,TR
T,TR6,2016,11.8,TR
T,TR7,2016,10.4,TR
T,TR8,2016,7.7,TR
T,TR9,2016,4.5,TR
T,TRA,2016,4.9,TR
T,TRB,2016,9,TR
T,TRC,2016,18.5,TR
T,UKC,2016,7,UK
T,UKD,2016,5,UK
T,UKE,2016,5.6,UK
T,UKF,2016,4.5,UK
T,UKG,2016,5.7,UK
T,UKH,2016,3.9,UK
T,UKI,2016,5.6,UK
T,UKJ,2016,3.5,UK
T,UKK,2016,3.8,UK
T,UKL,2016,4.5,UK
T,UKM,2016,5.1,UK
T,UKN,2016,5.7,UK
F,AT1,2015,6.8,AT
F,AT2,2015,5.1,AT
F,AT3,2015,3.6,AT
F,BE1,2015,15.8,BE
F,BE2,2015,4.6,BE
F,BE3,2015,11.3,BE
F,BG3,2015,10.4,BG
F,BG4,2015,6.7,BG
F,CH0,2015,4.9,CH
F,CY0,2015,14.8,CY
F,CZ0,2015,6.1,CZ
F,DE1,2015,3,DE
F,DE2,2015,2.8,DE
F,DE3,2015,8.1,DE
F,DE4,2015,5.5,DE
F,DE5,2015,4.9,DE
F,DE6,2015,3.9,DE
F,DE7,2015,3.6,DE
F,DE8,2015,7.5,DE
F,DE9,2015,3.9,DE
F,DEA,2015,4.5,DE
F,DEB,2015,3.4,DE
F,DEC,2015,4.4,DE
F,DED,2015,5.7,DE
F,DEE,2015,7.6,DE
F,DEF,2015,3.4,DE
F,DEG,2015,5.8,DE
F,DK0,2015,6.5,DK
F,EE0,2015,6.1,EE
F,EL3,2015,27.4,EL
F,EL4,2015,24.7,EL
F,EL5,2015,30.3,EL
F,EL6,2015,31.3,EL
F,ES1,2015,19.6,ES
F,ES2,2015,16.5,ES
F,ES3,2015,17.3,ES
F,ES4,2015,27.2,ES
F,ES5,2015,20.8,ES
F,ES6,2015,33.7,ES
F,ES7,2015,30.6,ES
F,FI1,2015,8.9,FI
F,FI2,2015,,FI
F,FR1,2015,8.5,FR
F,FRB,2015,10.4,FR
F,FRC,2015,8.8,FR
F,FRD,2015,9.1,FR
F,FRE,2015,12.6,FR
F,FRF,2015,10.4,FR
F,FRG,2015,8.9,FR
F,FRH,2015,7.2,FR
F,FRI,2015,9.3,FR
F,FRJ,2015,10,FR
F,FRK,2015,8.9,FR
F,FRL,2015,11.2,FR
F,FRM,2015,16.5,FR
F,FRY,2015,23.9,FR
F,HR0,2015,16.9,HR
F,HU1,2015,5.4,HU
F,HU2,2015,5.7,HU
F,HU3,2015,9.5,HU
F,IE0,2015,8.9,IE
F,IS0,2015,4.1,IS
F,ITC,2015,9.3,IT
F,ITF,2015,21.3,IT
F,ITG,2015,21.3,IT
F,ITH,2015,8.7,IT
F,ITI,2015,11.3,IT
F,LT0,2015,8.2,LT
F,LU0,2015,7.4,LU
F,LV0,2015,8.6,LV
F,ME0,2015,17.3,ME
F,MK0,2015,25.1,MK
F,MT0,2015,5.4,MT
F,NL1,2015,7.7,NL
F,NL2,2015,7.2,NL
F,NL3,2015,7.4,NL
F,NL4,2015,6.9,NL
F,NO0,2015,4,NO
F,PL2,2015,7.4,PL
F,PL4,2015,6.9,PL
F,PL5,2015,7.3,PL
F,PL6,2015,8.2,PL
F,PL7,2015,8.4,PL
F,PL8,2015,10,PL
F,PL9,2015,6.2,PL
F,PT1,2015,12.9,PT
F,PT2,2015,10.8,PT
F,PT3,2015,14,PT
F,RO1,2015,5.6,RO
F,RO2,2015,5,RO
F,RO3,2015,6.9,RO
F,RO4,2015,5.9,RO
F,RS1,2015,17.9,RS
F,RS2,2015,19.9,RS
F,SE1,2015,7.5,SE
F,SE2,2015,7.3,SE
F,SE3,2015,6.9,SE
F,SI0,2015,10.1,SI
F,SK0,2015,12.9,SK
F,TR1,2015,17,TR
F,TR2,2015,9.1,TR
F,TR3,2015,12.2,TR
F,TR4,2015,12.1,TR
F,TR5,2015,15.1,TR
F,TR6,2015,15,TR
F,TR7,2015,12.8,TR
F,TR8,2015,8,TR
F,TR9,2015,4.5,TR
F,TRA,2015,3.1,TR
F,TRB,2015,6.3,TR
F,TRC,2015,13.6,TR
F,UKC,2015,7.4,UK
F,UKD,2015,5.4,UK
F,UKE,2015,5.6,UK
F,UKF,2015,4.4,UK
F,UKG,2015,5.6,UK
F,UKH,2015,3.9,UK
F,UKI,2015,6.7,UK
F,UKJ,2015,4.2,UK
F,UKK,2015,4.2,UK
F,UKL,2015,4.7,UK
F,UKM,2015,5.1,UK
F,UKN,2015,5.1,UK
M,AT1,2015,8.7,AT
M,AT2,2015,5.2,AT
M,AT3,2015,3.7,AT
M,BE1,2015,18.6,BE
M,BE2,2015,5.7,BE
M,BE3,2015,12.4,BE
M,BG3,2015,11.1,BG
M,BG4,2015,8.5,BG
M,CH0,2015,4.7,CH
M,CY0,2015,15.1,CY
M,CZ0,2015,4.2,CZ
M,DE1,2015,3.3,DE
M,DE2,2015,2.9,DE
M,DE3,2015,10.7,DE
M,DE4,2015,5.9,DE
M,DE5,2015,6.2,DE
M,DE6,2015,4.8,DE
M,DE7,2015,4.3,DE
M,DE8,2015,8.1,DE
M,DE9,2015,4.6,DE
M,DEA,2015,5.8,DE
M,DEB,2015,3.9,DE
M,DEC,2015,6.7,DE
M,DED,2015,6.9,DE
M,DEE,2015,8.4,DE
M,DEF,2015,4.9,DE
M,DEG,2015,5.8,DE
M,DK0,2015,6.1,DK
M,EE0,2015,6.2,EE
M,EL3,2015,23.3,EL
M,EL4,2015,17.3,EL
M,EL5,2015,22.1,EL
M,EL6,2015,21.1,EL
M,ES1,2015,18.6,ES
M,ES2,2015,14,ES
M,ES3,2015,16.8,ES
M,ES4,2015,20.3,ES
M,ES5,2015,19.3,ES
M,ES6,2015,27.9,ES
M,ES7,2015,27.9,ES
M,FI1,2015,9.9,FI
M,FI2,2015,,FI
M,FR1,2015,10.7,FR
M,FRB,2015,10.9,FR
M,FRC,2015,9.2,FR
M,FRD,2015,9.9,FR
M,FRE,2015,13,FR
M,FRF,2015,12,FR
M,FRG,2015,9.4,FR
M,FRH,2015,8.5,FR
M,FRI,2015,10,FR
M,FRJ,2015,11.1,FR
M,FRK,2015,9.2,FR
M,FRL,2015,10.9,FR
M,FRM,2015,8.1,FR
M,FRY,2015,21,FR
M,HR0,2015,15.6,HR
M,HU1,2015,5.3,HU
M,HU2,2015,4.9,HU
M,HU3,2015,9.1,HU
M,IE0,2015,10.8,IE
M,IS0,2015,3.9,IS
M,ITC,2015,8.2,IT
M,ITF,2015,17.7,IT
M,ITG,2015,19.7,IT
M,ITH,2015,6.2,IT
M,ITI,2015,10.2,IT
M,LT0,2015,10.1,LT
M,LU0,2015,6.1,LU
M,LV0,2015,11.1,LV
M,ME0,2015,17.8,ME
M,MK0,2015,26.8,MK
M,MT0,2015,5.4,MT
M,NL1,2015,8.7,NL
M,NL2,2015,6.2,NL
M,NL3,2015,6.5,NL
M,NL4,2015,6.1,NL
M,NO0,2015,4.6,NO
M,PL2,2015,7,PL
M,PL4,2015,5.9,PL
M,PL5,2015,6.6,PL
M,PL6,2015,7.4,PL
M,PL7,2015,8.5,PL
M,PL8,2015,9.4,PL
M,PL9,2015,6.7,PL
M,PT1,2015,12.2,PT
M,PT2,2015,14.5,PT
M,PT3,2015,15.8,PT
M,RO1,2015,6.1,RO
M,RO2,2015,6.3,RO
M,RO3,2015,9,RO
M,RO4,2015,9.3,RO
M,RS1,2015,17.5,RS
M,RS2,2015,16.4,RS
M,SE1,2015,7.3,SE
M,SE2,2015,7.6,SE
M,SE3,2015,8,SE
M,SI0,2015,8.1,SI
M,SK0,2015,10.3,SK
M,TR1,2015,11,TR
M,TR2,2015,5.1,TR
M,TR3,2015,7.9,TR
M,TR4,2015,7.5,TR
M,TR5,2015,7.4,TR
M,TR6,2015,9.8,TR
M,TR7,2015,8.5,TR
M,TR8,2015,6,TR
M,TR9,2015,5.1,TR
M,TRA,2015,5.9,TR
M,TRB,2015,9.9,TR
M,TRC,2015,17,TR
M,UKC,2015,8.7,UK
M,UKD,2015,5.5,UK
M,UKE,2015,6.8,UK
M,UKF,2015,4.8,UK
M,UKG,2015,6.1,UK
M,UKH,2015,4.4,UK
M,UKI,2015,5.9,UK
M,UKJ,2015,3.9,UK
M,UKK,2015,3.7,UK
M,UKL,2015,7,UK
M,UKM,2015,6.4,UK
M,UKN,2015,7,UK
T,AT1,2015,7.8,AT
T,AT2,2015,5.2,AT
T,AT3,2015,3.7,AT
T,BE1,2015,17.3,BE
T,BE2,2015,5.2,BE
T,BE3,2015,11.9,BE
T,BG3,2015,10.8,BG
T,BG4,2015,7.7,BG
T,CH0,2015,4.8,CH
T,CY0,2015,15,CY
T,CZ0,2015,5.1,CZ
T,DE1,2015,3.1,DE
T,DE2,2015,2.9,DE
T,DE3,2015,9.5,DE
T,DE4,2015,5.7,DE
T,DE5,2015,5.6,DE
T,DE6,2015,4.3,DE
T,DE7,2015,4,DE
T,DE8,2015,7.8,DE
T,DE9,2015,4.3,DE
T,DEA,2015,5.2,DE
T,DEB,2015,3.7,DE
T,DEC,2015,5.6,DE
T,DED,2015,6.3,DE
T,DEE,2015,8,DE
T,DEF,2015,4.2,DE
T,DEG,2015,5.8,DE
T,DK0,2015,6.3,DK
T,EE0,2015,6.2,EE
T,EL3,2015,25.2,EL
T,EL4,2015,20.4,EL
T,EL5,2015,25.8,EL
T,EL6,2015,25.6,EL
T,ES1,2015,19,ES
T,ES2,2015,15.1,ES
T,ES3,2015,17.1,ES
T,ES4,2015,23.4,ES
T,ES5,2015,20,ES
T,ES6,2015,30.5,ES
T,ES7,2015,29.1,ES
T,FI1,2015,9.4,FI
T,FI2,2015,,FI
T,FR1,2015,9.6,FR
T,FRB,2015,10.7,FR
T,FRC,2015,9,FR
T,FRD,2015,9.6,FR
