offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
ATL,ARI,PASS,20.0,1,3,-17,1.0,10.0,25.0,0,49,8,4,3,FG,6
ARI,ATL,PASS,22.0,1,3,14,1.0,10.0,25.0,1,22,5,0,5,PUNT,6
ATL,ARI,RUSH,2.0,0,3,-14,1.0,10.0,7.0,0,93,10,2,8,TD,6
ARI,ATL,PASS,7.0,1,3,7,1.0,10.0,25.0,1,9,3,1,2,PUNT,6
ATL,ARI,RUSH,4.0,1,4,-7,1.0,10.0,17.0,0,83,8,2,6,TD,6
ARI,ATL,PASS,3.0,0,4,0,1.0,10.0,25.0,1,5,3,1,2,PUNT,6
ATL,ARI,PASS,17.0,1,4,0,1.0,10.0,14.0,1,9,4,1,3,PUNT,6
ARI,ATL,RUSH,3.0,0,4,0,1.0,10.0,55.0,1,45,5,2,3,TD,6
ATL,ARI,PASS,15.0,1,4,-7,1.0,10.0,25.0,1,75,7,3,4,TD,6
ARI,ATL,RUSH,5.0,1,4,1,1.0,10.0,25.0,0,7,6,6,0,ENDQ,6
SF,LA,RUSH,1.0,0,1,0,1.0,10.0,17.0,0,-4,3,1,2,PUNT,6
LA,SF,RUSH,9.0,1,1,0,1.0,10.0,44.0,0,56,7,7,0,TD,6
LA,SF,RUSH,-1.0,0,1,0,1.0,10.0,26.0,0,-1,3,1,2,PUNT,6
SF,LA,PASS,14.0,1,1,0,1.0,10.0,24.0,0,75,9,2,7,INT,6
LA,SF,PASS,9.0,1,2,0,1.0,10.0,35.0,0,14,8,2,6,PUNT,6
SF,LA,RUSH,-2.0,0,2,0,1.0,10.0,11.0,0,-1,3,2,1,PUNT,6
LA,SF,RUSH,22.0,1,2,0,1.0,10.0,54.0,0,45,6,5,1,DWNS,6
SF,LA,RUSH,1.0,0,2,0,1.0,10.0,1.0,0,62,13,3,9,MFG,6
LA,SF,RUSH,0.0,0,3,0,1.0,10.0,24.0,0,0,1,1,0,FUM,6
SF,LA,PASS,14.0,1,3,0,1.0,10.0,83.0,0,17,4,3,1,TD,6
LA,SF,RUSH,-3.0,0,3,-7,1.0,10.0,25.0,0,-10,3,2,1,PUNT,6
SF,LA,RUSH,1.0,0,3,7,1.0,10.0,43.0,1,50,12,6,5,FG,6
LA,SF,PASS,-8.0,0,3,-10,1.0,10.0,15.0,0,-7,3,1,2,PUNT,6
SF,LA,RUSH,7.0,1,3,10,1.0,10.0,42.0,0,43,11,8,2,FG,6
LA,SF,PASS,8.0,1,4,-13,1.0,10.0,25.0,1,19,6,2,4,DWNS,6
SF,LA,RUSH,6.0,1,4,13,1.0,10.0,55.0,0,-1,3,2,1,FUM,6
LA,SF,RUSH,9.0,1,4,-13,1.0,10.0,64.0,0,8,4,1,3,DWNS,6
SF,LA,RUSH,0.0,0,4,13,1.0,10.0,28.0,0,2,3,1,2,PUNT,6
LA,SF,PASS,-9.0,0,4,-13,1.0,10.0,32.0,1,-17,3,0,3,PUNT,6
SF,LA,RUSH,2.0,0,4,13,1.0,10.0,42.0,0,-1,3,3,0,PUNT,6
LA,SF,PASS,0.0,0,4,-13,1.0,10.0,30.0,1,16,6,0,6,DWNS,6
SF,LA,RUSH,0.0,0,4,13,1.0,10.0,54.0,0,10,5,5,0,ENDQ,6
NYJ,DAL,PASS,17.0,1,1,0,1.0,10.0,18.0,0,18,4,1,3,PUNT,6
DAL,NYJ,RUSH,2.0,0,1,0,1.0,10.0,33.0,0,5,3,1,2,PUNT,6
NYJ,DAL,RUSH,2.0,0,1,0,1.0,10.0,17.0,0,83,14,7,7,TD,6
DAL,NYJ,RUSH,12.0,1,1,-7,1.0,10.0,25.0,1,43,8,3,4,FG,6
NYJ,DAL,PASS,0.0,0,2,4,1.0,10.0,28.0,1,-5,3,1,2,PUNT,6
DAL,NYJ,RUSH,0.0,0,2,-4,1.0,10.0,29.0,1,16,5,3,2,PUNT,6
NYJ,DAL,PASS,5.0,1,2,4,1.0,10.0,17.0,0,2,3,2,1,PUNT,6
DAL,NYJ,PASS,7.0,1,2,-4,1.0,10.0,38.0,1,54,10,6,4,DWNS,6
NYJ,DAL,PASS,92.0,1,2,4,1.0,10.0,8.0,0,92,1,0,1,TD,6
DAL,NYJ,PASS,1.0,0,2,-11,1.0,10.0,25.0,0,8,3,0,3,PUNT,6
NYJ,DAL,RUSH,4.0,1,2,11,1.0,10.0,35.0,0,65,6,1,5,TD,6
DAL,NYJ,PASS,9.0,1,2,-18,1.0,10.0,25.0,1,31,5,0,4,FG,6
DAL,NYJ,RUSH,-1.0,0,3,-15,1.0,10.0,25.0,1,61,14,9,4,FG,6
DAL,NYJ,RUSH,3.0,0,3,-12,1.0,10.0,26.0,0,52,10,5,4,MFG,6
NYJ,DAL,PASS,0.0,0,4,12,1.0,10.0,30.0,1,13,5,0,5,PUNT,6
DAL,NYJ,PASS,16.0,1,4,-12,1.0,10.0,16.0,0,84,11,5,6,TD,6
NYJ,DAL,PASS,30.0,1,4,5,1.0,10.0,23.0,0,57,7,3,3,FG,6
DAL,NYJ,PASS,7.0,1,4,-8,1.0,10.0,25.0,1,75,11,2,8,TD,6
NYJ,DAL,RUSH,-1.0,0,4,2,1.0,10.0,52.0,0,-4,3,3,0,ENDQ,6
TEN,DEN,PASS,0.0,0,1,0,1.0,10.0,25.0,0,3,3,1,2,PUNT,6
DEN,TEN,RUSH,8.0,1,1,0,1.0,10.0,55.0,0,32,8,4,3,FG,6
TEN,DEN,RUSH,6.0,1,1,-3,1.0,10.0,25.0,0,7,3,2,1,PUNT,6
DEN,TEN,PASS,0.0,0,1,3,1.0,10.0,12.0,1,21,6,3,3,PUNT,6
TEN,DEN,PASS,13.0,1,1,-3,1.0,10.0,15.0,1,36,6,2,4,PUNT,6
DEN,TEN,RUSH,8.0,1,1,3,1.0,10.0,15.0,0,9,3,2,1,PUNT,6
TEN,DEN,RUSH,5.0,1,2,-3,1.0,10.0,21.0,0,25,6,4,2,PUNT,6
DEN,TEN,RUSH,2.0,0,2,3,1.0,10.0,14.0,0,7,3,1,2,PUNT,6
TEN,DEN,PASS,0.0,0,2,-3,1.0,10.0,27.0,0,9,6,2,4,PUNT,6
DEN,TEN,PASS,41.0,1,2,3,1.0,10.0,15.0,0,50,5,3,1,FG,6
TEN,DEN,RUSH,1.0,0,2,-6,1.0,10.0,25.0,1,14,5,1,4,PUNT,6
DEN,TEN,RUSH,3.0,0,2,6,1.0,10.0,16.0,1,-5,3,3,0,PUNT,6
TEN,DEN,PASS,0.0,0,2,-6,1.0,10.0,48.0,1,0,1,0,1,INT,6
DEN,TEN,PASS,9.0,1,2,6,1.0,10.0,40.0,1,9,3,0,3,PUNT,6
TEN,DEN,RUSH,-1.0,0,2,-6,1.0,10.0,20.0,0,-1,1,1,0,ENDQ,6
DEN,TEN,RUSH,1.0,0,3,6,1.0,10.0,25.0,0,20,5,3,2,INT,6
TEN,DEN,RUSH,5.0,1,3,-6,1.0,10.0,45.0,0,5,3,2,1,PUNT,6
DEN,TEN,PASS,12.0,1,3,6,1.0,10.0,10.0,0,21,4,0,4,PUNT,6
TEN,DEN,PASS,0.0,0,3,-6,1.0,10.0,14.0,1,1,3,1,2,INT,6
DEN,TEN,RUSH,2.0,0,3,6,1.0,10.0,59.0,1,41,6,3,3,TD,6
TEN,DEN,RUSH,-1.0,0,3,-13,1.0,10.0,30.0,0,-2,3,1,2,PUNT,6
DEN,TEN,RUSH,-4.0,0,3,13,1.0,10.0,15.0,0,3,3,1,2,PUNT,6
TEN,DEN,RUSH,5.0,1,3,-13,1.0,10.0,44.0,0,15,5,1,4,PUNT,6
TEN,DEN,RUSH,-1.0,0,4,-13,1.0,10.0,64.0,0,15,6,2,4,DWNS,6
DEN,TEN,RUSH,1.0,0,4,13,1.0,10.0,21.0,1,49,8,4,3,FG,6
TEN,DEN,PASS,6.0,1,4,-16,1.0,10.0,25.0,1,63,11,1,10,INT,6
DEN,TEN,RUSH,-1.0,0,4,16,1.0,10.0,27.0,0,-2,2,2,0,ENDQ,6
LAC,PIT,PASS,19.0,1,1,0,1.0,10.0,25.0,1,20,4,2,2,PUNT,6
PIT,LAC,PASS,0.0,0,1,0,1.0,10.0,21.0,1,4,3,1,2,PUNT,6
LAC,PIT,PASS,0.0,0,1,0,1.0,10.0,21.0,0,0,2,1,1,FUM,6
LAC,PIT,RUSH,-1.0,0,1,-7,1.0,10.0,25.0,0,19,4,2,2,INT,6
PIT,LAC,RUSH,2.0,0,1,7,1.0,10.0,60.0,0,40,7,4,3,TD,6
LAC,PIT,RUSH,1.0,0,1,-14,1.0,10.0,24.0,1,23,5,3,2,PUNT,6
PIT,LAC,RUSH,11.0,1,1,14,1.0,10.0,14.0,1,86,14,10,4,TD,6
LAC,PIT,RUSH,11.0,1,2,-21,1.0,10.0,14.0,1,61,12,4,7,MFG,6
PIT,LAC,RUSH,1.0,0,2,21,1.0,10.0,33.0,1,1,1,1,0,ENDQ,6
LAC,PIT,RUSH,2.0,0,3,-24,1.0,10.0,30.0,1,8,3,1,2,PUNT,6
PIT,LAC,RUSH,0.0,0,3,24,1.0,10.0,26.0,1,20,5,3,2,PUNT,6
LAC,PIT,PASS,0.0,0,3,-24,1.0,10.0,9.0,1,71,11,1,9,FG,6
PIT,LAC,RUSH,3.0,1,4,21,1.0,10.0,25.0,1,25,6,3,3,INT,6
LAC,PIT,PASS,0.0,0,4,-21,1.0,10.0,30.0,1,70,10,0,10,TD,6
PIT,LAC,RUSH,20.0,1,4,14,1.0,10.0,19.0,0,21,4,3,1,PUNT,6
LAC,PIT,PASS,0.0,0,4,-14,1.0,10.0,21.0,1,79,8,0,8,TD,6
PIT,LAC,RUSH,2.0,0,4,7,1.0,10.0,55.0,0,9,3,3,0,PUNT,6
LAC,PIT,PASS,0.0,0,4,-7,1.0,10.0,1.0,1,0,2,0,2,INT,6
PIT,LAC,RUSH,-1.0,0,4,7,1.0,8.0,92.0,0,-1,1,1,0,ENDQ,6
DET,GB,PASS,66.0,1,1,0,1.0,10.0,23.0,0,69,5,1,3,FG,6
GB,DET,RUSH,2.0,0,1,-3,1.0,10.0,17.0,1,6,3,2,1,PUNT,6
DET,GB,PASS,58.0,1,1,3,1.0,10.0,26.0,0,74,8,4,4,TD,6
GB,DET,PASS,6.0,1,1,-10,1.0,10.0,21.0,0,39,5,2,3,FUM,6
DET,GB,RUSH,1.0,0,1,10,1.0,10.0,32.0,0,64,11,4,6,FG,6
DET,GB,RUSH,1.0,0,2,6,1.0,10.0,25.0,0,18,6,2,4,PUNT,6
GB,DET,RUSH,1.0,0,2,-6,1.0,10.0,6.0,1,75,13,5,7,FG,6
DET,GB,RUSH,-1.0,0,2,3,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,6
DET,GB,RUSH,1.0,0,3,0,1.0,10.0,26.0,0,-8,3,1,2,PUNT,6
DET,GB,PASS,0.0,0,3,0,1.0,10.0,75.0,0,2,4,1,2,FG,6
GB,DET,PASS,-6.0,0,3,-3,1.0,10.0,10.0,0,6,3,0,3,PUNT,6
DET,GB,PASS,16.0,1,3,3,1.0,10.0,33.0,0,34,7,3,3,FG,6
GB,DET,RUSH,4.0,1,3,-6,1.0,10.0,25.0,1,4,3,1,2,PUNT,6
DET,GB,PASS,7.0,1,3,6,1.0,10.0,18.0,1,6,5,0,5,PUNT,6
GB,DET,RUSH,9.0,1,3,-6,1.0,10.0,30.0,0,58,5,2,3,INT,6
DET,GB,RUSH,8.0,1,4,6,1.0,10.0,57.0,0,8,4,1,2,FG,6
GB,DET,RUSH,9.0,1,4,-9,1.0,10.0,21.0,0,79,7,2,5,TD,6
DET,GB,RUSH,5.0,1,4,2,1.0,10.0,25.0,0,16,6,2,4,PUNT,6
GB,DET,RUSH,5.0,1,4,-2,1.0,10.0,18.0,1,77,14,8,5,FG,6
DEN,KC,RUSH,1.0,0,1,0,1.0,10.0,25.0,0,75,11,6,4,TD,7
KC,DEN,RUSH,7.0,1,1,-6,1.0,10.0,25.0,1,75,8,3,5,TD,7
KC,DEN,RUSH,0.0,0,1,1,1.0,10.0,79.0,1,6,4,1,2,FG,7
DEN,KC,RUSH,9.0,1,1,-4,1.0,10.0,25.0,0,13,5,1,4,DWNS,7
KC,DEN,PASS,4.0,1,2,4,1.0,10.0,62.0,1,37,13,7,5,FG,7
DEN,KC,RUSH,1.0,0,2,-7,1.0,10.0,25.0,0,-20,2,1,1,FUM,7
DEN,KC,PASS,41.0,1,2,-14,1.0,10.0,25.0,0,48,8,2,5,MFG,7
DEN,KC,PASS,8.0,1,2,-14,1.0,10.0,15.0,1,29,5,0,5,PUNT,7
KC,DEN,RUSH,-1.0,0,2,14,1.0,10.0,37.0,0,-1,1,1,0,ENDQ,7
KC,DEN,RUSH,3.0,0,3,14,1.0,10.0,25.0,1,10,6,1,5,PUNT,7
DEN,KC,RUSH,1.0,0,3,-14,1.0,10.0,27.0,0,19,5,2,3,PUNT,7
KC,DEN,RUSH,1.0,0,3,14,1.0,10.0,14.0,1,24,7,1,6,PUNT,7
DEN,KC,PASS,5.0,1,3,-14,1.0,10.0,15.0,1,9,3,1,2,PUNT,7
KC,DEN,PASS,16.0,1,3,14,1.0,10.0,27.0,1,73,2,0,2,TD,7
DEN,KC,RUSH,2.0,0,3,-21,1.0,10.0,25.0,1,2,3,1,2,PUNT,7
KC,DEN,RUSH,7.0,1,3,21,1.0,10.0,35.0,0,14,6,4,2,PUNT,7
DEN,KC,PASS,0.0,0,3,-21,1.0,10.0,11.0,1,20,9,2,7,PUNT,7
KC,DEN,RUSH,1.0,0,4,21,1.0,10.0,32.0,1,0,3,2,1,PUNT,7
DEN,KC,RUSH,9.0,1,4,-21,1.0,10.0,35.0,1,16,6,2,4,DWNS,7
KC,DEN,RUSH,22.0,1,4,21,1.0,10.0,49.0,0,30,5,3,1,FG,7
DEN,KC,PASS,10.0,1,4,-24,1.0,10.0,25.0,1,8,4,0,4,PUNT,7
KC,DEN,RUSH,1.0,0,4,24,1.0,10.0,22.0,0,5,3,3,0,PUNT,7
DEN,KC,RUSH,4.0,0,4,-24,1.0,10.0,26.0,0,7,2,2,0,ENDQ,7
ARI,NYG,PASS,3.0,0,1,0,1.0,10.0,25.0,1,75,13,6,7,TD,7
NYG,ARI,RUSH,2.0,0,1,-7,1.0,10.0,25.0,0,10,6,3,3,INT,7
ARI,NYG,RUSH,1.0,0,1,7,1.0,10.0,68.0,1,32,3,3,0,TD,7
NYG,ARI,RUSH,1.0,0,1,-14,1.0,10.0,40.0,1,-7,3,1,2,PUNT,7
ARI,NYG,RUSH,5.0,1,1,14,1.0,10.0,17.0,1,54,9,5,3,FG,7
NYG,ARI,PASS,6.0,1,2,-17,1.0,10.0,21.0,1,79,4,1,3,TD,7
ARI,NYG,PASS,0.0,0,2,10,1.0,10.0,14.0,1,-10,3,1,2,BLPU,7
ARI,NYG,RUSH,3.0,0,2,3,1.0,10.0,25.0,0,42,10,4,6,PUNT,7
NYG,ARI,RUSH,4.0,1,2,-3,1.0,10.0,20.0,0,38,11,4,7,PUNT,7
ARI,NYG,RUSH,-1.0,0,2,3,1.0,10.0,16.0,0,-2,2,2,0,ENDQ,7
NYG,ARI,RUSH,4.0,1,3,-3,1.0,10.0,25.0,1,1,3,1,2,PUNT,7
NYG,ARI,PASS,5.0,1,3,-3,1.0,10.0,32.0,0,31,8,3,5,FUM,7
ARI,NYG,RUSH,3.0,0,3,3,1.0,10.0,49.0,0,51,3,3,0,TD,7
NYG,ARI,RUSH,9.0,1,3,-10,1.0,10.0,27.0,0,54,12,4,7,MFG,7
ARI,NYG,RUSH,-1.0,0,3,10,1.0,10.0,27.0,1,-2,6,5,1,PUNT,7
NYG,ARI,PASS,10.0,1,4,-10,1.0,10.0,18.0,1,82,8,4,4,TD,7
ARI,NYG,RUSH,1.0,0,4,3,1.0,10.0,25.0,1,21,6,4,2,PUNT,7
NYG,ARI,PASS,13.0,1,4,-3,1.0,10.0,25.0,1,-5,5,1,4,DWNS,7
ARI,NYG,RUSH,1.0,0,4,3,1.0,10.0,83.0,1,0,4,2,1,FG,7
NYG,ARI,PASS,0.0,0,4,-6,1.0,10.0,12.0,1,-8,6,0,6,DWNS,7
ARI,NYG,RUSH,-5.0,0,4,6,1.0,4.0,96.0,1,-5,1,1,0,ENDQ,7
HOU,IND,RUSH,2.0,0,1,0,1.0,10.0,16.0,1,32,6,3,3,PUNT,7
IND,HOU,PASS,0.0,0,1,0,1.0,10.0,6.0,1,94,12,3,9,TD,7
HOU,IND,RUSH,1.0,0,1,-7,1.0,10.0,34.0,0,28,6,3,3,PUNT,7
IND,HOU,PASS,-5.0,0,1,7,1.0,10.0,20.0,0,25,8,6,2,DWNS,7
HOU,IND,PASS,12.0,1,2,-7,1.0,10.0,55.0,1,16,7,3,3,FG,7
HOU,IND,RUSH,0.0,0,2,-4,1.0,4.0,96.0,1,-9,4,1,2,FG,7
IND,HOU,PASS,23.0,1,2,1,1.0,10.0,25.0,1,75,9,3,6,TD,7
HOU,IND,PASS,13.0,1,2,-8,1.0,10.0,25.0,1,67,8,1,6,FG,7
IND,HOU,RUSH,-1.0,0,2,5,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,7
IND,HOU,PASS,34.0,1,3,5,1.0,10.0,26.0,0,74,8,3,5,TD,7
HOU,IND,PASS,14.0,1,3,-12,1.0,10.0,25.0,1,75,5,3,2,TD,7
HOU,IND,RUSH,-1.0,0,3,-12,1.0,10.0,26.0,1,22,8,3,5,DWNS,7
IND,HOU,RUSH,6.0,1,4,12,1.0,10.0,52.0,0,6,3,1,2,PUNT,7
HOU,IND,RUSH,10.0,1,4,-12,1.0,10.0,11.0,0,48,6,3,3,INT,7
IND,HOU,RUSH,1.0,0,4,12,1.0,10.0,34.0,0,1,3,1,2,PUNT,7
HOU,IND,PASS,41.0,1,4,-12,1.0,10.0,21.0,1,79,6,2,4,TD,7
IND,HOU,PASS,26.0,1,4,5,1.0,10.0,26.0,0,27,4,0,4,PUNT,7
HOU,IND,PASS,0.0,0,4,-5,1.0,10.0,4.0,1,-4,4,2,2,SAF,7
IND,HOU,RUSH,-2.0,0,4,7,1.0,10.0,20.0,0,1,3,2,1,PUNT,7
HOU,IND,PASS,6.0,1,4,-7,1.0,10.0,36.0,1,12,4,0,4,INT,7
IND,HOU,RUSH,-1.0,0,4,7,1.0,10.0,32.0,0,-1,1,1,0,ENDQ,7
JAC,CIN,PASS,14.0,1,1,0,1.0,10.0,25.0,1,74,9,4,5,DWNS,7
CIN,JAC,RUSH,4.0,1,1,0,1.0,10.0,1.0,0,6,3,2,1,PUNT,7
JAC,CIN,RUSH,2.0,0,1,0,1.0,10.0,23.0,0,-13,3,1,2,PUNT,7
CIN,JAC,PASS,12.0,1,1,0,1.0,10.0,47.0,1,12,4,0,4,PUNT,7
JAC,CIN,RUSH,0.0,0,1,0,1.0,10.0,3.0,0,-2,3,1,2,PUNT,7
CIN,JAC,RUSH,4.0,1,1,0,1.0,10.0,57.0,0,-7,3,2,1,PUNT,7
JAC,CIN,RUSH,1.0,0,1,0,1.0,10.0,1.0,0,59,7,5,2,PUNT,7
CIN,JAC,RUSH,0.0,0,2,0,1.0,10.0,12.0,0,2,3,2,1,PUNT,7
JAC,CIN,RUSH,6.0,1,2,0,1.0,10.0,28.0,1,69,11,6,4,FG,7
CIN,JAC,RUSH,1.0,0,2,-3,1.0,10.0,25.0,0,25,5,1,4,PUNT,7
JAC,CIN,RUSH,0.0,0,2,3,1.0,10.0,9.0,0,38,6,3,3,PUNT,7
CIN,JAC,PASS,12.0,1,2,-3,1.0,10.0,20.0,0,80,6,2,4,TD,7
JAC,CIN,PASS,7.0,1,2,-4,1.0,10.0,25.0,1,64,9,0,8,FG,7
CIN,JAC,PASS,0.0,0,2,1,1.0,10.0,49.0,1,0,1,0,1,ENDQ,7
CIN,JAC,RUSH,1.0,0,3,1,1.0,10.0,25.0,0,28,5,2,3,FUM,7
JAC,CIN,RUSH,7.0,1,3,-1,1.0,10.0,43.0,0,38,12,9,2,FG,7
CIN,JAC,RUSH,0.0,0,3,-2,1.0,10.0,25.0,0,-11,3,1,2,PUNT,7
JAC,CIN,RUSH,3.0,0,3,2,1.0,10.0,52.0,0,1,3,2,1,PUNT,7
CIN,JAC,RUSH,11.0,1,3,-2,1.0,10.0,9.0,0,72,10,2,7,FG,7
JAC,CIN,RUSH,20.0,1,3,-1,1.0,10.0,25.0,0,75,6,3,2,TD,7
CIN,JAC,RUSH,-5.0,0,4,-7,1.0,10.0,25.0,0,60,10,3,7,INT,7
JAC,CIN,RUSH,3.0,1,4,7,1.0,10.0,19.0,0,14,6,3,3,PUNT,7
CIN,JAC,PASS,0.0,0,4,-7,1.0,10.0,23.0,1,5,3,0,3,INT,7
CIN,JAC,PASS,0.0,0,4,-14,1.0,10.0,59.0,1,0,1,0,1,INT,7
JAC,CIN,RUSH,13.0,1,4,14,1.0,10.0,63.0,0,29,7,6,0,FG,7
CIN,JAC,PASS,0.0,0,4,-17,1.0,10.0,31.0,1,69,9,3,6,TD,7
JAC,CIN,RUSH,-1.0,0,4,10,1.0,10.0,56.0,0,-1,1,1,0,ENDQ,7
ATL,LA,PASS,5.0,1,1,0,1.0,10.0,33.0,1,33,9,4,4,FG,7
LA,ATL,RUSH,-1.0,0,1,-3,1.0,10.0,25.0,0,53,13,7,5,MFG,7
ATL,LA,RUSH,0.0,0,1,3,1.0,10.0,30.0,0,-15,3,1,2,PUNT,7
LA,ATL,PASS,16.0,1,1,-3,1.0,10.0,43.0,0,20,5,0,4,FG,7
ATL,LA,PASS,13.0,1,1,0,1.0,10.0,25.0,1,26,5,0,5,PUNT,7
LA,ATL,PASS,25.0,1,2,0,1.0,10.0,15.0,0,85,9,2,7,TD,7
ATL,LA,RUSH,3.0,0,2,-7,1.0,10.0,25.0,0,25,8,3,5,PUNT,7
LA,ATL,RUSH,3.0,0,2,7,1.0,10.0,23.0,0,70,11,3,7,FG,7
ATL,LA,PASS,39.0,1,2,-10,1.0,10.0,25.0,1,43,5,0,4,MFG,7
LA,ATL,PASS,0.0,0,2,10,1.0,10.0,40.0,1,0,3,0,3,PUNT,7
ATL,LA,PASS,2.0,0,2,-10,1.0,10.0,45.0,1,-9,3,0,3,PUNT,7
LA,ATL,PASS,0.0,0,2,10,1.0,10.0,49.0,1,4,2,0,2,ENDQ,7
LA,ATL,RUSH,5.0,1,3,10,1.0,10.0,25.0,0,75,9,3,6,TD,7
ATL,LA,RUSH,8.0,1,3,-17,1.0,10.0,25.0,0,-2,2,1,1,INT,7
LA,ATL,RUSH,8.0,1,3,17,1.0,10.0,84.0,0,16,5,5,0,TD,7
ATL,LA,PASS,-4.0,0,3,-24,1.0,10.0,32.0,0,-1,3,1,2,PUNT,7
LA,ATL,RUSH,0.0,0,3,24,1.0,10.0,28.0,0,0,3,3,0,PUNT,7
ATL,LA,RUSH,4.0,1,3,-24,1.0,10.0,29.0,0,35,8,2,6,FUM,7
LA,ATL,RUSH,4.0,1,4,24,1.0,10.0,36.0,0,62,15,10,4,FG,7
ATL,LA,RUSH,5.0,1,4,-27,1.0,10.0,25.0,1,75,8,2,6,TD,7
LA,ATL,RUSH,2.0,0,4,20,1.0,10.0,52.0,0,9,3,3,0,PUNT,7
ATL,LA,RUSH,-1.0,0,4,-27,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,7
BUF,MIA,RUSH,8.0,1,1,0,1.0,10.0,25.0,0,54,10,4,5,FG,7
MIA,BUF,PASS,-10.0,0,1,-3,1.0,10.0,20.0,1,13,6,4,2,PUNT,7
BUF,MIA,RUSH,10.0,1,1,3,1.0,10.0,30.0,0,45,7,2,4,FG,7
MIA,BUF,PASS,35.0,1,1,-6,1.0,10.0,25.0,0,75,8,5,3,TD,7
MIA,BUF,PASS,13.0,1,2,-2,1.0,10.0,25.0,0,75,7,3,4,TD,7
BUF,MIA,RUSH,3.0,0,2,-5,1.0,10.0,25.0,0,-7,3,1,2,PUNT,7
MIA,BUF,RUSH,-2.0,0,2,5,1.0,10.0,37.0,0,-2,3,2,1,PUNT,7
BUF,MIA,PASS,0.0,0,2,-5,1.0,10.0,25.0,1,-8,3,1,2,ENDQ,7
BUF,MIA,RUSH,4.0,1,3,-5,1.0,10.0,2.0,0,98,13,6,6,TD,7
MIA,BUF,RUSH,8.0,1,4,-3,1.0,10.0,25.0,0,18,5,4,1,PUNT,7
BUF,MIA,PASS,24.0,1,4,3,1.0,10.0,20.0,0,29,4,1,3,PUNT,7
MIA,BUF,PASS,14.0,1,4,-3,1.0,10.0,8.0,0,19,2,0,2,FUM,7
BUF,MIA,RUSH,3.0,1,4,3,1.0,10.0,84.0,0,16,3,1,2,TD,7
MIA,BUF,PASS,0.0,0,4,-10,1.0,10.0,25.0,1,-1,3,0,3,PUNT,7
BUF,MIA,RUSH,2.0,0,4,10,1.0,10.0,36.0,0,4,3,3,0,PUNT,7
MIA,BUF,PASS,4.0,1,4,-10,1.0,10.0,40.0,1,60,11,1,10,TD,7
MIA,BUF,RUSH,0.0,0,4,-10,1.0,10.0,25.0,1,45,5,2,3,ENDQ,7
DET,MIN,PASS,0.0,0,1,0,1.0,10.0,25.0,0,38,8,3,5,PUNT,7
MIN,DET,PASS,15.0,1,1,0,1.0,10.0,9.0,0,24,4,1,3,PUNT,7
DET,MIN,RUSH,6.0,1,1,0,1.0,10.0,23.0,0,77,7,3,4,TD,7
MIN,DET,RUSH,15.0,1,1,-7,1.0,10.0,27.0,0,73,5,3,2,TD,7
DET,MIN,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,75,9,5,4,TD,7
MIN,DET,PASS,0.0,0,1,-7,1.0,10.0,39.0,0,61,8,3,5,TD,7
DET,MIN,RUSH,3.0,0,2,0,1.0,10.0,27.0,1,6,3,1,2,PUNT,7
MIN,DET,RUSH,7.0,1,2,0,1.0,10.0,3.0,0,97,15,9,6,TD,7
DET,MIN,RUSH,5.0,1,2,-7,1.0,10.0,25.0,0,75,11,3,8,TD,7
MIN,DET,RUSH,4.0,1,3,0,1.0,10.0,25.0,0,75,12,5,7,TD,7
DET,MIN,PASS,0.0,0,3,-7,1.0,10.0,25.0,0,8,3,1,2,PUNT,7
MIN,DET,PASS,0.0,0,3,7,1.0,10.0,21.0,0,3,3,1,2,PUNT,7
DET,MIN,RUSH,-2.0,0,3,-7,1.0,10.0,12.0,0,60,7,1,5,FG,7
MIN,DET,PASS,4.0,1,3,4,1.0,10.0,26.0,0,47,11,4,6,MFG,7
DET,MIN,RUSH,6.0,1,4,-4,1.0,10.0,35.0,0,24,6,2,4,DWNS,7
MIN,DET,PASS,10.0,1,4,4,1.0,10.0,41.0,0,59,6,4,2,TD,7
DET,MIN,PASS,11.0,1,4,-11,1.0,10.0,25.0,1,75,11,1,9,TD,7
MIN,DET,RUSH,5.0,1,4,5,1.0,10.0,25.0,0,75,4,3,1,TD,7
DET,MIN,PASS,8.0,1,4,-12,1.0,10.0,25.0,1,23,4,0,4,INT,7
MIN,DET,RUSH,-1.0,0,4,12,1.0,10.0,20.0,0,12,4,4,0,ENDQ,7
OAK,GB,RUSH,9.0,1,1,0,1.0,10.0,18.0,0,56,7,4,2,FG,7
GB,OAK,RUSH,2.0,0,1,-3,1.0,10.0,25.0,1,75,6,3,3,TD,7
GB,OAK,PASS,7.0,1,1,4,1.0,10.0,10.0,1,24,6,2,4,PUNT,7
OAK,GB,RUSH,2.0,0,1,-4,1.0,10.0,14.0,0,86,14,5,9,TD,7
GB,OAK,RUSH,4.0,1,2,-3,1.0,10.0,18.0,0,82,11,5,6,TD,7
