sex,location,year,unemployment,country
F,EL63,2019,30.6,EL
F,EL64,2019,25.5,EL
F,EL65,2019,15.5,EL
F,ES11,2019,12.8,ES
F,ES12,2019,15.2,ES
F,ES13,2019,11,ES
F,ES21,2019,9.4,ES
F,ES22,2019,9.2,ES
F,ES23,2019,9.8,ES
F,ES24,2019,11.5,ES
F,ES30,2019,11.5,ES
F,ES41,2019,13.6,ES
F,ES42,2019,21.3,ES
F,ES43,2019,27.7,ES
F,ES51,2019,11.5,ES
F,ES52,2019,16.9,ES
F,ES53,2019,13.4,ES
F,ES61,2019,25.2,ES
F,ES62,2019,18.2,ES
F,ES63,2019,29.7,ES
F,ES64,2019,32.7,ES
F,ES70,2019,21.9,ES
F,EU15,2019,7.2,EU
F,EU27_2020,2019,7.1,EU
F,EU28,2019,6.6,EU
F,FI19,2019,5.6,FI
F,FI1B,2019,6.3,FI
F,FI1C,2019,6.2,FI
F,FI1D,2019,6.8,FI
F,FI20,2019,,FI
F,FR10,2019,7.6,FR
F,FRB0,2019,8.6,FR
F,FRC1,2019,7.5,FR
F,FRC2,2019,9.1,FR
F,FRD1,2019,7.3,FR
F,FRD2,2019,11.3,FR
F,FRE1,2019,10.3,FR
F,FRE2,2019,9.3,FR
F,FRF1,2019,6.5,FR
F,FRF2,2019,9.2,FR
F,FRF3,2019,8.6,FR
F,FRG0,2019,7.9,FR
F,FRH0,2019,6.4,FR
F,FRI1,2019,9,FR
F,FRI2,2019,7.7,FR
F,FRI3,2019,8.8,FR
F,FRJ1,2019,10.5,FR
F,FRJ2,2019,7.4,FR
F,FRK1,2019,5.7,FR
F,FRK2,2019,7.3,FR
F,FRL0,2019,7.8,FR
F,FRM0,2019,,FR
F,FRY1,2019,22.3,FR
F,FRY2,2019,12.9,FR
F,FRY3,2019,20,FR
F,FRY4,2019,21.7,FR
F,FRY5,2019,35.3,FR
F,HR03,2019,7.6,HR
F,HR04,2019,7,HR
F,HU10,2019,,HU
F,HU11,2019,2.9,HU
F,HU12,2019,2.5,HU
F,HU21,2019,2,HU
F,HU22,2019,2.1,HU
F,HU23,2019,4.5,HU
F,HU31,2019,4.5,HU
F,HU32,2019,6.1,HU
F,HU33,2019,3.4,HU
F,IE01,2019,,IE
F,IE02,2019,,IE
F,IE04,2019,4.5,IE
F,IE05,2019,5.1,IE
F,IE06,2019,4.5,IE
F,IS00,2019,3.1,IS
F,ITC1,2019,9.2,IT
F,ITC2,2019,7.3,IT
F,ITC3,2019,12.3,IT
F,ITC4,2019,6.8,IT
F,ITF1,2019,13.5,IT
F,ITF2,2019,14.7,IT
F,ITF3,2019,22.8,IT
F,ITF4,2019,17.6,IT
F,ITF5,2019,12.9,IT
F,ITF6,2019,22.5,IT
F,ITG1,2019,22.6,IT
F,ITG2,2019,15.1,IT
F,ITH1,2019,3.2,IT
F,ITH2,2019,6.2,IT
F,ITH3,2019,7.4,IT
F,ITH4,2019,7.9,IT
F,ITH5,2019,6.6,IT
F,ITI1,2019,7.7,IT
F,ITI2,2019,10,IT
F,ITI3,2019,10.7,IT
F,ITI4,2019,10.4,IT
F,LT00,2019,,LT
F,LT01,2019,3.7,LT
F,LT02,2019,6.4,LT
F,LU00,2019,5.5,LU
F,LV00,2019,5.4,LV
F,ME00,2019,15.7,ME
F,MK00,2019,18.4,MK
F,MT00,2019,3.6,MT
F,NL11,2019,4.5,NL
F,NL12,2019,3.7,NL
F,NL13,2019,2.9,NL
F,NL21,2019,3.2,NL
F,NL22,2019,3.2,NL
F,NL23,2019,3.8,NL
F,NL31,2019,2.8,NL
F,NL32,2019,2.9,NL
F,NL33,2019,4.2,NL
F,NL34,2019,2.8,NL
F,NL41,2019,3.2,NL
F,NL42,2019,2.9,NL
F,NO01,2019,3.9,NO
F,NO02,2019,,NO
F,NO03,2019,3.1,NO
F,NO04,2019,3.7,NO
F,NO05,2019,3.1,NO
F,NO06,2019,,NO
F,NO07,2019,,NO
F,PL21,2019,3.2,PL
F,PL22,2019,2.9,PL
F,PL41,2019,3.1,PL
F,PL42,2019,3.7,PL
F,PL43,2019,,PL
F,PL51,2019,3.5,PL
F,PL52,2019,3.6,PL
F,PL61,2019,5,PL
F,PL62,2019,4.3,PL
F,PL63,2019,3.4,PL
F,PL71,2019,3.6,PL
F,PL72,2019,3.8,PL
F,PL81,2019,5.6,PL
F,PL82,2019,6.1,PL
F,PL84,2019,3.4,PL
F,PL91,2019,1.6,PL
F,PL92,2019,5,PL
F,PT11,2019,7.5,PT
F,PT15,2019,7.1,PT
F,PT16,2019,5.7,PT
F,PT17,2019,7.9,PT
F,PT18,2019,7.2,PT
F,PT20,2019,8.5,PT
F,PT30,2019,7.3,PT
F,RO11,2019,2.9,RO
F,RO12,2019,3.8,RO
F,RO21,2019,2.2,RO
F,RO22,2019,6.4,RO
F,RO31,2019,4.8,RO
F,RO32,2019,1.7,RO
F,RO41,2019,4,RO
F,RO42,2019,2.4,RO
F,RS11,2019,9.3,RS
F,RS12,2019,9.5,RS
F,RS21,2019,12.5,RS
F,RS22,2019,14,RS
F,SE11,2019,6,SE
F,SE12,2019,7.3,SE
F,SE21,2019,7.4,SE
F,SE22,2019,9.1,SE
F,SE23,2019,6.4,SE
F,SE31,2019,7.1,SE
F,SE32,2019,5.4,SE
F,SE33,2019,6.7,SE
F,SI01,2019,,SI
F,SI02,2019,,SI
F,SI03,2019,5.7,SI
F,SI04,2019,4.1,SI
F,SK01,2019,2.2,SK
F,SK02,2019,4.2,SK
F,SK03,2019,6.1,SK
F,SK04,2019,9.8,SK
F,TR10,2019,18.8,TR
F,TR21,2019,15.8,TR
F,TR22,2019,11.4,TR
F,TR31,2019,20.9,TR
F,TR32,2019,11.5,TR
F,TR33,2019,11.8,TR
F,TR41,2019,13.7,TR
F,TR42,2019,16.7,TR
F,TR51,2019,19.8,TR
F,TR52,2019,9.4,TR
F,TR61,2019,16.6,TR
F,TR62,2019,14.8,TR
F,TR63,2019,22.3,TR
F,TR71,2019,17,TR
F,TR72,2019,19,TR
F,TR81,2019,13.1,TR
F,TR82,2019,10.2,TR
F,TR83,2019,8.8,TR
F,TR90,2019,11.4,TR
F,TRA1,2019,8.4,TR
F,TRA2,2019,6.9,TR
F,TRB1,2019,11.5,TR
F,TRB2,2019,26.7,TR
F,TRC1,2019,15.5,TR
F,TRC2,2019,18.1,TR
F,TRC3,2019,42.1,TR
F,UKC1,2019,5.1,UK
F,UKC2,2019,5,UK
F,UKD1,2019,,UK
F,UKD3,2019,5.2,UK
F,UKD4,2019,3.1,UK
F,UKD6,2019,3.1,UK
F,UKD7,2019,3.1,UK
F,UKE1,2019,4.2,UK
F,UKE2,2019,2.3,UK
F,UKE3,2019,5,UK
F,UKE4,2019,5.1,UK
F,UKF1,2019,3.6,UK
F,UKF2,2019,3.8,UK
F,UKF3,2019,4.3,UK
F,UKG1,2019,2.5,UK
F,UKG2,2019,3.1,UK
F,UKG3,2019,6.1,UK
F,UKH1,2019,2.7,UK
F,UKH2,2019,2.8,UK
F,UKH3,2019,3.4,UK
F,UKI1,2019,,UK
F,UKI2,2019,,UK
F,UKI3,2019,4.6,UK
F,UKI4,2019,3.8,UK
F,UKI5,2019,3.8,UK
F,UKI6,2019,4.5,UK
F,UKI7,2019,3.7,UK
F,UKJ1,2019,2.9,UK
F,UKJ2,2019,2.1,UK
F,UKJ3,2019,3.4,UK
F,UKJ4,2019,3.4,UK
F,UKK1,2019,2.6,UK
F,UKK2,2019,2.5,UK
F,UKK3,2019,,UK
F,UKK4,2019,2.1,UK
F,UKL1,2019,3.8,UK
F,UKL2,2019,3.3,UK
F,UKM2,2019,,UK
F,UKM3,2019,,UK
F,UKM5,2019,4.2,UK
F,UKM6,2019,,UK
F,UKM7,2019,3.4,UK
F,UKM8,2019,3.5,UK
F,UKM9,2019,2.9,UK
F,UKN0,2019,2.4,UK
M,AT11,2019,,AT
M,AT12,2019,4,AT
M,AT13,2019,10.2,AT
M,AT21,2019,3.2,AT
M,AT22,2019,3,AT
M,AT31,2019,2.9,AT
M,AT32,2019,2.6,AT
M,AT33,2019,2.1,AT
M,AT34,2019,3.2,AT
M,BE10,2019,12.7,BE
M,BE21,2019,3.8,BE
M,BE22,2019,3.5,BE
M,BE23,2019,3.3,BE
M,BE24,2019,3.7,BE
M,BE25,2019,2.1,BE
M,BE31,2019,5.9,BE
M,BE32,2019,9.9,BE
M,BE33,2019,7.6,BE
M,BE34,2019,5.9,BE
M,BE35,2019,8.4,BE
M,BG31,2019,12,BG
M,BG32,2019,5.5,BG
M,BG33,2019,5.4,BG
M,BG34,2019,4.5,BG
M,BG41,2019,2.5,BG
M,BG42,2019,3.2,BG
M,CH01,2019,7.4,CH
M,CH02,2019,3.9,CH
M,CH03,2019,3,CH
M,CH04,2019,3.4,CH
M,CH05,2019,3.2,CH
M,CH06,2019,2.5,CH
M,CH07,2019,6.1,CH
M,CY00,2019,6.3,CY
M,CZ01,2019,1.2,CZ
M,CZ02,2019,1.2,CZ
M,CZ03,2019,1.2,CZ
M,CZ04,2019,2.5,CZ
M,CZ05,2019,1.5,CZ
M,CZ06,2019,1.3,CZ
M,CZ07,2019,2.1,CZ
M,CZ08,2019,3.4,CZ
M,DE11,2019,2.7,DE
M,DE12,2019,2.9,DE
M,DE13,2019,2.3,DE
M,DE14,2019,2.2,DE
M,DE21,2019,2,DE
M,DE22,2019,2.2,DE
M,DE23,2019,2.4,DE
M,DE24,2019,2.7,DE
M,DE25,2019,2,DE
M,DE26,2019,1.9,DE
M,DE27,2019,2.4,DE
M,DE30,2019,5.7,DE
M,DE40,2019,4.2,DE
M,DE50,2019,6.6,DE
M,DE60,2019,4,DE
M,DE71,2019,3.2,DE
M,DE72,2019,3.9,DE
M,DE73,2019,3.3,DE
M,DE80,2019,4.4,DE
M,DE91,2019,3.6,DE
M,DE92,2019,4.4,DE
M,DE93,2019,3.1,DE
M,DE94,2019,3.2,DE
M,DEA1,2019,4.5,DE
M,DEA2,2019,4.1,DE
M,DEA3,2019,3.9,DE
M,DEA4,2019,3.3,DE
M,DEA5,2019,4.5,DE
M,DEB1,2019,2.6,DE
M,DEB2,2019,,DE
M,DEB3,2019,3.7,DE
M,Dec-00,2019,4.1,DE
M,DED2,2019,3.5,DE
M,DED4,2019,4.1,DE
M,DED5,2019,5,DE
M,DEE0,2019,5,DE
M,DEF0,2019,3.3,DE
M,DEG0,2019,4.1,DE
M,DK01,2019,4.9,DK
M,DK02,2019,4.6,DK
M,DK03,2019,4.7,DK
M,DK04,2019,4.7,DK
M,DK05,2019,5.1,DK
M,EA19,2019,7.2,EA
M,EE00,2019,4.1,EE
M,EL30,2019,14.3,EL
M,EL41,2019,13,EL
M,EL42,2019,10.3,EL
M,EL43,2019,9.3,EL
M,EL51,2019,13,EL
M,EL52,2019,15.8,EL
M,EL53,2019,18,EL
M,EL54,2019,14.6,EL
M,EL61,2019,14.9,EL
M,EL62,2019,9.2,EL
M,EL63,2019,19.5,EL
M,EL64,2019,11.8,EL
M,EL65,2019,9.3,EL
M,ES11,2019,10.8,ES
M,ES12,2019,13.3,ES
M,ES13,2019,9.6,ES
M,ES21,2019,8.9,ES
M,ES22,2019,7.4,ES
M,ES23,2019,10.1,ES
M,ES24,2019,8.8,ES
M,ES30,2019,9.8,ES
M,ES41,2019,10,ES
M,ES42,2019,12.2,ES
M,ES43,2019,16.6,ES
M,ES51,2019,10.6,ES
M,ES52,2019,11.8,ES
M,ES53,2019,10.3,ES
M,ES61,2019,17.8,ES
M,ES62,2019,11.9,ES
M,ES63,2019,23.1,ES
M,ES64,2019,22.4,ES
M,ES70,2019,19.3,ES
M,EU15,2019,6.7,EU
M,EU27_2020,2019,6.4,EU
M,EU28,2019,6.1,EU
M,FI19,2019,7.2,FI
M,FI1B,2019,6.6,FI
M,FI1C,2019,6.4,FI
M,FI1D,2019,8.7,FI
M,FI20,2019,,FI
M,FR10,2019,8.5,FR
M,FRB0,2019,7.8,FR
M,FRC1,2019,7.5,FR
M,FRC2,2019,7.4,FR
M,FRD1,2019,9.2,FR
M,FRD2,2019,8.5,FR
M,FRE1,2019,11.9,FR
M,FRE2,2019,8.8,FR
M,FRF1,2019,7.8,FR
M,FRF2,2019,9,FR
M,FRF3,2019,7.7,FR
M,FRG0,2019,7.1,FR
M,FRH0,2019,7.3,FR
M,FRI1,2019,9.2,FR
M,FRI2,2019,6.3,FR
M,FRI3,2019,7.5,FR
M,FRJ1,2019,10.3,FR
M,FRJ2,2019,6.2,FR
M,FRK1,2019,5.4,FR
M,FRK2,2019,6.7,FR
M,FRL0,2019,9.7,FR
M,FRM0,2019,,FR
M,FRY1,2019,18.7,FR
M,FRY2,2019,17.1,FR
M,FRY3,2019,19.8,FR
M,FRY4,2019,21.1,FR
M,FRY5,2019,25.7,FR
M,HR03,2019,5.4,HR
M,HR04,2019,6.5,HR
M,HU10,2019,,HU
M,HU11,2019,2.1,HU
M,HU12,2019,2.3,HU
M,HU21,2019,1.9,HU
M,HU22,2019,1.5,HU
M,HU23,2019,5,HU
M,HU31,2019,4.4,HU
M,HU32,2019,6.4,HU
M,HU33,2019,3.5,HU
M,IE01,2019,,IE
M,IE02,2019,,IE
M,IE04,2019,5,IE
M,IE05,2019,5.8,IE
M,IE06,2019,4.9,IE
M,IS00,2019,3.8,IS
M,ITC1,2019,6.4,IT
M,ITC2,2019,5.8,IT
M,ITC3,2019,7.4,IT
M,ITC4,2019,4.8,IT
M,ITF1,2019,9.6,IT
M,ITF2,2019,10.5,IT
M,ITF3,2019,18.4,IT
M,ITF4,2019,13.4,IT
M,ITF5,2019,9.5,IT
M,ITF6,2019,20.2,IT
M,ITG1,2019,18.5,IT
M,ITG2,2019,14.5,IT
M,ITH1,2019,2.6,IT
M,ITH2,2019,4.1,IT
M,ITH3,2019,4.3,IT
M,ITH4,2019,4.7,IT
M,ITH5,2019,4.7,IT
M,ITI1,2019,6,IT
M,ITI2,2019,7.2,IT
M,ITI3,2019,7,IT
M,ITI4,2019,9.6,IT
M,LT00,2019,,LT
M,LT01,2019,5.1,LT
M,LT02,2019,7.9,LT
M,LU00,2019,5.7,LU
M,LV00,2019,7.2,LV
M,ME00,2019,14.7,ME
M,MK00,2019,16.5,MK
M,MT00,2019,3.3,MT
M,NL11,2019,5.6,NL
M,NL12,2019,3.7,NL
M,NL13,2019,2.7,NL
M,NL21,2019,2.9,NL
M,NL22,2019,3,NL
M,NL23,2019,3.2,NL
M,NL31,2019,3.1,NL
M,NL32,2019,3.4,NL
M,NL33,2019,3.9,NL
M,NL34,2019,2.3,NL
M,NL41,2019,3.2,NL
M,NL42,2019,3.4,NL
M,NO01,2019,4,NO
M,NO02,2019,,NO
M,NO03,2019,4.2,NO
M,NO04,2019,4.1,NO
M,NO05,2019,4.1,NO
M,NO06,2019,,NO
M,NO07,2019,,NO
M,PL21,2019,2.6,PL
M,PL22,2019,2,PL
M,PL41,2019,2.2,PL
M,PL42,2019,2.8,PL
M,PL43,2019,2.1,PL
M,PL51,2019,3.2,PL
M,PL52,2019,2.9,PL
M,PL61,2019,3.2,PL
M,PL62,2019,2.6,PL
M,PL63,2019,2.3,PL
M,PL71,2019,3.7,PL
M,PL72,2019,4.5,PL
M,PL81,2019,5.3,PL
M,PL82,2019,4.4,PL
M,PL84,2019,2.9,PL
M,PL91,2019,2.4,PL
M,PL92,2019,4.2,PL
M,PT11,2019,5.9,PT
M,PT15,2019,7.2,PT
M,PT16,2019,4.4,PT
M,PT17,2019,6.4,PT
M,PT18,2019,6.7,PT
M,PT20,2019,7.4,PT
M,PT30,2019,6.9,PT
M,RO11,2019,3.2,RO
M,RO12,2019,6.4,RO
M,RO21,2019,2,RO
M,RO22,2019,6.4,RO
M,RO31,2019,4.6,RO
M,RO32,2019,3.2,RO
M,RO41,2019,6.3,RO
M,RO42,2019,4.1,RO
M,RS11,2019,7.3,RS
M,RS12,2019,8.8,RS
M,RS21,2019,11.2,RS
M,RS22,2019,12.8,RS
M,SE11,2019,6.3,SE
M,SE12,2019,7.2,SE
M,SE21,2019,5.3,SE
M,SE22,2019,8.8,SE
M,SE23,2019,5.8,SE
M,SE31,2019,7.4,SE
M,SE32,2019,7.9,SE
M,SE33,2019,5.5,SE
M,SI01,2019,,SI
M,SI02,2019,,SI
M,SI03,2019,4.1,SI
M,SI04,2019,3.9,SI
M,SK01,2019,2.5,SK
M,SK02,2019,3.9,SK
M,SK03,2019,6.1,SK
M,SK04,2019,8.5,SK
M,TR10,2019,12.9,TR
M,TR21,2019,8.8,TR
M,TR22,2019,6.6,TR
M,TR31,2019,13.2,TR
M,TR32,2019,7.8,TR
M,TR33,2019,8.8,TR
M,TR41,2019,10,TR
M,TR42,2019,11.9,TR
M,TR51,2019,11.4,TR
M,TR52,2019,7.3,TR
M,TR61,2019,11.5,TR
M,TR62,2019,10.6,TR
M,TR63,2019,16.3,TR
M,TR71,2019,11.3,TR
M,TR72,2019,12.6,TR
M,TR81,2019,7.5,TR
M,TR82,2019,6.1,TR
M,TR83,2019,8.1,TR
M,TR90,2019,8.9,TR
M,TRA1,2019,12.4,TR
M,TRA2,2019,10.7,TR
M,TRB1,2019,9.1,TR
M,TRB2,2019,25.4,TR
M,TRC1,2019,15,TR
M,TRC2,2019,25,TR
M,TRC3,2019,26.8,TR
M,UKC1,2019,6.2,UK
M,UKC2,2019,6.2,UK
M,UKD1,2019,,UK
M,UKD3,2019,4.9,UK
M,UKD4,2019,4.3,UK
M,UKD6,2019,3.4,UK
M,UKD7,2019,4.6,UK
M,UKE1,2019,5,UK
M,UKE2,2019,3,UK
M,UKE3,2019,5.2,UK
M,UKE4,2019,4.3,UK
M,UKF1,2019,4.2,UK
M,UKF2,2019,4.6,UK
M,UKF3,2019,3.2,UK
M,UKG1,2019,3.4,UK
M,UKG2,2019,3.4,UK
M,UKG3,2019,5.9,UK
M,UKH1,2019,3.1,UK
M,UKH2,2019,2.7,UK
M,UKH3,2019,3,UK
M,UKI1,2019,,UK
M,UKI2,2019,,UK
M,UKI3,2019,3.2,UK
M,UKI4,2019,4.1,UK
M,UKI5,2019,4.9,UK
M,UKI6,2019,3.7,UK
M,UKI7,2019,6.4,UK
M,UKJ1,2019,2.7,UK
M,UKJ2,2019,3,UK
M,UKJ3,2019,3.1,UK
M,UKJ4,2019,4.3,UK
M,UKK1,2019,2.9,UK
M,UKK2,2019,1.8,UK
M,UKK3,2019,,UK
M,UKK4,2019,3.9,UK
M,UKL1,2019,4.3,UK
M,UKL2,2019,3.2,UK
M,UKM2,2019,,UK
M,UKM3,2019,,UK
M,UKM5,2019,,UK
M,UKM6,2019,,UK
M,UKM7,2019,3.4,UK
M,UKM8,2019,5.5,UK
M,UKM9,2019,3.3,UK
M,UKN0,2019,3,UK
T,AT11,2019,3.6,AT
T,AT12,2019,4,AT
T,AT13,2019,9.3,AT
T,AT21,2019,3.8,AT
T,AT22,2019,3.2,AT
T,AT31,2019,2.9,AT
T,AT32,2019,2.4,AT
T,AT33,2019,2.1,AT
T,AT34,2019,3.2,AT
T,BE10,2019,12.6,BE
T,BE21,2019,3.6,BE
T,BE22,2019,3.6,BE
T,BE23,2019,2.9,BE
T,BE24,2019,3.6,BE
T,BE25,2019,2.5,BE
T,BE31,2019,5.5,BE
T,BE32,2019,8.6,BE
T,BE33,2019,6.7,BE
T,BE34,2019,5.4,BE
T,BE35,2019,7,BE
T,BG31,2019,10.9,BG
T,BG32,2019,5.1,BG
T,BG33,2019,5.9,BG
T,BG34,2019,4,BG
T,BG41,2019,2.3,BG
T,BG42,2019,3,BG
T,CH01,2019,7.5,CH
T,CH02,2019,3.8,CH
T,CH03,2019,3.5,CH
T,CH04,2019,4,CH
T,CH05,2019,3.5,CH
T,CH06,2019,2.7,CH
T,CH07,2019,6.9,CH
T,CY00,2019,7.1,CY
T,CZ01,2019,1.3,CZ
T,CZ02,2019,1.3,CZ
T,CZ03,2019,1.5,CZ
T,CZ04,2019,3,CZ
T,CZ05,2019,1.7,CZ
T,CZ06,2019,1.9,CZ
T,CZ07,2019,2.2,CZ
T,CZ08,2019,3.7,CZ
T,DE11,2019,2.4,DE
T,DE12,2019,2.8,DE
T,DE13,2019,2.2,DE
T,DE14,2019,1.9,DE
T,DE21,2019,1.9,DE
T,DE22,2019,2,DE
T,DE23,2019,2.3,DE
T,DE24,2019,2.3,DE
T,DE25,2019,2.1,DE
T,DE26,2019,2,DE
T,DE27,2019,2.2,DE
T,DE30,2019,5.3,DE
T,DE40,2019,3.4,DE
T,DE50,2019,5.1,DE
T,DE60,2019,3.6,DE
T,DE71,2019,3.1,DE
T,DE72,2019,3.3,DE
T,DE73,2019,2.8,DE
T,DE80,2019,4,DE
T,DE91,2019,3.3,DE
T,DE92,2019,3.5,DE
T,DE93,2019,2.6,DE
T,DE94,2019,3,DE
T,DEA1,2019,3.8,DE
T,DEA2,2019,3.4,DE
T,DEA3,2019,3.4,DE
T,DEA4,2019,3,DE
T,DEA5,2019,3.9,DE
T,DEB1,2019,2.3,DE
T,DEB2,2019,2,DE
T,DEB3,2019,3.3,DE
T,Dec-00,2019,3.7,DE
T,DED2,2019,3.5,DE
T,DED4,2019,3.7,DE
T,DED5,2019,4.7,DE
T,DEE0,2019,4.6,DE
T,DEF0,2019,2.9,DE
T,DEG0,2019,3.7,DE
T,DK01,2019,5.1,DK
T,DK02,2019,4.9,DK
T,DK03,2019,4.8,DK
T,DK04,2019,4.9,DK
T,DK05,2019,5.8,DK
T,EA19,2019,7.6,EA
T,EE00,2019,4.4,EE
T,EL30,2019,16.9,EL
T,EL41,2019,17.7,EL
T,EL42,2019,13.7,EL
T,EL43,2019,11.7,EL
T,EL51,2019,16.2,EL
T,EL52,2019,19.6,EL
T,EL53,2019,24.6,EL
T,EL54,2019,16.4,EL
T,EL61,2019,18.7,EL
T,EL62,2019,12.4,EL
T,EL63,2019,24.1,EL
T,EL64,2019,17.2,EL
T,EL65,2019,12,EL
T,ES11,2019,11.8,ES
T,ES12,2019,14.2,ES
T,ES13,2019,10.3,ES
T,ES21,2019,9.2,ES
T,ES22,2019,8.2,ES
T,ES23,2019,10,ES
T,ES24,2019,10,ES
T,ES30,2019,10.6,ES
T,ES41,2019,11.6,ES
T,ES42,2019,16.2,ES
T,ES43,2019,21.6,ES
T,ES51,2019,11,ES
T,ES52,2019,14.1,ES
T,ES53,2019,11.8,ES
T,ES61,2019,21.2,ES
T,ES62,2019,14.7,ES
T,ES63,2019,25.8,ES
T,ES64,2019,27,ES
T,ES70,2019,20.5,ES
T,EU15,2019,6.9,EU
T,EU27_2020,2019,6.7,EU
T,EU28,2019,6.3,EU
T,FI19,2019,6.4,FI
T,FI1B,2019,6.4,FI
T,FI1C,2019,6.3,FI
T,FI1D,2019,7.8,FI
T,FI20,2019,,FI
T,FR10,2019,8.1,FR
T,FRB0,2019,8.2,FR
T,FRC1,2019,7.5,FR
T,FRC2,2019,8.1,FR
T,FRD1,2019,8.3,FR
T,FRD2,2019,9.8,FR
T,FRE1,2019,11.2,FR
T,FRE2,2019,9,FR
T,FRF1,2019,7.2,FR
T,FRF2,2019,9.1,FR
T,FRF3,2019,8.1,FR
T,FRG0,2019,7.5,FR
T,FRH0,2019,6.9,FR
T,FRI1,2019,9.1,FR
T,FRI2,2019,7,FR
T,FRI3,2019,8.1,FR
T,FRJ1,2019,10.4,FR
T,FRJ2,2019,6.8,FR
T,FRK1,2019,5.5,FR
T,FRK2,2019,7,FR
T,FRL0,2019,8.8,FR
T,FRM0,2019,6.4,FR
T,FRY1,2019,20.6,FR
T,FRY2,2019,14.9,FR
T,FRY3,2019,19.9,FR
T,FRY4,2019,21.4,FR
T,FRY5,2019,30.1,FR
T,HR03,2019,6.4,HR
T,HR04,2019,6.7,HR
T,HU10,2019,,HU
T,HU11,2019,2.5,HU
T,HU12,2019,2.4,HU
T,HU21,2019,2,HU
T,HU22,2019,1.8,HU
T,HU23,2019,4.8,HU
T,HU31,2019,4.5,HU
T,HU32,2019,6.3,HU
T,HU33,2019,3.5,HU
T,IE01,2019,,IE
T,IE02,2019,,IE
T,IE04,2019,4.8,IE
T,IE05,2019,5.5,IE
T,IE06,2019,4.7,IE
T,IS00,2019,3.5,IS
T,ITC1,2019,7.7,IT
T,ITC2,2019,6.5,IT
T,ITC3,2019,9.6,IT
T,ITC4,2019,5.6,IT
T,ITF1,2019,11.2,IT
T,ITF2,2019,12.2,IT
T,ITF3,2019,20,IT
T,ITF4,2019,14.9,IT
T,ITF5,2019,10.8,IT
T,ITF6,2019,21,IT
T,ITG1,2019,20,IT
T,ITG2,2019,14.7,IT
T,ITH1,2019,2.9,IT
T,ITH2,2019,5.1,IT
