sex,location,year,unemployment,country
M,FRF1,2015,9.4,FR
M,FRF2,2015,14.5,FR
M,FRF3,2015,12.9,FR
M,FRG0,2015,9.4,FR
M,FRH0,2015,8.5,FR
M,FRI1,2015,9.7,FR
M,FRI2,2015,9.9,FR
M,FRI3,2015,10.6,FR
M,FRJ1,2015,13.8,FR
M,FRJ2,2015,8.9,FR
M,FRK1,2015,9.1,FR
M,FRK2,2015,9.2,FR
M,FRL0,2015,10.9,FR
M,FRM0,2015,8.1,FR
M,FRY1,2015,21.3,FR
M,FRY2,2015,19.3,FR
M,FRY3,2015,17.8,FR
M,FRY4,2015,22.5,FR
M,FRY5,2015,19.8,FR
M,HR03,2015,16.7,HR
M,HR04,2015,15,HR
M,HU10,2015,,HU
M,HU11,2015,4.7,HU
M,HU12,2015,6.1,HU
M,HU21,2015,4,HU
M,HU22,2015,3.5,HU
M,HU23,2015,7.8,HU
M,HU31,2015,8.5,HU
M,HU32,2015,10.7,HU
M,HU33,2015,7.5,HU
M,IE01,2015,,IE
M,IE02,2015,,IE
M,IE04,2015,11.2,IE
M,IE05,2015,11.6,IE
M,IE06,2015,10.1,IE
M,IS00,2015,3.9,IS
M,ITC1,2015,10.1,IT
M,ITC2,2015,9.6,IT
M,ITC3,2015,9,IT
M,ITC4,2015,7.2,IT
M,ITF1,2015,10.7,IT
M,ITF2,2015,14.1,IT
M,ITF3,2015,18,IT
M,ITF4,2015,18.5,IT
M,ITF5,2015,12.5,IT
M,ITF6,2015,22.5,IT
M,ITG1,2015,20.7,IT
M,ITG2,2015,16.8,IT
M,ITH1,2015,3.5,IT
M,ITH2,2015,6.4,IT
M,ITH3,2015,5.8,IT
M,ITH4,2015,6.8,IT
M,ITH5,2015,6.6,IT
M,ITI1,2015,8.8,IT
M,ITI2,2015,9,IT
M,ITI3,2015,9.1,IT
M,ITI4,2015,11.5,IT
M,LT00,2015,,LT
M,LT01,2015,9.3,LT
M,LT02,2015,10.4,LT
M,LU00,2015,6.1,LU
M,LV00,2015,11.1,LV
M,ME00,2015,17.8,ME
M,MK00,2015,26.8,MK
M,MT00,2015,5.4,MT
M,NL11,2015,10.1,NL
M,NL12,2015,8.2,NL
M,NL13,2015,7.5,NL
M,NL21,2015,6.7,NL
M,NL22,2015,5.9,NL
M,NL23,2015,6.7,NL
M,NL31,2015,5.9,NL
M,NL32,2015,6,NL
M,NL33,2015,7.1,NL
M,NL34,2015,5.4,NL
M,NL41,2015,6,NL
M,NL42,2015,6.2,NL
M,NO01,2015,4.7,NO
M,NO02,2015,4.9,NO
M,NO03,2015,4.7,NO
M,NO04,2015,5,NO
M,NO05,2015,4.1,NO
M,NO06,2015,3.8,NO
M,NO07,2015,4.4,NO
M,PL21,2015,6.9,PL
M,PL22,2015,7,PL
M,PL41,2015,5.1,PL
M,PL42,2015,7.5,PL
M,PL43,2015,6.3,PL
M,PL51,2015,6.8,PL
M,PL52,2015,5.9,PL
M,PL61,2015,7.2,PL
M,PL62,2015,8.7,PL
M,PL63,2015,6.9,PL
M,PL71,2015,7.7,PL
M,PL72,2015,10.3,PL
M,PL81,2015,9.2,PL
M,PL82,2015,11,PL
M,PL84,2015,7.1,PL
M,PL91,2015,5,PL
M,PL92,2015,8.5,PL
M,PT11,2015,13.3,PT
M,PT15,2015,13.6,PT
M,PT16,2015,9,PT
M,PT17,2015,13.2,PT
M,PT18,2015,12.6,PT
M,PT20,2015,14.5,PT
M,PT30,2015,15.8,PT
M,RO11,2015,4.8,RO
M,RO12,2015,7.7,RO
M,RO21,2015,3.9,RO
M,RO22,2015,9.6,RO
M,RO31,2015,11,RO
M,RO32,2015,6.2,RO
M,RO41,2015,12.5,RO
M,RO42,2015,5.6,RO
M,RS11,2015,18.3,RS
M,RS12,2015,16.8,RS
M,RS21,2015,15.7,RS
M,RS22,2015,17.3,RS
M,SE11,2015,6.8,SE
M,SE12,2015,8.1,SE
M,SE21,2015,6.1,SE
M,SE22,2015,9.8,SE
M,SE23,2015,6.6,SE
M,SE31,2015,8.6,SE
M,SE32,2015,7,SE
M,SE33,2015,7.8,SE
M,SI01,2015,,SI
M,SI02,2015,,SI
M,SI03,2015,9,SI
M,SI04,2015,7,SI
M,SK01,2015,5.3,SK
M,SK02,2015,8.3,SK
M,SK03,2015,11.9,SK
M,SK04,2015,13.5,SK
M,TR10,2015,11,TR
M,TR21,2015,5.4,TR
M,TR22,2015,4.7,TR
M,TR31,2015,12,TR
M,TR32,2015,6.2,TR
M,TR33,2015,3.9,TR
M,TR41,2015,6.5,TR
M,TR42,2015,8.5,TR
M,TR51,2015,8.3,TR
M,TR52,2015,5.4,TR
M,TR61,2015,7.8,TR
M,TR62,2015,8.2,TR
M,TR63,2015,14.4,TR
M,TR71,2015,8.4,TR
M,TR72,2015,8.6,TR
M,TR81,2015,5.9,TR
M,TR82,2015,6,TR
M,TR83,2015,6.1,TR
M,TR90,2015,5.1,TR
M,TRA1,2015,7.6,TR
M,TRA2,2015,4.3,TR
M,TRB1,2015,7.5,TR
M,TRB2,2015,12.2,TR
M,TRC1,2015,9.5,TR
M,TRC2,2015,19.2,TR
M,TRC3,2015,24.2,TR
M,UKC1,2015,8.7,UK
M,UKC2,2015,8.6,UK
M,UKD1,2015,4.5,UK
M,UKD3,2015,6.5,UK
M,UKD4,2015,3.9,UK
M,UKD6,2015,2.9,UK
M,UKD7,2015,7.1,UK
M,UKE1,2015,5.7,UK
M,UKE2,2015,4.1,UK
M,UKE3,2015,8.1,UK
M,UKE4,2015,7.5,UK
M,UKF1,2015,5.2,UK
M,UKF2,2015,4.6,UK
M,UKF3,2015,4.3,UK
M,UKG1,2015,2.7,UK
M,UKG2,2015,4.7,UK
M,UKG3,2015,8.6,UK
M,UKH1,2015,4.2,UK
M,UKH2,2015,4.8,UK
M,UKH3,2015,4.3,UK
M,UKI1,2015,,UK
M,UKI2,2015,,UK
M,UKI3,2015,5.3,UK
M,UKI4,2015,7.2,UK
M,UKI5,2015,6,UK
M,UKI6,2015,4,UK
M,UKI7,2015,5.8,UK
M,UKJ1,2015,3.3,UK
M,UKJ2,2015,3.9,UK
M,UKJ3,2015,4.3,UK
M,UKJ4,2015,4.6,UK
M,UKK1,2015,3.9,UK
M,UKK2,2015,3.7,UK
M,UKK3,2015,5.1,UK
M,UKK4,2015,2.8,UK
M,UKL1,2015,7.2,UK
M,UKL2,2015,6.6,UK
M,UKM2,2015,,UK
M,UKM3,2015,,UK
M,UKM5,2015,3.4,UK
M,UKM6,2015,,UK
M,UKM7,2015,6.4,UK
M,UKM8,2015,8.1,UK
M,UKM9,2015,7.1,UK
M,UKN0,2015,7,UK
T,AT11,2015,5.2,AT
T,AT12,2015,5.2,AT
T,AT13,2015,10.6,AT
T,AT21,2015,6.1,AT
T,AT22,2015,4.7,AT
T,AT31,2015,4.1,AT
T,AT32,2015,3.5,AT
T,AT33,2015,3,AT
T,AT34,2015,3.5,AT
T,BE10,2015,17.3,BE
T,BE21,2015,6.1,BE
T,BE22,2015,6,BE
T,BE23,2015,4.4,BE
T,BE24,2015,5.1,BE
T,BE25,2015,4.2,BE
T,BE31,2015,7.9,BE
T,BE32,2015,13.3,BE
T,BE33,2015,12.9,BE
T,BE34,2015,9.3,BE
T,BE35,2015,10.9,BE
T,BG31,2015,12.1,BG
T,BG32,2015,10.6,BG
T,BG33,2015,10.3,BG
T,BG34,2015,10.4,BG
T,BG41,2015,6.7,BG
T,BG42,2015,9.3,BG
T,CH01,2015,7.5,CH
T,CH02,2015,4.4,CH
T,CH03,2015,4.3,CH
T,CH04,2015,4.1,CH
T,CH05,2015,4,CH
T,CH06,2015,3.4,CH
T,CH07,2015,6.9,CH
T,CY00,2015,15,CY
T,CZ01,2015,2.8,CZ
T,CZ02,2015,3.5,CZ
T,CZ03,2015,3.9,CZ
T,CZ04,2015,7.3,CZ
T,CZ05,2015,5.2,CZ
T,CZ06,2015,4.9,CZ
T,CZ07,2015,5.3,CZ
T,CZ08,2015,8.2,CZ
T,DE11,2015,3.4,DE
T,DE12,2015,3.3,DE
T,DE13,2015,2.5,DE
T,DE14,2015,3,DE
T,DE21,2015,2.7,DE
T,DE22,2015,2.5,DE
T,DE23,2015,2.8,DE
T,DE24,2015,3.9,DE
T,DE25,2015,3,DE
T,DE26,2015,3,DE
T,DE27,2015,3,DE
T,DE30,2015,9.5,DE
T,DE40,2015,5.7,DE
T,DE50,2015,5.6,DE
T,DE60,2015,4.3,DE
T,DE71,2015,4.1,DE
T,DE72,2015,3.9,DE
T,DE73,2015,3.6,DE
T,DE80,2015,7.8,DE
T,DE91,2015,4.9,DE
T,DE92,2015,4.7,DE
T,DE93,2015,3.5,DE
T,DE94,2015,4,DE
T,DEA1,2015,5.9,DE
T,DEA2,2015,4.8,DE
T,DEA3,2015,4.4,DE
T,DEA4,2015,4.7,DE
T,DEA5,2015,5.7,DE
T,DEB1,2015,3.4,DE
T,DEB2,2015,2.9,DE
T,DEB3,2015,4.1,DE
T,Dec-00,2015,5.6,DE
T,DED2,2015,6.2,DE
T,DED4,2015,5.4,DE
T,DED5,2015,7.7,DE
T,DEE0,2015,8,DE
T,DEF0,2015,4.2,DE
T,DEG0,2015,5.8,DE
T,DK01,2015,6.8,DK
T,DK02,2015,6,DK
T,DK03,2015,6.2,DK
T,DK04,2015,5.7,DK
T,DK05,2015,6.4,DK
T,EA19,2015,10.9,EA
T,EE00,2015,6.2,EE
T,EL30,2015,25.2,EL
T,EL41,2015,18,EL
T,EL42,2015,14.9,EL
T,EL43,2015,24.3,EL
T,EL51,2015,23.4,EL
T,EL52,2015,26,EL
T,EL53,2015,30.8,EL
T,EL54,2015,24.6,EL
T,EL61,2015,27.1,EL
T,EL62,2015,19,EL
T,EL63,2015,28.5,EL
T,EL64,2015,26,EL
T,EL65,2015,22.3,EL
T,ES11,2015,19.3,ES
T,ES12,2015,19.1,ES
T,ES13,2015,17.7,ES
T,ES21,2015,14.8,ES
T,ES22,2015,13.8,ES
T,ES23,2015,15.4,ES
T,ES24,2015,16.3,ES
T,ES30,2015,17.1,ES
T,ES41,2015,18.3,ES
T,ES42,2015,26.4,ES
T,ES43,2015,29.1,ES
T,ES51,2015,18.6,ES
T,ES52,2015,22.8,ES
T,ES53,2015,17.3,ES
T,ES61,2015,31.6,ES
T,ES62,2015,24.6,ES
T,ES63,2015,27.6,ES
T,ES64,2015,34,ES
T,ES70,2015,29.1,ES
T,EU15,2015,9.8,EU
T,EU27_2020,2015,10.1,EU
T,EU28,2015,9.4,EU
T,FI19,2015,9.8,FI
T,FI1B,2015,8,FI
T,FI1C,2015,10,FI
T,FI1D,2015,10.4,FI
T,FI20,2015,,FI
T,FR10,2015,9.6,FR
T,FRB0,2015,10.7,FR
T,FRC1,2015,8.8,FR
T,FRC2,2015,9.3,FR
T,FRD1,2015,8.2,FR
T,FRD2,2015,10.6,FR
T,FRE1,2015,13.8,FR
T,FRE2,2015,10.8,FR
T,FRF1,2015,9.1,FR
T,FRF2,2015,13,FR
T,FRF3,2015,12.2,FR
T,FRG0,2015,9.1,FR
T,FRH0,2015,7.8,FR
T,FRI1,2015,9.7,FR
T,FRI2,2015,8.9,FR
T,FRI3,2015,9.8,FR
T,FRJ1,2015,13,FR
T,FRJ2,2015,8.6,FR
T,FRK1,2015,8.6,FR
T,FRK2,2015,9.1,FR
T,FRL0,2015,11,FR
T,FRM0,2015,11.9,FR
T,FRY1,2015,23.6,FR
T,FRY2,2015,18,FR
T,FRY3,2015,21.9,FR
T,FRY4,2015,23.5,FR
T,FRY5,2015,25.3,FR
T,HR03,2015,16.8,HR
T,HR04,2015,15.9,HR
T,HU10,2015,,HU
T,HU11,2015,5.1,HU
T,HU12,2015,5.7,HU
T,HU21,2015,4.4,HU
T,HU22,2015,3.8,HU
T,HU23,2015,8.1,HU
T,HU31,2015,8.7,HU
T,HU32,2015,10.9,HU
T,HU33,2015,7.9,HU
T,IE01,2015,,IE
T,IE02,2015,,IE
T,IE04,2015,10.1,IE
T,IE05,2015,10.7,IE
T,IE06,2015,9.4,IE
T,IS00,2015,4,IS
T,ITC1,2015,10.3,IT
T,ITC2,2015,8.9,IT
T,ITC3,2015,9.2,IT
T,ITC4,2015,7.9,IT
T,ITF1,2015,12.6,IT
T,ITF2,2015,14.4,IT
T,ITF3,2015,19.8,IT
T,ITF4,2015,19.7,IT
T,ITF5,2015,13.7,IT
T,ITF6,2015,23,IT
T,ITG1,2015,21.4,IT
T,ITG2,2015,17.4,IT
T,ITH1,2015,3.8,IT
T,ITH2,2015,6.8,IT
T,ITH3,2015,7.1,IT
T,ITH4,2015,8,IT
T,ITH5,2015,7.8,IT
T,ITI1,2015,9.2,IT
T,ITI2,2015,10.5,IT
T,ITI3,2015,10,IT
T,ITI4,2015,11.8,IT
T,LT00,2015,,LT
T,LT01,2015,7.6,LT
T,LT02,2015,9.8,LT
T,LU00,2015,6.7,LU
T,LV00,2015,9.9,LV
T,ME00,2015,17.6,ME
T,MK00,2015,26.1,MK
T,MT00,2015,5.4,MT
T,NL11,2015,9.1,NL
T,NL12,2015,7.9,NL
T,NL13,2015,7.5,NL
T,NL21,2015,6.9,NL
T,NL22,2015,6.3,NL
T,NL23,2015,7.9,NL
T,NL31,2015,6.4,NL
T,NL32,2015,6.2,NL
T,NL33,2015,7.8,NL
T,NL34,2015,5.3,NL
T,NL41,2015,6.5,NL
T,NL42,2015,6.3,NL
T,NO01,2015,4.7,NO
T,NO02,2015,4.5,NO
T,NO03,2015,4.5,NO
T,NO04,2015,4.6,NO
T,NO05,2015,3.9,NO
T,NO06,2015,3.7,NO
T,NO07,2015,3.4,NO
T,PL21,2015,7.2,PL
T,PL22,2015,7.2,PL
T,PL41,2015,5.8,PL
T,PL42,2015,7.5,PL
T,PL43,2015,6.4,PL
T,PL51,2015,7,PL
T,PL52,2015,6.5,PL
T,PL61,2015,7.9,PL
T,PL62,2015,9.5,PL
T,PL63,2015,6.6,PL
T,PL71,2015,7.7,PL
T,PL72,2015,10.1,PL
T,PL81,2015,9.3,PL
T,PL82,2015,11.6,PL
T,PL84,2015,7,PL
T,PL91,2015,4.9,PL
T,PL92,2015,8.3,PL
T,PT11,2015,13.8,PT
T,PT15,2015,12.6,PT
T,PT16,2015,9.5,PT
T,PT17,2015,13.1,PT
T,PT18,2015,13.5,PT
T,PT20,2015,12.8,PT
T,PT30,2015,14.9,PT
T,RO11,2015,4.6,RO
T,RO12,2015,7.4,RO
T,RO21,2015,3.6,RO
T,RO22,2015,9,RO
T,RO31,2015,10.3,RO
T,RO32,2015,5.3,RO
T,RO41,2015,10.1,RO
T,RO42,2015,5.4,RO
T,RS11,2015,18.7,RS
T,RS12,2015,16.7,RS
T,RS21,2015,17.1,RS
T,RS22,2015,18.9,RS
T,SE11,2015,7,SE
T,SE12,2015,7.9,SE
T,SE21,2015,6,SE
T,SE22,2015,9.5,SE
T,SE23,2015,6.6,SE
T,SE31,2015,7.9,SE
T,SE32,2015,7.1,SE
T,SE33,2015,7.2,SE
T,SI01,2015,,SI
T,SI02,2015,,SI
T,SI03,2015,10.3,SI
T,SI04,2015,7.5,SI
T,SK01,2015,5.7,SK
T,SK02,2015,9.7,SK
T,SK03,2015,12.8,SK
T,SK04,2015,15,SK
T,TR10,2015,12.8,TR
T,TR21,2015,7.3,TR
T,TR22,2015,5.4,TR
T,TR31,2015,14.9,TR
T,TR32,2015,6.9,TR
T,TR33,2015,4.1,TR
T,TR41,2015,7.7,TR
T,TR42,2015,10.2,TR
T,TR51,2015,11.1,TR
T,TR52,2015,6.5,TR
T,TR61,2015,9.5,TR
T,TR62,2015,9.8,TR
T,TR63,2015,16.3,TR
T,TR71,2015,10,TR
T,TR72,2015,9.7,TR
T,TR81,2015,6.9,TR
T,TR82,2015,6.9,TR
T,TR83,2015,6.6,TR
T,TR90,2015,4.9,TR
T,TRA1,2015,6,TR
T,TRA2,2015,3.9,TR
T,TRB1,2015,7.9,TR
T,TRB2,2015,9.7,TR
T,TRC1,2015,9.7,TR
T,TRC2,2015,17.4,TR
T,TRC3,2015,24.4,TR
T,UKC1,2015,8.5,UK
T,UKC2,2015,7.7,UK
T,UKD1,2015,4.3,UK
T,UKD3,2015,6.5,UK
T,UKD4,2015,4.6,UK
T,UKD6,2015,3.5,UK
T,UKD7,2015,5.9,UK
T,UKE1,2015,6.4,UK
T,UKE2,2015,3.2,UK
T,UKE3,2015,7.4,UK
T,UKE4,2015,6.6,UK
T,UKF1,2015,4.8,UK
T,UKF2,2015,4.5,UK
T,UKF3,2015,4.5,UK
T,UKG1,2015,3.2,UK
T,UKG2,2015,4.7,UK
T,UKG3,2015,7.9,UK
T,UKH1,2015,4.3,UK
T,UKH2,2015,3.8,UK
T,UKH3,2015,4.3,UK
T,UKI1,2015,,UK
T,UKI2,2015,,UK
T,UKI3,2015,5.4,UK
T,UKI4,2015,7.2,UK
T,UKI5,2015,7.5,UK
T,UKI6,2015,4.6,UK
T,UKI7,2015,5.5,UK
T,UKJ1,2015,3.5,UK
T,UKJ2,2015,3.7,UK
T,UKJ3,2015,4.1,UK
T,UKJ4,2015,5.3,UK
T,UKK1,2015,3.9,UK
T,UKK2,2015,4,UK
T,UKK3,2015,4.5,UK
T,UKK4,2015,3.7,UK
T,UKL1,2015,6.5,UK
T,UKL2,2015,4.8,UK
T,UKM2,2015,,UK
T,UKM3,2015,,UK
T,UKM5,2015,3.2,UK
T,UKM6,2015,2.8,UK
T,UKM7,2015,6,UK
T,UKM8,2015,7.1,UK
T,UKM9,2015,6.1,UK
T,UKN0,2015,6.1,UK
F,AT11,2014,4.9,AT
F,AT12,2014,5,AT
F,AT13,2014,9.1,AT
F,AT21,2014,5.9,AT
F,AT22,2014,4.9,AT
F,AT31,2014,4.3,AT
F,AT32,2014,3.3,AT
F,AT33,2014,2.8,AT
F,AT34,2014,,AT
F,BE10,2014,16.1,BE
F,BE21,2014,6.2,BE
F,BE22,2014,5.2,BE
F,BE23,2014,4.2,BE
F,BE24,2014,4.8,BE
F,BE25,2014,4.1,BE
F,BE31,2014,9.2,BE
F,BE32,2014,12.3,BE
F,BE33,2014,11.3,BE
F,BE34,2014,9.6,BE
F,BE35,2014,9.2,BE
F,BG31,2014,11.5,BG
F,BG32,2014,11.7,BG
F,BG33,2014,12.2,BG
F,BG34,2014,12.2,BG
F,BG41,2014,7.6,BG
F,BG42,2014,11.4,BG
F,CH01,2014,7.7,CH
F,CH02,2014,4.8,CH
F,CH03,2014,4.1,CH
F,CH04,2014,3.7,CH
F,CH05,2014,4.2,CH
F,CH06,2014,4.3,CH
F,CH07,2014,8,CH
F,CY00,2014,15.1,CY
F,CZ01,2014,2.7,CZ
F,CZ02,2014,6.1,CZ
F,CZ03,2014,7.4,CZ
F,CZ04,2014,10.4,CZ
F,CZ05,2014,8.1,CZ
F,CZ06,2014,6.9,CZ
F,CZ07,2014,8.4,CZ
F,CZ08,2014,10.2,CZ
F,DE11,2014,2.9,DE
F,DE12,2014,3.2,DE
F,DE13,2014,3,DE
F,DE14,2014,2.5,DE
F,DE21,2014,2.4,DE
F,DE22,2014,3,DE
F,DE23,2014,2.3,DE
F,DE24,2014,3.9,DE
F,DE25,2014,3.3,DE
F,DE26,2014,3.5,DE
F,DE27,2014,3.3,DE
F,DE30,2014,8.5,DE
F,DE40,2014,6.6,DE
F,DE50,2014,5.8,DE
F,DE60,2014,4.7,DE
F,DE71,2014,4.2,DE
F,DE72,2014,4.2,DE
F,DE73,2014,4.3,DE
F,DE80,2014,8.6,DE
F,DE91,2014,4.8,DE
F,DE92,2014,4.7,DE
F,DE93,2014,3.7,DE
F,DE94,2014,3.6,DE
F,DEA1,2014,5.7,DE
F,DEA2,2014,4.7,DE
F,DEA3,2014,4.1,DE
F,DEA4,2014,4.8,DE
F,DEA5,2014,5.1,DE
F,DEB1,2014,3.8,DE
F,DEB2,2014,,DE
F,DEB3,2014,3.7,DE
F,Dec-00,2014,5.5,DE
F,DED2,2014,7.2,DE
F,DED4,2014,6.5,DE
F,DED5,2014,7.4,DE
F,DEE0,2014,8.4,DE
F,DEF0,2014,4.2,DE
F,DEG0,2014,6,DE
F,DK01,2014,7.6,DK
F,DK02,2014,6.6,DK
F,DK03,2014,7.1,DK
F,DK04,2014,6.9,DK
F,DK05,2014,6.9,DK
F,EA19,2014,11.8,EA
F,EE00,2014,6.8,EE
F,EL30,2014,29.5,EL
F,EL41,2014,28.1,EL
F,EL42,2014,21.2,EL
F,EL43,2014,27.9,EL
F,EL51,2014,27.8,EL
F,EL52,2014,33.2,EL
F,EL53,2014,34.6,EL
F,EL54,2014,30.1,EL
F,EL61,2014,32,EL
F,EL62,2014,27.9,EL
F,EL63,2014,34.3,EL
F,EL64,2014,30.9,EL
F,EL65,2014,28.6,EL
F,ES11,2014,21.7,ES
F,ES12,2014,22.2,ES
F,ES13,2014,18.7,ES
F,ES21,2014,16.1,ES
F,ES22,2014,16,ES
F,ES23,2014,21.2,ES
F,ES24,2014,22.5,ES
F,ES30,2014,19.6,ES
F,ES41,2014,22.7,ES
F,ES42,2014,32.9,ES
F,ES43,2014,33.2,ES
F,ES51,2014,20,ES
F,ES52,2014,26.8,ES
F,ES53,2014,18.4,ES
F,ES61,2014,37.3,ES
F,ES62,2014,29.2,ES
F,ES63,2014,36.4,ES
F,ES64,2014,35.4,ES
F,ES70,2014,33.1,ES
F,EU15,2014,10.6,EU
F,EU27_2020,2014,11.1,EU
F,EU28,2014,10.4,EU
F,FI19,2014,8,FI
F,FI1B,2014,6.5,FI
F,FI1C,2014,9.2,FI
F,FI1D,2014,9.1,FI
F,FI20,2014,,FI
F,FR10,2014,9.1,FR
F,FRB0,2014,9.8,FR
F,FRC1,2014,9.8,FR
F,FRC2,2014,8.7,FR
F,FRD1,2014,8.2,FR
F,FRD2,2014,12.4,FR
F,FRE1,2014,12.6,FR
F,FRE2,2014,11.8,FR
F,FRF1,2014,11.3,FR
F,FRF2,2014,11,FR
F,FRF3,2014,11.8,FR
F,FRG0,2014,8.7,FR
F,FRH0,2014,7.4,FR
F,FRI1,2014,8,FR
F,FRI2,2014,8.8,FR
F,FRI3,2014,11.3,FR
F,FRJ1,2014,12.5,FR
F,FRJ2,2014,9,FR
F,FRK1,2014,7.3,FR
F,FRK2,2014,8.4,FR
F,FRL0,2014,9.5,FR
F,FRM0,2014,14.1,FR
F,FRY1,2014,25.6,FR
F,FRY2,2014,19.7,FR
F,FRY3,2014,28.3,FR
F,FRY4,2014,26,FR
F,FRY5,2014,30.2,FR
F,HR03,2014,17.7,HR
F,HR04,2014,18.6,HR
F,HU10,2014,,HU
F,HU11,2014,7,HU
F,HU12,2014,6.2,HU
F,HU21,2014,5.7,HU
F,HU22,2014,5.1,HU
F,HU23,2014,7.1,HU
F,HU31,2014,10.3,HU
F,HU32,2014,12.3,HU
F,HU33,2014,8.7,HU
F,IE01,2014,,IE
F,IE02,2014,,IE
F,IE04,2014,10.6,IE
F,IE05,2014,11.6,IE
F,IE06,2014,10.5,IE
F,IS00,2014,4.8,IS
F,ITC1,2014,12.1,IT
F,ITC2,2014,8.4,IT
F,ITC3,2014,11.7,IT
F,ITC4,2014,8.8,IT
F,ITF1,2014,14.9,IT
F,ITF2,2014,15.4,IT
F,ITF3,2014,25.3,IT
F,ITF4,2014,25.4,IT
F,ITF5,2014,16.1,IT
F,ITF6,2014,26.5,IT
F,ITG1,2014,24.2,IT
F,ITG2,2014,19,IT
F,ITH1,2014,4.4,IT
F,ITH2,2014,8,IT
F,ITH3,2014,9.8,IT
F,ITH4,2014,8.9,IT
F,ITH5,2014,9.5,IT
F,ITI1,2014,11.9,IT
F,ITI2,2014,12.6,IT
F,ITI3,2014,11.9,IT
F,ITI4,2014,13.2,IT
F,LT00,2014,,LT
F,LT01,2014,6.5,LT
F,LT02,2014,10.4,LT
F,LU00,2014,5.8,LU
F,LV00,2014,9.8,LV
F,ME00,2014,18.2,ME
F,MK00,2014,28.6,MK
F,MT00,2014,5.1,MT
F,NL11,2014,7.8,NL
F,NL12,2014,7.7,NL
F,NL13,2014,7.4,NL
F,NL21,2014,7.1,NL
F,NL22,2014,7,NL
F,NL23,2014,12.2,NL
F,NL31,2014,6.4,NL
F,NL32,2014,7.4,NL
F,NL33,2014,9.2,NL
F,NL34,2014,4.4,NL
F,NL41,2014,7.6,NL
F,NL42,2014,7.7,NL
F,NO01,2014,3.5,NO
F,NO02,2014,2.4,NO
F,NO03,2014,3.7,NO
F,NO04,2014,2.7,NO
F,NO05,2014,3,NO
F,NO06,2014,3.5,NO
F,NO07,2014,3.4,NO
F,PL21,2014,9.8,PL
F,PL22,2014,9.5,PL
F,PL41,2014,9.4,PL
F,PL42,2014,7.9,PL
F,PL43,2014,9.2,PL
F,PL51,2014,9.5,PL
F,PL52,2014,9,PL
F,PL61,2014,12.5,PL
F,PL62,2014,10,PL
F,PL63,2014,8.5,PL
F,PL71,2014,9.3,PL
F,PL72,2014,10.7,PL
F,PL81,2014,10.6,PL
F,PL82,2014,14.6,PL
F,PL84,2014,9.6,PL
F,PL91,2014,6.1,PL
F,PL92,2014,10,PL
F,PT11,2014,16.2,PT
F,PT15,2014,14,PT
F,PT16,2014,11.3,PT
F,PT17,2014,14.7,PT
F,PT18,2014,14.4,PT
F,PT20,2014,16.5,PT
F,PT30,2014,14.2,PT
F,RO11,2014,3.9,RO
F,RO12,2014,9.4,RO
F,RO21,2014,3.3,RO
F,RO22,2014,9.4,RO
F,RO31,2014,8.1,RO
F,RO32,2014,7,RO
F,RO41,2014,4.7,RO
F,RO42,2014,4.1,RO
F,RS11,2014,17.3,RS
F,RS12,2014,19.4,RS
F,RS21,2014,21.1,RS
F,RS22,2014,25.2,RS
F,SE11,2014,7.2,SE
F,SE12,2014,8.3,SE
F,SE21,2014,6.4,SE
F,SE22,2014,9.2,SE
F,SE23,2014,7.6,SE
F,SE31,2014,8.3,SE
F,SE32,2014,7.2,SE
F,SE33,2014,6.4,SE
F,SI01,2014,,SI
F,SI02,2014,,SI
F,SI03,2014,12.6,SI
F,SI04,2014,8.4,SI
F,SK01,2014,6.4,SK
F,SK02,2014,11.6,SK
F,SK03,2014,16.1,SK
F,SK04,2014,17.3,SK
F,TR10,2014,15.6,TR
F,TR21,2014,11.4,TR
F,TR22,2014,6.4,TR
F,TR31,2014,19.9,TR
F,TR32,2014,8.1,TR
F,TR33,2014,5.2,TR
F,TR41,2014,8.8,TR
F,TR42,2014,13.6,TR
F,TR51,2014,16.9,TR
F,TR52,2014,7.2,TR
F,TR61,2014,11.4,TR
F,TR62,2014,13.9,TR
F,TR63,2014,18.1,TR
F,TR71,2014,7,TR
F,TR72,2014,11.8,TR
F,TR81,2014,6.4,TR
F,TR82,2014,8.4,TR
F,TR83,2014,6.4,TR
F,TR90,2014,6.2,TR
F,TRA1,2014,4.9,TR
F,TRA2,2014,1.2,TR
F,TRB1,2014,9.7,TR
F,TRB2,2014,6.6,TR
F,TRC1,2014,7.9,TR
F,TRC2,2014,10.5,TR
F,TRC3,2014,24.5,TR
F,UKC1,2014,10.6,UK
F,UKC2,2014,7.7,UK
F,UKD1,2014,4,UK
F,UKD3,2014,7.4,UK
F,UKD4,2014,5.4,UK
F,UKD6,2014,3.6,UK
F,UKD7,2014,6.6,UK
F,UKE1,2014,8.7,UK
F,UKE2,2014,4.6,UK
F,UKE3,2014,9.9,UK
F,UKE4,2014,6.6,UK
F,UKF1,2014,4.8,UK
F,UKF2,2014,6,UK
F,UKF3,2014,4.3,UK
F,UKG1,2014,4.6,UK
F,UKG2,2014,4.9,UK
F,UKG3,2014,8.5,UK
F,UKH1,2014,4.6,UK
F,UKH2,2014,3.4,UK
F,UKH3,2014,6.2,UK
F,UKI1,2014,,UK
F,UKI2,2014,,UK
