,id,name,description,State,StateCode,CityCodeSmall,CityName,Population2020,EducationCouncilExists,NurseTechnicians,Nurses,CommunityHealthAgents,Physicians
221,4311007,Jaguarão,Jaguarão,RS,43,11007,Jaguarão,"26,500",Sim,6.0,66.0,34.0,6.0
222,4311106,Jaguari,Jaguari,RS,43,11106,Jaguari,"10,765",Sim,2.0,2.0,13.0,4.0
223,4311122,Jaquirana,Jaquirana,RS,43,11122,Jaquirana,"3,662",Sim,3.0,2.0,11.0,2.0
224,4311130,Jari,Jari,RS,43,11130,Jari,"3,486",Sim,2.0,1.0,5.0,1.0
225,4311155,Jóia,Jóia,RS,43,11155,Jóia,"8,566",Sim,4.0,4.0,22.0,4.0
226,4311205,Júlio de Castilhos,Júlio de Castilhos,RS,43,11205,Júlio de Castilhos,"19,224",Sim,10.0,5.0,31.0,5.0
227,4311239,Lagoa Bonita do Sul,Lagoa Bonita do Sul,RS,43,11239,Lagoa Bonita do Sul,"2,921",Sim,4.0,1.0,6.0,4.0
228,4311254,Lagoão,Lagoão,RS,43,11254,Lagoão,"6,461",Sim,2.0,2.0,15.0,2.0
229,4311270,Lagoa dos Três Cantos,Lagoa dos Três Cantos,RS,43,11270,Lagoa dos Três Cantos,"1,607",Sim,2.0,1.0,4.0,1.0
230,4311304,Lagoa Vermelha,Lagoa Vermelha,RS,43,11304,Lagoa Vermelha,"27,778",Sim,10.0,5.0,32.0,6.0
231,4311403,Lajeado,Lajeado,RS,43,11403,Lajeado,"85,033",Sim,48.0,17.0,84.0,18.0
232,4311429,Lajeado do Bugre,Lajeado do Bugre,RS,43,11429,Lajeado do Bugre,"2,566",Sim,2.0,1.0,6.0,1.0
233,4311502,Lavras do Sul,Lavras do Sul,RS,43,11502,Lavras do Sul,"7,444",Sim,6.0,3.0,10.0,3.0
234,4311601,Liberato Salzano,Liberato Salzano,RS,43,11601,Liberato Salzano,"5,152",Sim,4.0,2.0,12.0,2.0
235,4311627,Lindolfo Collor,Lindolfo Collor,RS,43,11627,Lindolfo Collor,"6,125",Sim,1.0,1.0,8.0,2.0
236,4311643,Linha Nova,Linha Nova,RS,43,11643,Linha Nova,"1,719",Sim,,,,
237,4311700,Machadinho,Machadinho,RS,43,11700,Machadinho,"5,427",Sim,2.0,1.0,15.0,1.0
238,4311718,Maçambará,Maçambará,RS,43,11718,Maçambará,"4,562",Sim,3.0,2.0,9.0,2.0
239,4311734,Mampituba,Mampituba,RS,43,11734,Mampituba,"2,973",Sim,1.0,1.0,8.0,1.0
240,4311759,Manoel Viana,Manoel Viana,RS,43,11759,Manoel Viana,"7,307",Sim,2.0,2.0,14.0,4.0
241,4311775,Maquiné,Maquiné,RS,43,11775,Maquiné,"6,681",Sim,3.0,3.0,10.0,3.0
242,4311791,Maratá,Maratá,RS,43,11791,Maratá,"2,702",Sim,1.0,2.0,6.0,1.0
243,4311809,Marau,Marau,RS,43,11809,Marau,"44,858",Sim,17.0,12.0,62.0,15.0
244,4311908,Marcelino Ramos,Marcelino Ramos,RS,43,11908,Marcelino Ramos,"4,319",Sim,7.0,3.0,13.0,2.0
245,4311981,Mariana Pimentel,Mariana Pimentel,RS,43,11981,Mariana Pimentel,"3,888",Sim,0.0,0.0,2.0,1.0
246,4312005,Mariano Moro,Mariano Moro,RS,43,12005,Mariano Moro,"2,009",Sim,1.0,2.0,6.0,1.0
247,4312054,Marques de Souza,Marques de Souza,RS,43,12054,Marques de Souza,"3,995",Sim,4.0,3.0,7.0,2.0
248,4312104,Mata,Mata,RS,43,12104,Mata,"4,797",Sim,3.0,3.0,10.0,3.0
249,4312138,Mato Castelhano,Mato Castelhano,RS,43,12138,Mato Castelhano,"2,542",Sim,1.0,1.0,6.0,1.0
250,4312153,Mato Leitão,Mato Leitão,RS,43,12153,Mato Leitão,"4,573",Sim,2.0,2.0,10.0,2.0
251,4312179,Mato Queimado,Mato Queimado,RS,43,12179,Mato Queimado,"1,629",Sim,2.0,2.0,5.0,2.0
252,4312203,Maximiliano de Almeida,Maximiliano de Almeida,RS,43,12203,Maximiliano de Almeida,"4,314",Sim,2.0,2.0,13.0,2.0
253,4312252,Minas do Leão,Minas do Leão,RS,43,12252,Minas do Leão,"8,103",Sim,2.0,2.0,9.0,2.0
254,4312302,Miraguaí,Miraguaí,RS,43,12302,Miraguaí,"4,911",Sim,2.0,2.0,12.0,2.0
255,4312351,Montauri,Montauri,RS,43,12351,Montauri,"1,441",Sim,2.0,2.0,4.0,1.0
256,4312377,Monte Alegre dos Campos,Monte Alegre dos Campos,RS,43,12377,Monte Alegre dos Campos,"3,232",Sim,2.0,2.0,8.0,2.0
257,4312385,Monte Belo do Sul,Monte Belo do Sul,RS,43,12385,Monte Belo do Sul,"2,530",Sim,1.0,2.0,7.0,1.0
258,4312401,Montenegro,Montenegro,RS,43,12401,Montenegro,"65,721",Sim,8.0,4.0,37.0,6.0
259,4312427,Mormaço,Mormaço,RS,43,12427,Mormaço,"3,113",Sim,2.0,1.0,6.0,1.0
260,4312443,Morrinhos do Sul,Morrinhos do Sul,RS,43,12443,Morrinhos do Sul,"2,919",Sim,1.0,1.0,7.0,1.0
261,4312450,Morro Redondo,Morro Redondo,RS,43,12450,Morro Redondo,"6,589",Sim,3.0,3.0,10.0,3.0
262,4312476,Morro Reuter,Morro Reuter,RS,43,12476,Morro Reuter,"6,513",Sim,,,,
263,4312500,Mostardas,Mostardas,RS,43,12500,Mostardas,"12,847",Sim,22.0,5.0,14.0,5.0
264,4312609,Muçum,Muçum,RS,43,12609,Muçum,"4,961",Sim,5.0,2.0,11.0,2.0
265,4312617,Muitos Capões,Muitos Capões,RS,43,12617,Muitos Capões,"3,173",Sim,2.0,1.0,7.0,2.0
266,4312625,Muliterno,Muliterno,RS,43,12625,Muliterno,"1,897",Sim,1.0,2.0,5.0,1.0
267,4312658,Não-Me-Toque,Não-Me-Toque,RS,43,12658,Não-Me-Toque,"17,758",Sim,4.0,4.0,18.0,4.0
268,4312674,Nicolau Vergueiro,Nicolau Vergueiro,RS,43,12674,Nicolau Vergueiro,"1,674",Sim,3.0,1.0,5.0,1.0
269,4312708,Nonoai,Nonoai,RS,43,12708,Nonoai,"11,633",Sim,3.0,3.0,24.0,3.0
270,4312757,Nova Alvorada,Nova Alvorada,RS,43,12757,Nova Alvorada,"3,663",Sim,6.0,2.0,10.0,6.0
271,4312807,Nova Araçá,Nova Araçá,RS,43,12807,Nova Araçá,"4,826",Sim,2.0,1.0,9.0,1.0
272,4312906,Nova Bassano,Nova Bassano,RS,43,12906,Nova Bassano,"10,005",Sim,6.0,4.0,22.0,4.0
273,4312955,Nova Boa Vista,Nova Boa Vista,RS,43,12955,Nova Boa Vista,"1,753",Sim,1.0,1.0,5.0,1.0
274,4313003,Nova Bréscia,Nova Bréscia,RS,43,13003,Nova Bréscia,"3,337",Sim,1.0,1.0,6.0,1.0
275,4313011,Nova Candelária,Nova Candelária,RS,43,13011,Nova Candelária,"2,688",Sim,2.0,1.0,6.0,1.0
276,4313037,Nova Esperança do Sul,Nova Esperança do Sul,RS,43,13037,Nova Esperança do Sul,"5,410",Sim,2.0,2.0,12.0,2.0
277,4313060,Nova Hartz,Nova Hartz,RS,43,13060,Nova Hartz,"21,875",Sim,4.0,4.0,21.0,5.0
278,4313086,Nova Pádua,Nova Pádua,RS,43,13086,Nova Pádua,"2,558",Sim,,,,
279,4313102,Nova Palma,Nova Palma,RS,43,13102,Nova Palma,"6,515",Sim,3.0,3.0,17.0,3.0
280,4313201,Nova Petrópolis,Nova Petrópolis,RS,43,13201,Nova Petrópolis,"21,536",Sim,21.0,9.0,42.0,0.0
281,4313300,Nova Prata,Nova Prata,RS,43,13300,Nova Prata,"27,648",Sim,10.0,5.0,29.0,5.0
282,4313334,Nova Ramada,Nova Ramada,RS,43,13334,Nova Ramada,"2,218",Sim,1.0,1.0,6.0,1.0
283,4313359,Nova Roma do Sul,Nova Roma do Sul,RS,43,13359,Nova Roma do Sul,"3,717",Sim,1.0,1.0,7.0,1.0
284,4313375,Nova Santa Rita,Nova Santa Rita,RS,43,13375,Nova Santa Rita,"29,905",Sim,10.0,5.0,23.0,5.0
285,4313391,Novo Cabrais,Novo Cabrais,RS,43,13391,Novo Cabrais,"4,222",Sim,6.0,3.0,8.0,2.0
286,4313409,Novo Hamburgo,Novo Hamburgo,RS,43,13409,Novo Hamburgo,"247,032",Sim,80.0,60.0,198.0,59.0
287,4313425,Novo Machado,Novo Machado,RS,43,13425,Novo Machado,"3,256",Sim,3.0,2.0,12.0,2.0
288,4313441,Novo Tiradentes,Novo Tiradentes,RS,43,13441,Novo Tiradentes,"2,200",Sim,7.0,1.0,6.0,1.0
289,4313466,Novo Xingu,Novo Xingu,RS,43,13466,Novo Xingu,"1,712",Sim,3.0,2.0,5.0,2.0
290,4313490,Novo Barreiro,Novo Barreiro,RS,43,13490,Novo Barreiro,"4,175",Sim,4.0,2.0,9.0,2.0
291,4313508,Osório,Osório,RS,43,13508,Osório,"46,414",Sim,24.0,8.0,51.0,8.0
292,4313607,Paim Filho,Paim Filho,RS,43,13607,Paim Filho,"3,778",Sim,2.0,2.0,12.0,2.0
293,4313656,Palmares do Sul,Palmares do Sul,RS,43,13656,Palmares do Sul,"11,330",Sim,6.0,3.0,9.0,3.0
294,4313706,Palmeira das Missões,Palmeira das Missões,RS,43,13706,Palmeira das Missões,"33,131",Sim,26.0,10.0,40.0,10.0
295,4313805,Palmitinho,Palmitinho,RS,43,13805,Palmitinho,"7,056",Sim,6.0,4.0,17.0,5.0
296,4313904,Panambi,Panambi,RS,43,13904,Panambi,"44,128",Sim,26.0,12.0,68.0,12.0
297,4313953,Pantano Grande,Pantano Grande,RS,43,13953,Pantano Grande,"9,083",Sim,5.0,2.0,2.0,9.0
298,4314001,Paraí,Paraí,RS,43,14001,Paraí,"7,727",Sim,3.0,2.0,16.0,2.0
299,4314027,Paraíso do Sul,Paraíso do Sul,RS,43,14027,Paraíso do Sul,"7,623",Sim,1.0,1.0,5.0,1.0
300,4314035,Pareci Novo,Pareci Novo,RS,43,14035,Pareci Novo,"3,862",Sim,1.0,1.0,7.0,2.0
301,4314050,Parobé,Parobé,RS,43,14050,Parobé,"58,858",Sim,17.0,10.0,30.0,10.0
302,4314068,Passa Sete,Passa Sete,RS,43,14068,Passa Sete,"5,747",Sim,2.0,3.0,12.0,3.0
303,4314076,Passo do Sobrado,Passo do Sobrado,RS,43,14076,Passo do Sobrado,"6,574",Sim,4.0,2.0,14.0,2.0
304,4314100,Passo Fundo,Passo Fundo,RS,43,14100,Passo Fundo,"204,722",Sim,29.0,15.0,62.0,19.0
305,4314134,Paulo Bento,Paulo Bento,RS,43,14134,Paulo Bento,"2,299",Sim,1.0,1.0,6.0,1.0
306,4314159,Paverama,Paverama,RS,43,14159,Paverama,"8,515",Sim,2.0,2.0,14.0,4.0
307,4314175,Pedras Altas,Pedras Altas,RS,43,14175,Pedras Altas,"1,954",Sim,1.0,1.0,6.0,1.0
308,4314209,Pedro Osório,Pedro Osório,RS,43,14209,Pedro Osório,"7,706",Sim,3.0,2.0,11.0,2.0
309,4314308,Pejuçara,Pejuçara,RS,43,14308,Pejuçara,"3,857",Sim,3.0,3.0,11.0,4.0
310,4314407,Pelotas,Pelotas,RS,43,14407,Pelotas,"343,132",Sim,76.0,76.0,340.0,76.0
311,4314423,Picada Café,Picada Café,RS,43,14423,Picada Café,"5,738",Sim,3.0,2.0,10.0,2.0
312,4314456,Pinhal,Pinhal,RS,43,14456,Pinhal,"2,580",Sim,2.0,2.0,6.0,1.0
313,4314464,Pinhal da Serra,Pinhal da Serra,RS,43,14464,Pinhal da Serra,"1,918",Sim,1.0,1.0,6.0,1.0
314,4314472,Pinhal Grande,Pinhal Grande,RS,43,14472,Pinhal Grande,"4,329",Sim,2.0,2.0,10.0,2.0
315,4314498,Pinheirinho do Vale,Pinheirinho do Vale,RS,43,14498,Pinheirinho do Vale,"4,899",Sim,1.0,1.0,10.0,1.0
316,4314506,Pinheiro Machado,Pinheiro Machado,RS,43,14506,Pinheiro Machado,"12,195",Sim,5.0,5.0,18.0,5.0
317,4314555,Pirapó,Pirapó,RS,43,14555,Pirapó,"2,254",Sim,8.0,2.0,8.0,2.0
318,4314605,Piratini,Piratini,RS,43,14605,Piratini,"20,704",Sim,5.0,4.0,17.0,4.0
319,4314704,Planalto,Planalto,RS,43,14704,Planalto,"10,019",Sim,7.0,5.0,20.0,5.0
320,4314753,Poço das Antas,Poço das Antas,RS,43,14753,Poço das Antas,"2,101",Sim,,,,
321,4314779,Pontão,Pontão,RS,43,14779,Pontão,"3,901",Sim,2.0,2.0,10.0,2.0
322,4314787,Ponte Preta,Ponte Preta,RS,43,14787,Ponte Preta,"1,524",Sim,1.0,1.0,6.0,1.0
323,4314803,Portão,Portão,RS,43,14803,Portão,"37,561",Sim,10.0,5.0,25.0,6.0
324,4314902,Porto Alegre,Porto Alegre,RS,43,14902,Porto Alegre,"1,488,252",Sim,359.0,233.0,779.0,55.0
325,4315008,Porto Lucena,Porto Lucena,RS,43,15008,Porto Lucena,"4,594",Sim,2.0,2.0,14.0,2.0
326,4315057,Porto Mauá,Porto Mauá,RS,43,15057,Porto Mauá,"2,352",Sim,1.0,1.0,7.0,1.0
327,4315073,Porto Vera Cruz,Porto Vera Cruz,RS,43,15073,Porto Vera Cruz,"1,308",Sim,1.0,1.0,4.0,1.0
328,4315107,Porto Xavier,Porto Xavier,RS,43,15107,Porto Xavier,"10,194",Sim,7.0,4.0,26.0,3.0
329,4315131,Pouso Novo,Pouso Novo,RS,43,15131,Pouso Novo,"1,612",Sim,2.0,1.0,5.0,1.0
330,4315149,Presidente Lucena,Presidente Lucena,RS,43,15149,Presidente Lucena,"2,937",Sim,,,,
331,4315156,Progresso,Progresso,RS,43,15156,Progresso,"6,239",Sim,2.0,2.0,15.0,2.0
332,4315172,Protásio Alves,Protásio Alves,RS,43,15172,Protásio Alves,"1,938",Sim,3.0,1.0,5.0,1.0
333,4315206,Putinga,Putinga,RS,43,15206,Putinga,"3,889",Sim,2.0,2.0,11.0,3.0
334,4315305,Quaraí,Quaraí,RS,43,15305,Quaraí,"22,607",Sim,10.0,6.0,25.0,6.0
335,4315313,Quatro Irmãos,Quatro Irmãos,RS,43,15313,Quatro Irmãos,"1,856",Sim,2.0,3.0,6.0,3.0
336,4315321,Quevedos,Quevedos,RS,43,15321,Quevedos,"2,790",Sim,1.0,1.0,5.0,1.0
337,4315354,Quinze de Novembro,Quinze de Novembro,RS,43,15354,Quinze de Novembro,"3,803",Sim,1.0,1.0,8.0,1.0
338,4315404,Redentora,Redentora,RS,43,15404,Redentora,"11,669",Sim,4.0,4.0,19.0,4.0
339,4315453,Relvado,Relvado,RS,43,15453,Relvado,"2,079",Sim,1.0,1.0,5.0,1.0
340,4315503,Restinga Seca,Restinga Seca,RS,43,15503,Restinga Sêca,"15,744",Sim,4.0,2.0,7.0,2.0
341,4315552,Rio dos Índios,Rio dos Índios,RS,43,15552,Rio dos Índios,"2,660",Sim,2.0,2.0,12.0,1.0
342,4315602,Rio Grande,Rio Grande,RS,43,15602,Rio Grande,"211,965",Sim,61.0,48.0,156.0,14.0
343,4315701,Rio Pardo,Rio Pardo,RS,43,15701,Rio Pardo,"38,265",Sim,10.0,5.0,54.0,5.0
344,4315750,Riozinho,Riozinho,RS,43,15750,Riozinho,"4,676",Sim,2.0,2.0,11.0,2.0
345,4315800,Roca Sales,Roca Sales,RS,43,15800,Roca Sales,"11,471",Sim,2.0,2.0,9.0,2.0
346,4315909,Rodeio Bonito,Rodeio Bonito,RS,43,15909,Rodeio Bonito,"5,868",Sim,5.0,4.0,14.0,3.0
347,4315958,Rolador,Rolador,RS,43,15958,Rolador,"2,296",Sim,4.0,1.0,6.0,3.0
348,4316006,Rolante,Rolante,RS,43,16006,Rolante,"21,453",Sim,12.0,7.0,28.0,7.0
349,4316105,Ronda Alta,Ronda Alta,RS,43,16105,Ronda Alta,"10,617",Sim,10.0,5.0,5.0,6.0
350,4316204,Rondinha,Rondinha,RS,43,16204,Rondinha,"5,080",Sim,3.0,3.0,14.0,2.0
351,4316303,Roque Gonzales,Roque Gonzales,RS,43,16303,Roque Gonzales,"6,797",Sim,3.0,4.0,18.0,2.0
352,4316402,Rosário do Sul,Rosário do Sul,RS,43,16402,Rosário do Sul,"39,314",Sim,5.0,5.0,40.0,5.0
353,4316428,Sagrada Família,Sagrada Família,RS,43,16428,Sagrada Família,"2,605",Sim,6.0,2.0,6.0,2.0
354,4316436,Saldanha Marinho,Saldanha Marinho,RS,43,16436,Saldanha Marinho,"2,622",Sim,1.0,1.0,7.0,1.0
355,4316451,Salto do Jacuí,Salto do Jacuí,RS,43,16451,Salto do Jacuí,"12,481",Sim,7.0,4.0,20.0,4.0
356,4316477,Salvador das Missões,Salvador das Missões,RS,43,16477,Salvador das Missões,"2,733",Sim,1.0,1.0,7.0,1.0
357,4316501,Salvador do Sul,Salvador do Sul,RS,43,16501,Salvador do Sul,"7,889",Sim,5.0,2.0,13.0,2.0
358,4316600,Sananduva,Sananduva,RS,43,16600,Sananduva,"16,328",Sim,10.0,5.0,23.0,5.0
359,4316709,Santa Bárbara do Sul,Santa Bárbara do Sul,RS,43,16709,Santa Bárbara do Sul,"7,909",Sim,2.0,1.0,11.0,1.0
360,4316733,Santa Cecília do Sul,Santa Cecília do Sul,RS,43,16733,Santa Cecília do Sul,"1,634",Sim,2.0,2.0,2.0,4.0
361,4316758,Santa Clara do Sul,Santa Clara do Sul,RS,43,16758,Santa Clara do Sul,"6,681",Sim,2.0,2.0,14.0,2.0
362,4316808,Santa Cruz do Sul,Santa Cruz do Sul,RS,43,16808,Santa Cruz do Sul,"131,365",Sim,54.0,26.0,137.0,26.0
363,4316907,Santa Maria,Santa Maria,RS,43,16907,Santa Maria,"283,677",Sim,22.0,20.0,113.0,21.0
364,4316956,Santa Maria do Herval,Santa Maria do Herval,RS,43,16956,Santa Maria do Herval,"6,364",Sim,2.0,2.0,5.0,2.0
365,4316972,Santa Margarida do Sul,Santa Margarida do Sul,RS,43,16972,Santa Margarida do Sul,"2,578",Sim,2.0,1.0,6.0,1.0
366,4317004,Santana da Boa Vista,Santana da Boa Vista,RS,43,17004,Santana da Boa Vista,"8,067",Sim,4.0,2.0,11.0,2.0
367,4317103,Sant' Ana do Livramento,Sant' Ana do Livramento,RS,43,17103,Sant'Ana do Livramento,"76,321",Sim,0.0,11.0,61.0,13.0
368,4317202,Santa Rosa,Santa Rosa,RS,43,17202,Santa Rosa,"73,575",Sim,76.0,25.0,88.0,22.0
369,4317251,Santa Tereza,Santa Tereza,RS,43,17251,Santa Tereza,"1,726",Sim,3.0,1.0,4.0,1.0
370,4317301,Santa Vitória do Palmar,Santa Vitória do Palmar,RS,43,17301,Santa Vitória do Palmar,"29,483",Sim,15.0,15.0,30.0,15.0
371,4317400,Santiago,Santiago,RS,43,17400,Santiago,"49,360",Sim,22.0,11.0,66.0,11.0
372,4317509,Santo Ângelo,Santo Ângelo,RS,43,17509,Santo Ângelo,"77,568",Sim,9.0,9.0,32.0,11.0
373,4317558,Santo Antônio do Palma,Santo Antônio do Palma,RS,43,17558,Santo Antônio do Palma,"2,123",Sim,1.0,1.0,5.0,1.0
374,4317608,Santo Antônio da Patrulha,Santo Antônio da Patrulha,RS,43,17608,Santo Antônio da Patrulha,"43,171",Sim,24.0,8.0,45.0,8.0
375,4317707,Santo Antônio das Missões,Santo Antônio das Missões,RS,43,17707,Santo Antônio das Missões,"10,050",Sim,3.0,3.0,32.0,3.0
376,4317756,Santo Antônio do Planalto,Santo Antônio do Planalto,RS,43,17756,Santo Antônio do Planalto,"2,019",Sim,3.0,1.0,6.0,1.0
377,4317806,Santo Augusto,Santo Augusto,RS,43,17806,Santo Augusto,"13,848",Sim,12.0,6.0,28.0,6.0
378,4317905,Santo Cristo,Santo Cristo,RS,43,17905,Santo Cristo,"14,216",Sim,6.0,6.0,20.0,4.0
379,4317954,Santo Expedito do Sul,Santo Expedito do Sul,RS,43,17954,Santo Expedito do Sul,"2,305",Sim,1.0,1.0,6.0,1.0
380,4318002,São Borja,São Borja,RS,43,18002,São Borja,"60,019",Sim,14.0,16.0,108.0,14.0
381,4318051,São Domingos do Sul,São Domingos do Sul,RS,43,18051,São Domingos do Sul,"3,083",Sim,1.0,1.0,8.0,1.0
382,4318101,São Francisco de Assis,São Francisco de Assis,RS,43,18101,São Francisco de Assis,"18,205",Sim,8.0,4.0,38.0,4.0
383,4318200,São Francisco de Paula,São Francisco de Paula,RS,43,18200,São Francisco de Paula,"21,801",Sim,14.0,5.0,18.0,5.0
384,4318309,São Gabriel,São Gabriel,RS,43,18309,São Gabriel,"62,147",Sim,17.0,17.0,107.0,15.0
385,4318408,São Jerônimo,São Jerônimo,RS,43,18408,São Jerônimo,"24,412",Sim,3.0,3.0,18.0,3.0
386,4318424,São João da Urtiga,São João da Urtiga,RS,43,18424,São João da Urtiga,"4,641",Sim,1.0,1.0,12.0,1.0
387,4318432,São João do Polêsine,São João do Polêsine,RS,43,18432,São João do Polêsine,"2,543",Sim,1.0,1.0,6.0,1.0
388,4318440,São Jorge,São Jorge,RS,43,18440,São Jorge,"2,816",Sim,3.0,1.0,7.0,2.0
389,4318457,São José das Missões,São José das Missões,RS,43,18457,São José das Missões,"2,514",Sim,2.0,1.0,0.0,1.0
390,4318465,São José do Herval,São José do Herval,RS,43,18465,São José do Herval,"1,943",Sim,2.0,2.0,6.0,2.0
391,4318481,São José do Hortêncio,São José do Hortêncio,RS,43,18481,São José do Hortêncio,"4,865",Sim,1.0,1.0,9.0,1.0
392,4318499,São José do Inhacorá,São José do Inhacorá,RS,43,18499,São José do Inhacorá,"2,056",Sim,3.0,1.0,6.0,2.0
393,4318507,São José do Norte,São José do Norte,RS,43,18507,São José do Norte,"27,721",Sim,6.0,6.0,29.0,6.0
394,4318606,São José do Ouro,São José do Ouro,RS,43,18606,São José do Ouro,"6,922",Sim,2.0,1.0,8.0,1.0
395,4318614,São José do Sul,São José do Sul,RS,43,18614,São José do Sul,"2,437",Sim,2.0,1.0,8.0,1.0
396,4318622,São José dos Ausentes,São José dos Ausentes,RS,43,18622,São José dos Ausentes,"3,543",Sim,2.0,2.0,8.0,3.0
397,4318705,São Leopoldo,São Leopoldo,RS,43,18705,São Leopoldo,"238,648",Sim,20.0,13.0,79.0,13.0
398,4318804,São Lourenço do Sul,São Lourenço do Sul,RS,43,18804,São Lourenço do Sul,"43,540",Sim,17.0,17.0,69.0,15.0
399,4318903,São Luiz Gonzaga,São Luiz Gonzaga,RS,43,18903,São Luiz Gonzaga,"33,293",Sim,18.0,11.0,68.0,10.0
400,4319000,São Marcos,São Marcos,RS,43,19000,São Marcos,"21,658",Sim,5.0,3.0,17.0,3.0
401,4319109,São Martinho,São Martinho,RS,43,19109,São Martinho,"5,380",Sim,8.0,3.0,15.0,2.0
402,4319125,São Martinho da Serra,São Martinho da Serra,RS,43,19125,São Martinho da Serra,"3,231",Sim,1.0,1.0,9.0,1.0
403,4319158,São Miguel das Missões,São Miguel das Missões,RS,43,19158,São Miguel das Missões,"7,683",Sim,4.0,3.0,19.0,3.0
404,4319208,São Nicolau,São Nicolau,RS,43,19208,São Nicolau,"5,208",Sim,10.0,4.0,16.0,2.0
405,4319307,São Paulo das Missões,São Paulo das Missões,RS,43,19307,São Paulo das Missões,"5,720",Sim,4.0,3.0,13.0,3.0
406,4319356,São Pedro da Serra,São Pedro da Serra,RS,43,19356,São Pedro da Serra,"3,842",Sim,1.0,1.0,8.0,1.0
407,4319364,São Pedro das Missões,São Pedro das Missões,RS,43,19364,São Pedro das Missões,"2,017",Sim,2.0,1.0,5.0,1.0
408,4319372,São Pedro do Butiá,São Pedro do Butiá,RS,43,19372,São Pedro do Butiá,"2,949",Sim,3.0,2.0,7.0,2.0
409,4319406,São Pedro do Sul,São Pedro do Sul,RS,43,19406,São Pedro do Sul,"16,148",Sim,7.0,5.0,33.0,5.0
410,4319505,São Sebastião do Caí,São Sebastião do Caí,RS,43,19505,São Sebastião do Caí,"25,959",Sim,7.0,6.0,20.0,7.0
411,4319604,São Sepé,São Sepé,RS,43,19604,São Sepé,"23,555",Sim,12.0,7.0,39.0,7.0
412,4319703,São Valentim,São Valentim,RS,43,19703,São Valentim,"3,259",Sim,2.0,2.0,10.0,2.0
413,4319711,São Valentim do Sul,São Valentim do Sul,RS,43,19711,São Valentim do Sul,"2,245",Sim,2.0,2.0,5.0,1.0
414,4319737,São Valério do Sul,São Valério do Sul,RS,43,19737,São Valério do Sul,"2,729",Sim,3.0,2.0,5.0,1.0
415,4319752,São Vendelino,São Vendelino,RS,43,19752,São Vendelino,"2,266",Sim,1.0,1.0,5.0,1.0
416,4319802,São Vicente do Sul,São Vicente do Sul,RS,43,19802,São Vicente do Sul,"8,732",Sim,4.0,4.0,8.0,5.0
417,4319901,Sapiranga,Sapiranga,RS,43,19901,Sapiranga,"80,037",Sim,14.0,7.0,37.0,8.0
418,4320008,Sapucaia do Sul,Sapucaia do Sul,RS,43,20008,Sapucaia do Sul,"141,808",Sim,84.0,24.0,109.0,35.0
419,4320107,Sarandi,Sarandi,RS,43,20107,Sarandi,"24,763",Sim,6.0,3.0,23.0,3.0
420,4320206,Seberi,Seberi,RS,43,20206,Seberi,"10,713",Sim,5.0,5.0,24.0,4.0
421,4320230,Sede Nova,Sede Nova,RS,43,20230,Sede Nova,"2,891",Sim,3.0,2.0,8.0,2.0
422,4320263,Segredo,Segredo,RS,43,20263,Segredo,"7,444",Sim,7.0,3.0,17.0,3.0
423,4320305,Selbach,Selbach,RS,43,20305,Selbach,"5,107",Sim,1.0,2.0,6.0,1.0
424,4320321,Senador Salgado Filho,Senador Salgado Filho,RS,43,20321,Senador Salgado Filho,"2,770",Sim,3.0,2.0,7.0,2.0
425,4320354,Sentinela do Sul,Sentinela do Sul,RS,43,20354,Sentinela do Sul,"5,609",Sim,1.0,1.0,4.0,1.0
426,4320404,Serafina Corrêa,Serafina Corrêa,RS,43,20404,Serafina Corrêa,"17,795",Sim,10.0,8.0,27.0,13.0
427,4320453,Sério,Sério,RS,43,20453,Sério,"1,924",Sim,3.0,1.0,6.0,1.0
428,4320503,Sertão,Sertão,RS,43,20503,Sertão,"5,315",Sim,3.0,3.0,18.0,3.0
429,4320552,Sertão Santana,Sertão Santana,RS,43,20552,Sertão Santana,"6,537",Sim,1.0,1.0,6.0,1.0
430,4320578,Sete de Setembro,Sete de Setembro,RS,43,20578,Sete de Setembro,"1,950",Sim,4.0,1.0,6.0,1.0
431,4320602,Severiano de Almeida,Severiano de Almeida,RS,43,20602,Severiano de Almeida,"3,631",Sim,1.0,1.0,9.0,1.0
432,4320651,Silveira Martins,Silveira Martins,RS,43,20651,Silveira Martins,"2,374",Sim,1.0,1.0,4.0,1.0
433,4320677,Sinimbu,Sinimbu,RS,43,20677,Sinimbu,"10,162",Sim,2.0,2.0,18.0,2.0
434,4320701,Sobradinho,Sobradinho,RS,43,20701,Sobradinho,"15,005",Sim,7.0,6.0,28.0,6.0
435,4320800,Soledade,Soledade,RS,43,20800,Soledade,"31,035",Sim,6.0,6.0,24.0,6.0
436,4320859,Tabaí,Tabaí,RS,43,20859,Tabaí,"4,769",Sim,2.0,2.0,12.0,2.0
437,4320909,Tapejara,Tapejara,RS,43,20909,Tapejara,"24,552",Sim,11.0,5.0,30.0,6.0
438,4321006,Tapera,Tapera,RS,43,21006,Tapera,"10,577",Sim,10.0,4.0,26.0,4.0
439,4321105,Tapes,Tapes,RS,43,21105,Tapes,"17,332",Sim,7.0,6.0,24.0,4.0
440,4321204,Taquara,Taquara,RS,43,21204,Taquara,"57,584",Sim,13.0,13.0,50.0,17.0
